"","week_canton","tmax_mean_lag_8","tmax_mean_lag_7","tmax_mean_lag_6","tmax_mean_lag_5","tmax_mean_lag_4","tmax_mean_lag_3","tmax_mean_lag_2","tmax_mean_lag_1"
"35","2020-9-120",23.671191,23.6422271428571,24.0424838571429,23.3776282857143,24.2322701428571,24.8377768571429,24.8118402857143,24.9782531428571
"36","2020-9-501",33.223593,32.6834785714286,32.991521,33.1471712857143,33.901455,34.9141464285714,34.5098951428571,34.3221381428571
"37","2020-9-701",26.095898,25.1002038571429,24.539378,24.4329287142857,25.9308657142857,25.0671312857143,24.4682575714286,24.1678085714286
"38","2020-9-214",32.9369902,31.7861325714286,31.9796974285714,32.3476765714286,33.8930785714286,34.2500248571429,33.594593,33.3368331428571
"39","2020-9-705",31.9150462,31.0728495714286,30.1024454285714,29.8399651428571,31.4297555714286,30.7866257142857,30.0946967142857,29.9455512857143
"40","2020-9-115",25.1382604,24.7135488571429,24.6994417142857,24.3628434285714,25.4579567142857,25.7176757142857,25.3930782857143,25.3769568571429
"41","2020-9-604",28.543288,28.7953098571429,29.3518952857143,28.7027367142857,28.95631,30.6116454285714,30.8485032857143,31.2597825714286
"42","2020-9-107",27.679473,27.6714331428571,27.907328,27.1071347142857,27.8865075714286,28.7713625714286,28.7384501428571,28.8555887142857
"43","2020-9-114",24.4850486,23.8688835714286,23.6922455714286,23.4787748571429,24.7840604285714,24.9375971428571,24.5005342857143,24.3742937142857
"44","2020-9-509",30.0502304,30.7922331428571,31.3057232857143,30.9281364285714,30.2075078571429,32.3211105714286,32.8133248571429,32.7786994285714
"45","2020-9-206",26.169363,25.8298954285714,25.8313035714286,25.2576037142857,26.422358,27.3159952857143,26.9798677142857,27.0213492857143
"46","2020-9-502",32.8116534,33.1439062857143,33.5560805714286,33.3370004285714,32.698489,34.8349761428571,35.0140914285714,34.8037865714286
"47","2020-9-307",22.2857398,21.5335784285714,21.2902338571429,21.1214197142857,22.5889807142857,22.2024125714286,21.6663047142857,21.4872511428571
"48","2020-9-209",31.605719,32.1409471428571,32.7898402857143,31.9796782857143,32.0700105714286,33.4539385714286,33.9921182857143,34.5645567142857
"49","2020-9-605",33.5871452,33.6777375714286,34.2390737142857,33.2619445714286,34.0804108571429,34.4092557142857,34.5066857142857,34.7792548571429
"50","2020-9-207",26.9929842,27.1516917142857,27.4300031428571,26.6856371428571,27.1243645714286,28.363197,28.4459078571429,28.8741582857143
"51","2020-9-302",23.1098954,22.765667,22.748004,22.6286441428571,23.5052921428571,23.2616382857143,22.9487955714286,23.0015195714286
"52","2020-9-609",33.2084668,33.4258418571429,34.1104798571429,33.1099934285714,33.777943,34.4270708571429,34.6971775714286,34.8205417142857
"53","2020-9-702",32.5597034,31.4805391428571,30.9698945714286,30.7743888571429,32.6149664285714,32.1913638571429,31.439308,31.2562318571429
"54","2020-9-208",24.6712058,24.0485862857143,23.790467,23.4165495714286,24.9181168571429,25.5078307142857,25.0006947142857,24.8585932857143
"55","2020-9-601",30.9422438,31.8054091428571,32.2289388571429,31.7717147142857,31.3859568571429,33.4138354285714,33.9984135714286,34.2970237142857
"56","2020-9-104",28.3621544,28.652031,29.2816621428571,28.3433552857143,28.8987522857143,29.8564994285714,30.1694874285714,30.3585968571429
"57","2020-9-119",27.6600756,27.6921371428571,28.0551548571429,27.3622955714286,28.0284377142857,28.0831018571429,28.1664794285714,28.3141505714286
"58","2020-9-606",32.430831,32.4317512857143,33.0393288571429,32.43421,33.1280848571429,33.4483865714286,33.3972285714286,33.4989348571429
"59","2020-9-216",31.398842,30.3952631428571,30.0602988571429,29.686423,31.6731058571429,31.6642205714286,31.055445,30.6786368571429
"60","2020-9-210",32.6045446,31.5340167142857,31.4276755714286,31.1908681428571,32.8791505714286,32.9633244285714,32.4316231428571,32.021971
"61","2020-9-406",24.4850486,23.8688835714286,23.6922455714286,23.4787748571429,24.7840604285714,24.9375971428571,24.5005342857143,24.3742937142857
"62","2020-9-101",26.210614,25.9049048571429,25.92025,25.4318524285714,26.4310618571429,26.9447545714286,26.6773577142857,26.6908182857143
"63","2020-9-204",29.0874046,29.5431262857143,30.0767024285714,29.2605905714286,29.3960972857143,30.9222715714286,31.382763,32.0744731428571
"64","2020-9-409",25.7751006,25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857
"65","2020-9-405",24.7361858,24.1842938571429,24.0119678571429,23.7348811428571,24.9762355714286,25.2881431428571,24.8706832857143,24.7694834285714
"66","2020-9-202",27.7190868,27.23634,27.3072894285714,26.7826457142857,28.1300708571429,29.2116768571429,28.8354137142857,28.7848922857143
"67","2020-9-109",26.4846996,26.24306,26.273842,25.7078414285714,26.6564218571429,27.3157258571429,27.082102,27.1125357142857
"68","2020-9-404",24.1005386,23.5090084285714,23.2872892857143,22.9616944285714,24.3518832857143,24.7926195714286,24.3351848571429,24.2163727142857
"69","2020-9-503",32.4414674,32.7182091428571,33.0228148571429,32.725102,32.1333034285714,34.4949134285714,34.6900802857143,34.3356738571429
"70","2020-9-403",25.7751006,25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857
"71","2020-9-410",32.5674358,31.6087258571429,31.2271362857143,30.7171804285714,32.6820577142857,32.297255,31.7147765714286,31.4134388571429
"72","2020-9-212",23.955296,23.3106767142857,23.1280577142857,22.703286,24.328371,25.0040108571429,24.493031,24.3646442857143
"73","2020-9-703",31.7675728,30.9094851428571,30.1925291428571,29.8232415714286,31.3601958571429,30.4977008571429,29.8892498571429,29.7181214285714
"74","2020-9-704",26.7112226,25.4845221428571,25.1315385714286,25.2274581428571,26.764142,25.6333422857143,25.1491724285714,24.9110661428571
"75","2020-9-105",26.745945,26.6559151428571,27.1219681428571,26.5854631428571,27.4340552857143,27.7619395714286,27.6634915714286,27.7765948571429
"76","2020-9-113",25.7751006,25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857
"77","2020-9-508",28.8016756,28.0713687142857,28.1469798571429,28.1010578571429,29.4547002857143,30.4503837142857,30.0572024285714,29.693302
"78","2020-9-305",26.6683948,25.7607615714286,25.3632898571429,25.493389,27.0222604285714,26.1262597142857,25.571439,25.3692354285714
"79","2020-9-116",29.8716716,30.339453,31.0422005714286,30.1805788571429,30.4840442857143,31.8005974285714,32.2780338571429,32.6273338571429
"80","2020-9-213",32.563395,31.9094957142857,32.0956012857143,32.1995367142857,33.3394922857143,34.1656604285714,33.7277828571429,33.5170932857143
"81","2020-9-111",22.9498726,22.2418115714286,22.0257044285714,21.8513331428571,23.229506,22.9535488571429,22.455473,22.2937874285714
"82","2020-9-211",25.321776,24.6285131428571,24.5043685714286,24.0620268571429,25.758639,26.3711577142857,25.8552502857143,25.7170882857143
"83","2020-10-507",33.3668864285714,33.5101925714286,33.2035857142857,33.5837715714286,35.3454835714286,35.079636,34.8201412857143,35.5474155714286
"84","2020-10-112",26.9443092857143,27.4265145714286,26.513501,27.3106572857143,28.0544348571429,28.1891977142857,28.3018818571429,28.5777344285714
"85","2020-10-201",25.7276898571429,25.5230775714286,25.0986284285714,26.3287422857143,26.9871648571429,26.5593651428571,26.4812148571429,27.3612324285714
"86","2020-10-110",23.6675231428571,23.790409,23.2150861428571,24.1999345714286,24.8476237142857,24.6611628571429,24.7234687142857,25.3267528571429
"87","2020-10-306",20.9427945714286,20.7863802857143,20.6328055714286,21.9424962857143,21.4849104285714,20.9846691428571,20.8775002857143,21.8325488571429
"88","2020-10-106",23.2437975714286,23.6392284285714,22.8847415714286,23.731073,24.4644955714286,24.4956222857143,24.6659071428571,24.9994078571429
"89","2020-10-205",28.0090611428571,28.3623054285714,27.5736661428571,27.9015624285714,29.1458211428571,29.3437265714286,29.830056,30.01651
"90","2020-10-504",32.8865535714286,33.1718927142857,33.3215292857143,34.4509861428571,35.241644,34.7802088571429,34.5396025714286,35.5206805714286
"91","2020-10-402",23.5090084285714,23.2872892857143,22.9616944285714,24.3518832857143,24.7926195714286,24.3351848571429,24.2163727142857,25.1600201428571
"92","2020-10-407",26.8028508571429,26.7191212857143,26.2504795714286,27.2153794285714,27.8345188571429,27.5281698571429,27.5247331428571,28.2253814285714
"93","2020-10-603",30.171452,30.3435168571429,29.2304457142857,29.9204845714286,30.0265154285714,30.107361,30.3390882857143,30.5488017142857
"94","2020-10-505",33.8294512857143,34.0937115714286,34.0549032857143,34.2263538571429,36.2922442857143,36.0545574285714,35.7677484285714,35.9736421428571
"95","2020-10-301",23.9640607142857,24.0286982857143,23.6912491428571,24.5768454285714,24.4810538571429,24.2105652857143,24.287549,24.9229801428571
"96","2020-10-506",32.9980015714286,33.1749967142857,33.1671728571429,34.1663104285714,35.2198797142857,34.8057358571429,34.4908188571429,35.4805365714286
"97","2020-10-610",34.2246842857143,34.3184167142857,32.987912,34.0832275714286,34.279361,34.2845128571429,34.5374494285714,34.396514
"98","2020-10-608",25.968695,26.0798364285714,25.031732,26.0519291428571,26.0673501428571,26.144855,26.3878104285714,26.457367
"99","2020-10-118",24.7135488571429,24.6994417142857,24.3628434285714,25.4579567142857,25.7176757142857,25.3930782857143,25.3769568571429,26.1225465714286
"100","2020-10-103",23.037763,23.199849,22.7064205714286,23.6503411428571,24.1342871428571,23.963665,24.0891018571429,24.636296
"101","2020-10-117",21.3967592857143,21.761248,21.2974521428571,22.1195312857143,22.2537742857143,22.1428284285714,22.2654377142857,22.5467148571429
"102","2020-10-308",21.1623024285714,21.3471588571429,20.9382142857143,21.7270407142857,21.8852508571429,21.725253,21.8878832857143,22.3444147142857
"103","2020-10-102",25.9049048571429,25.92025,25.4318524285714,26.4310618571429,26.9447545714286,26.6773577142857,26.6908182857143,27.372263
"104","2020-10-602",32.0506317142857,32.7369435714286,32.0393784285714,31.8895024285714,33.4165808571429,34.1038315714286,34.8671791428571,34.5926371428571
"105","2020-10-408",26.2163905714286,26.0541821428571,25.6489144285714,26.7238608571429,27.3014137142857,26.928204,26.8828548571429,27.6783052857143
"106","2020-10-611",32.2264217142857,32.8785302857143,32.1185301428571,32.2627095714286,33.5984554285714,34.064328,34.4275765714286,34.133066
"107","2020-10-108",23.0624974285714,22.9414882857143,22.7355202857143,23.881432,23.6834035714286,23.2639201428571,23.1609737142857,24.0359268571429
"108","2020-10-607",30.3469412,30.6071997142857,29.5748659714286,30.4328979714286,30.5731168285714,30.6419788,30.8715507142857,30.9006098571429
"109","2020-10-203",26.5269562857143,26.3821824285714,25.8933104285714,27.0202037142857,27.7899012857143,27.4076865714286,27.3817327142857,28.2128791428571
"110","2020-10-215",31.9935184285714,32.1408632857143,32.231226,33.7335358571429,34.2683105714286,33.7217378571429,33.3477947142857,34.4222112857143
"111","2020-10-706",31.0808785714286,30.4060044285714,30.009292,31.6931167142857,31.1712024285714,30.6364087142857,30.4947128571429,31.6229367142857
"112","2020-10-401",21.1481928571429,20.8576624285714,20.5848342857143,22.2719198571429,22.6017514285714,22.0803198571429,21.906107,22.9688848571429
"113","2020-10-511",31.8438718571429,32.4457701428571,32.08299,31.1791271428571,33.1981482857143,33.7836051428571,33.8371337142857,34.0280708571429
"114","2020-10-304",25.4864142857143,25.3200434285714,25.2930555714286,26.4028488571429,25.7462748571429,25.2800985714286,25.2221407142857,26.0474322857143
"115","2020-10-510",31.4450141428571,31.5990971428571,31.5758774285714,32.7589002857143,33.1744877142857,32.7680632857143,32.662177,33.4171231428571
"116","2020-10-303",23.5703294285714,23.5316324285714,23.2507197142857,24.2945787142857,24.1644632857143,23.8055837142857,23.771696,24.5627801428571
"117","2020-10-120",23.6422271428571,24.0424838571429,23.3776282857143,24.2322701428571,24.8377768571429,24.8118402857143,24.9782531428571,25.297684
"118","2020-10-501",32.6834785714286,32.991521,33.1471712857143,33.901455,34.9141464285714,34.5098951428571,34.3221381428571,35.0110824285714
"119","2020-10-701",25.1002038571429,24.539378,24.4329287142857,25.9308657142857,25.0671312857143,24.4682575714286,24.1678085714286,25.4632737142857
"120","2020-10-214",31.7861325714286,31.9796974285714,32.3476765714286,33.8930785714286,34.2500248571429,33.594593,33.3368331428571,34.4283638571429
"121","2020-10-705",31.0728495714286,30.1024454285714,29.8399651428571,31.4297555714286,30.7866257142857,30.0946967142857,29.9455512857143,30.9609334285714
"122","2020-10-115",24.7135488571429,24.6994417142857,24.3628434285714,25.4579567142857,25.7176757142857,25.3930782857143,25.3769568571429,26.1225465714286
"123","2020-10-604",28.7953098571429,29.3518952857143,28.7027367142857,28.95631,30.6116454285714,30.8485032857143,31.2597825714286,31.5579335714286
"124","2020-10-107",27.6714331428571,27.907328,27.1071347142857,27.8865075714286,28.7713625714286,28.7384501428571,28.8555887142857,29.309167
"125","2020-10-114",23.8688835714286,23.6922455714286,23.4787748571429,24.7840604285714,24.9375971428571,24.5005342857143,24.3742937142857,25.2839075714286
"126","2020-10-509",30.7922331428571,31.3057232857143,30.9281364285714,30.2075078571429,32.3211105714286,32.8133248571429,32.7786994285714,33.0263137142857
"127","2020-10-206",25.8298954285714,25.8313035714286,25.2576037142857,26.422358,27.3159952857143,26.9798677142857,27.0213492857143,27.8718002857143
"128","2020-10-502",33.1439062857143,33.5560805714286,33.3370004285714,32.698489,34.8349761428571,35.0140914285714,34.8037865714286,35.2622748571429
"129","2020-10-307",21.5335784285714,21.2902338571429,21.1214197142857,22.5889807142857,22.2024125714286,21.6663047142857,21.4872511428571,22.5292682857143
"130","2020-10-209",32.1409471428571,32.7898402857143,31.9796782857143,32.0700105714286,33.4539385714286,33.9921182857143,34.5645567142857,34.364516
"131","2020-10-605",33.6777375714286,34.2390737142857,33.2619445714286,34.0804108571429,34.4092557142857,34.5066857142857,34.7792548571429,34.7572324285714
"132","2020-10-207",27.1516917142857,27.4300031428571,26.6856371428571,27.1243645714286,28.363197,28.4459078571429,28.8741582857143,29.2186798571429
"133","2020-10-302",22.765667,22.748004,22.6286441428571,23.5052921428571,23.2616382857143,22.9487955714286,23.0015195714286,23.5795061428571
"134","2020-10-609",33.4258418571429,34.1104798571429,33.1099934285714,33.777943,34.4270708571429,34.6971775714286,34.8205417142857,34.8368897142857
"135","2020-10-702",31.4805391428571,30.9698945714286,30.7743888571429,32.6149664285714,32.1913638571429,31.439308,31.2562318571429,32.3651204285714
"136","2020-10-208",24.0485862857143,23.790467,23.4165495714286,24.9181168571429,25.5078307142857,25.0006947142857,24.8585932857143,25.8692644285714
"137","2020-10-601",31.8054091428571,32.2289388571429,31.7717147142857,31.3859568571429,33.4138354285714,33.9984135714286,34.2970237142857,34.0073217142857
"138","2020-10-104",28.652031,29.2816621428571,28.3433552857143,28.8987522857143,29.8564994285714,30.1694874285714,30.3585968571429,30.3849754285714
"139","2020-10-119",27.6921371428571,28.0551548571429,27.3622955714286,28.0284377142857,28.0831018571429,28.1664794285714,28.3141505714286,28.3431341428571
"140","2020-10-606",32.4317512857143,33.0393288571429,32.43421,33.1280848571429,33.4483865714286,33.3972285714286,33.4989348571429,33.5709247142857
"141","2020-10-216",30.3952631428571,30.0602988571429,29.686423,31.6731058571429,31.6642205714286,31.055445,30.6786368571429,31.9629707142857
"142","2020-10-210",31.5340167142857,31.4276755714286,31.1908681428571,32.8791505714286,32.9633244285714,32.4316231428571,32.021971,33.2200514285714
"143","2020-10-406",23.8688835714286,23.6922455714286,23.4787748571429,24.7840604285714,24.9375971428571,24.5005342857143,24.3742937142857,25.2839075714286
"144","2020-10-101",25.9049048571429,25.92025,25.4318524285714,26.4310618571429,26.9447545714286,26.6773577142857,26.6908182857143,27.372263
"145","2020-10-204",29.5431262857143,30.0767024285714,29.2605905714286,29.3960972857143,30.9222715714286,31.382763,32.0744731428571,32.0329868571429
"146","2020-10-409",25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857,26.6980948571429
"147","2020-10-405",24.1842938571429,24.0119678571429,23.7348811428571,24.9762355714286,25.2881431428571,24.8706832857143,24.7694834285714,25.6454512857143
"148","2020-10-202",27.23634,27.3072894285714,26.7826457142857,28.1300708571429,29.2116768571429,28.8354137142857,28.7848922857143,29.7266751428571
"149","2020-10-109",26.24306,26.273842,25.7078414285714,26.6564218571429,27.3157258571429,27.082102,27.1125357142857,27.7554427142857
"150","2020-10-404",23.5090084285714,23.2872892857143,22.9616944285714,24.3518832857143,24.7926195714286,24.3351848571429,24.2163727142857,25.1600201428571
"151","2020-10-503",32.7182091428571,33.0228148571429,32.725102,32.1333034285714,34.4949134285714,34.6900802857143,34.3356738571429,34.2982765714286
"152","2020-10-403",25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857,26.6980948571429
"153","2020-10-410",31.6087258571429,31.2271362857143,30.7171804285714,32.6820577142857,32.297255,31.7147765714286,31.4134388571429,32.643568
"154","2020-10-212",23.3106767142857,23.1280577142857,22.703286,24.328371,25.0040108571429,24.493031,24.3646442857143,25.4269357142857
"155","2020-10-703",30.9094851428571,30.1925291428571,29.8232415714286,31.3601958571429,30.4977008571429,29.8892498571429,29.7181214285714,30.8520114285714
"156","2020-10-704",25.4845221428571,25.1315385714286,25.2274581428571,26.764142,25.6333422857143,25.1491724285714,24.9110661428571,26.0799007142857
"157","2020-10-105",26.6559151428571,27.1219681428571,26.5854631428571,27.4340552857143,27.7619395714286,27.6634915714286,27.7765948571429,28.0386248571429
"158","2020-10-113",25.3119488571429,25.2139882857143,24.8911677142857,26.003155,26.3319637142857,25.9682475714286,25.9101037142857,26.6980948571429
"159","2020-10-508",28.0713687142857,28.1469798571429,28.1010578571429,29.4547002857143,30.4503837142857,30.0572024285714,29.693302,30.747736
"160","2020-10-305",25.7607615714286,25.3632898571429,25.493389,27.0222604285714,26.1262597142857,25.571439,25.3692354285714,26.4543331428571
"161","2020-10-116",30.339453,31.0422005714286,30.1805788571429,30.4840442857143,31.8005974285714,32.2780338571429,32.6273338571429,32.4468805714286
"162","2020-10-213",31.9094957142857,32.0956012857143,32.1995367142857,33.3394922857143,34.1656604285714,33.7277828571429,33.5170932857143,34.2179418571429
"163","2020-10-111",22.2418115714286,22.0257044285714,21.8513331428571,23.229506,22.9535488571429,22.455473,22.2937874285714,23.2802285714286
"164","2020-10-211",24.6285131428571,24.5043685714286,24.0620268571429,25.758639,26.3711577142857,25.8552502857143,25.7170882857143,26.8034327142857
"165","2020-11-507",33.5101925714286,33.2035857142857,33.5837715714286,35.3454835714286,35.079636,34.8201412857143,35.5474155714286,36.0257887142857
"166","2020-11-112",27.4265145714286,26.513501,27.3106572857143,28.0544348571429,28.1891977142857,28.3018818571429,28.5777344285714,29.1230944285714
"167","2020-11-201",25.5230775714286,25.0986284285714,26.3287422857143,26.9871648571429,26.5593651428571,26.4812148571429,27.3612324285714,27.5332108571429
"168","2020-11-110",23.790409,23.2150861428571,24.1999345714286,24.8476237142857,24.6611628571429,24.7234687142857,25.3267528571429,25.6068791428571
"169","2020-11-306",20.7863802857143,20.6328055714286,21.9424962857143,21.4849104285714,20.9846691428571,20.8775002857143,21.8325488571429,21.8164004285714
"170","2020-11-106",23.6392284285714,22.8847415714286,23.731073,24.4644955714286,24.4956222857143,24.6659071428571,24.9994078571429,25.4483528571429
"171","2020-11-205",28.3623054285714,27.5736661428571,27.9015624285714,29.1458211428571,29.3437265714286,29.830056,30.01651,30.4974112857143
"172","2020-11-504",33.1718927142857,33.3215292857143,34.4509861428571,35.241644,34.7802088571429,34.5396025714286,35.5206805714286,35.9257434285714
"173","2020-11-402",23.2872892857143,22.9616944285714,24.3518832857143,24.7926195714286,24.3351848571429,24.2163727142857,25.1600201428571,25.3151971428571
"174","2020-11-407",26.7191212857143,26.2504795714286,27.2153794285714,27.8345188571429,27.5281698571429,27.5247331428571,28.2253814285714,28.4157955714286
"175","2020-11-603",30.3435168571429,29.2304457142857,29.9204845714286,30.0265154285714,30.107361,30.3390882857143,30.5488017142857,31.0452927142857
"176","2020-11-505",34.0937115714286,34.0549032857143,34.2263538571429,36.2922442857143,36.0545574285714,35.7677484285714,35.9736421428571,36.924534
"177","2020-11-301",24.0286982857143,23.6912491428571,24.5768454285714,24.4810538571429,24.2105652857143,24.287549,24.9229801428571,25.0778455714286
"178","2020-11-506",33.1749967142857,33.1671728571429,34.1663104285714,35.2198797142857,34.8057358571429,34.4908188571429,35.4805365714286,35.9128962857143
"179","2020-11-610",34.3184167142857,32.987912,34.0832275714286,34.279361,34.2845128571429,34.5374494285714,34.396514,34.9269497142857
"180","2020-11-608",26.0798364285714,25.031732,26.0519291428571,26.0673501428571,26.144855,26.3878104285714,26.457367,27.1414061428571
"181","2020-11-118",24.6994417142857,24.3628434285714,25.4579567142857,25.7176757142857,25.3930782857143,25.3769568571429,26.1225465714286,26.2543672857143
"182","2020-11-103",23.199849,22.7064205714286,23.6503411428571,24.1342871428571,23.963665,24.0891018571429,24.636296,24.8873814285714
"183","2020-11-117",21.761248,21.2974521428571,22.1195312857143,22.2537742857143,22.1428284285714,22.2654377142857,22.5467148571429,22.9169428571429
"184","2020-11-308",21.3471588571429,20.9382142857143,21.7270407142857,21.8852508571429,21.725253,21.8878832857143,22.3444147142857,22.6400244285714
"185","2020-11-102",25.92025,25.4318524285714,26.4310618571429,26.9447545714286,26.6773577142857,26.6908182857143,27.372263,27.5683232857143
"186","2020-11-602",32.7369435714286,32.0393784285714,31.8895024285714,33.4165808571429,34.1038315714286,34.8671791428571,34.5926371428571,35.6243712857143
"187","2020-11-408",26.0541821428571,25.6489144285714,26.7238608571429,27.3014137142857,26.928204,26.8828548571429,27.6783052857143,27.8962035714286
"188","2020-11-611",32.8785302857143,32.1185301428571,32.2627095714286,33.5984554285714,34.064328,34.4275765714286,34.133066,35.26685
"189","2020-11-108",22.9414882857143,22.7355202857143,23.881432,23.6834035714286,23.2639201428571,23.1609737142857,24.0359268571429,24.153614
"190","2020-11-607",30.6071997142857,29.5748659714286,30.4328979714286,30.5731168285714,30.6419788,30.8715507142857,30.9006098571429,31.3756363142857
"191","2020-11-203",26.3821824285714,25.8933104285714,27.0202037142857,27.7899012857143,27.4076865714286,27.3817327142857,28.2128791428571,28.4000972857143
"192","2020-11-215",32.1408632857143,32.231226,33.7335358571429,34.2683105714286,33.7217378571429,33.3477947142857,34.4222112857143,34.8515871428571
"193","2020-11-706",30.4060044285714,30.009292,31.6931167142857,31.1712024285714,30.6364087142857,30.4947128571429,31.6229367142857,31.2044585714286
"194","2020-11-401",20.8576624285714,20.5848342857143,22.2719198571429,22.6017514285714,22.0803198571429,21.906107,22.9688848571429,23.0783307142857
"195","2020-11-511",32.4457701428571,32.08299,31.1791271428571,33.1981482857143,33.7836051428571,33.8371337142857,34.0280708571429,34.8215208571429
"196","2020-11-304",25.3200434285714,25.2930555714286,26.4028488571429,25.7462748571429,25.2800985714286,25.2221407142857,26.0474322857143,25.9543325714286
