"","lst","fecha","ID"
"720",28.03,2020-09-29,206
"721",28.33,2020-10-07,206
"722",24.47,2020-10-15,206
"723",-273.15,2020-10-23,206
"724",-273.15,2020-10-31,206
"725",-273.15,2020-11-08,206
"726",-273.15,2020-11-16,206
"727",28.01,2020-11-24,206
"728",27.59,2020-12-02,206
"729",27.33,2020-12-10,206
"730",27.83,2020-12-18,206
"731",-273.15,2020-12-26,206
"732",28.61,2021-01-01,206
"733",28.71,2021-01-09,206
"734",29.41,2021-01-17,206
"735",28.7500000000001,2021-01-25,206
"736",30.77,2021-02-02,206
"737",30.73,2021-02-10,206
"738",33.5700000000001,2021-02-18,206
"739",29.79,2021-02-26,206
"740",32.73,2021-03-06,206
"741",33.41,2021-03-14,206
"742",32.71,2021-03-22,206
"743",34.33,2021-03-30,206
"744",34.47,2021-04-07,206
"745",28.0700000000001,2021-04-15,206
"746",30.65,2021-04-23,206
"747",28.11,2021-05-01,206
"748",27.81,2021-05-09,206
"749",31.41,2021-05-17,206
"750",29.73,2021-05-25,206
"751",29.35,2021-06-02,206
"752",28.37,2021-06-10,206
"753",29.23,2021-06-18,206
"754",-273.15,2021-06-26,206
"755",-273.15,2021-07-04,206
"756",30.35,2021-07-12,206
"757",25.31,2021-07-20,206
"758",17.67,2021-07-28,206
"759",-273.15,2021-08-05,206
"760",31.55,2021-08-13,206
"761",-273.15,2021-08-21,206
"762",31.33,2021-08-29,206
"763",-273.15,2021-09-06,206
"764",28.35,2021-09-14,206
"765",29.89,2021-09-22,206
"766",28.35,2021-09-30,206
"767",29.11,2021-10-08,206
"768",-273.15,2021-10-16,206
"769",-273.15,2021-10-24,206
"770",29.03,2021-11-01,206
"771",25.41,2021-11-09,206
"772",27.55,2021-11-17,206
"773",30.15,2021-11-25,206
"774",28.77,2021-12-03,206
"775",28.41,2021-12-11,206
"776",28.67,2021-12-19,206
"777",29.1900000000001,2021-12-27,206
"778",27.83,2022-01-01,206
"779",28.99,2022-01-09,206
"780",28.49,2022-01-17,206
"781",30.73,2022-01-25,206
"782",29.83,2022-02-02,206
"783",31.55,2022-02-10,206
"784",31.43,2022-02-18,206
"785",32.6300000000001,2022-02-26,206
"786",33.53,2022-03-06,206
"787",33.09,2022-03-14,206
"788",30.89,2022-03-22,206
"789",33.11,2022-03-30,206
"790",31.95,2022-04-07,206
"791",33.87,2022-04-15,206
"792",29.33,2022-04-23,206
"793",31.49,2022-05-01,206
"794",30.37,2022-05-09,206
"795",31.41,2022-05-17,206
"796",27.35,2022-05-25,206
"797",27.5700000000001,2022-06-02,206
"798",27.59,2022-06-10,206
"799",-273.15,2022-06-18,206
"800",24.73,2022-06-26,206
"801",27.01,2022-07-04,206
"802",26.61,2022-07-12,206
"803",28.5700000000001,2022-07-20,206
"804",28.85,2022-07-28,206
"805",-273.15,2022-08-05,206
"806",27.87,2022-08-13,206
"807",27.15,2022-08-21,206
"808",28.23,2022-08-29,206
"809",30.67,2022-09-06,206
"810",30.77,2022-09-14,206
"811",30.91,2022-09-22,206
"812",28.65,2022-09-30,206
"813",-273.15,2022-10-08,206
"814",29.17,2022-10-24,206
"815",-273.15,2022-11-01,206
"816",-273.15,2022-11-09,206
"817",27.61,2022-11-17,206
"818",27.7500000000001,2022-11-25,206
"819",26.97,2022-12-03,206
"820",26.81,2022-12-11,206
"821",25.95,2022-12-19,206
"822",26.79,2022-12-27,206
"823",34.61,2020-01-01,209
"824",36.51,2020-01-09,209
"825",37.97,2020-01-17,209
"826",37.7500000000001,2020-01-25,209
"827",38.37,2020-02-02,209
"828",38.15,2020-02-10,209
"829",40.91,2020-02-18,209
"830",43.17,2020-02-26,209
"831",41.97,2020-03-05,209
"832",44.35,2020-03-13,209
"833",42.03,2020-03-21,209
