"","tmin_mean","week_canton"
"116",26.3340361428571,"2022-12-507"
"117",25.9299451428571,"2022-13-507"
"118",26.7355465714286,"2022-14-507"
"119",25.592638,"2022-15-507"
"120",25.7645301428571,"2022-16-507"
"121",26.8498207142857,"2022-17-507"
"122",26.8040531428571,"2022-18-507"
"123",26.3428714285714,"2022-19-507"
"124",27.3305282857143,"2022-20-507"
"125",26.9369091428571,"2022-21-507"
"126",27.0143232857143,"2022-22-507"
"127",26.5481841428571,"2022-23-507"
"128",26.481068,"2022-24-507"
"129",26.0364281428571,"2022-25-507"
"130",26.6680637142857,"2022-26-507"
"131",26.4305851428571,"2022-27-507"
"132",26.2522241428571,"2022-28-507"
"133",26.8483578571429,"2022-29-507"
"134",25.8397785714286,"2022-30-507"
"135",26.6334577142857,"2022-31-507"
"136",26.349375,"2022-32-507"
"137",26.168188,"2022-33-507"
"138",26.2681762857143,"2022-34-507"
"139",26.0815787142857,"2022-35-507"
"140",25.9830077142857,"2022-36-507"
"141",26.2029755714286,"2022-37-507"
"142",25.8315832857143,"2022-38-507"
"143",26.2669388571429,"2022-39-507"
"144",25.9801144285714,"2022-40-507"
"145",25.870549,"2022-41-507"
"146",25.5434864285714,"2022-42-507"
"147",25.6653001428571,"2022-43-507"
"148",25.3404652857143,"2022-44-507"
"149",25.081072,"2022-45-507"
"150",25.4382644285714,"2022-46-507"
"151",25.1831478571429,"2022-47-507"
"152",25.1766772857143,"2022-48-507"
"153",24.3720047142857,"2022-49-507"
"154",24.4272364285714,"2022-50-507"
"155",24.4908021428571,"2022-51-507"
"156",23.9346518571429,"2022-52-507"
"157",23.8891395714286,"2023-1-507"
"158",24.3322042857143,"2023-2-507"
"159",23.3188814285714,"2023-3-507"
"160",24.8512094285714,"2023-4-507"
"161",25.2124834285714,"2023-5-507"
"162",26.0237115714286,"2023-6-507"
"163",25.9024684285714,"2023-7-507"
"164",25.5860208571429,"2023-8-507"
"165",24.3453097142857,"2023-9-507"
"166",26.6314157142857,"2023-10-507"
"167",26.2388637142857,"2023-11-507"
"168",25.7943735714286,"2023-12-507"
"169",25.9620545714286,"2023-13-507"
"170",25.9315301428571,"2023-14-507"
"171",25.2153065714286,"2023-15-507"
"172",24.8494157142857,"2023-16-507"
"173",25.7278265714286,"2023-17-507"
"174",26.8200848571429,"2023-18-507"
"175",25.3198178571429,"2023-19-507"
"176",26.455986,"2023-20-507"
"177",27.3102031428571,"2023-21-507"
"178",26.8913775714286,"2023-22-507"
"179",26.4523827142857,"2023-23-507"
"180",26.7124517142857,"2023-24-507"
"181",26.3317991428571,"2023-25-507"
"182",26.8041645714286,"2023-26-507"
"183",26.8453204285714,"2023-27-507"
"184",27.4915248571429,"2023-28-507"
"185",27.1963672857143,"2023-29-507"
"186",27.0164534285714,"2023-30-507"
"187",27.1650208571429,"2023-31-507"
"188",27.0555414285714,"2023-32-507"
"189",26.5903482857143,"2023-33-507"
"190",27.0402331428571,"2023-34-507"
"191",26.8626997142857,"2023-35-507"
"192",26.7271565714286,"2023-36-507"
"193",26.5125421428571,"2023-37-507"
"194",26.4917658571429,"2023-38-507"
"195",26.4523561428571,"2023-39-507"
"196",26.2793584285714,"2023-40-507"
"197",26.9144218571429,"2023-41-507"
"198",26.4845021428571,"2023-42-507"
"199",26.6645931428571,"2023-43-507"
"200",25.8814838571429,"2023-44-507"
"201",25.7871498571429,"2023-45-507"
"202",25.9293645714286,"2023-46-507"
"203",25.4796342857143,"2023-47-507"
"204",25.4868398571429,"2023-48-507"
"205",25.7870485714286,"2023-49-507"
"206",26.0923852857143,"2023-50-507"
"207",25.0720631428571,"2023-51-507"
"208",25.5589861428571,"2023-52-507"
"209",24.3237631428571,"2024-1-507"
"210",24.853995,"2024-2-507"
"211",25.4498875714286,"2024-3-507"
"212",25.3292505714286,"2024-4-507"
"213",25.4370157142857,"2024-5-507"
"214",24.5861505714286,"2024-6-507"
"215",26.4198388571429,"2024-7-507"
"216",25.3022052857143,"2024-8-507"
"217",25.2354158571429,"2024-9-507"
"218",25.2563548571429,"2024-10-507"
"219",27.3319625714286,"2024-11-507"
"220",26.4876772857143,"2024-12-507"
"221",26.6072257142857,"2024-13-507"
"222",25.7209884285714,"2024-14-507"
"223",27.6668891428571,"2024-15-507"
"224",25.1532042857143,"2024-16-507"
"225",26.5854667142857,"2024-17-507"
"226",25.4957591428571,"2024-18-507"
"227",26.7015825714286,"2024-19-507"
"228",27.3595918571429,"2024-20-507"
"229",26.7668615714286,"2024-21-507"
"230",27.2112522857143,"2024-22-507"
"231",26.7977228571429,"2024-23-507"
"232",27.3768027142857,"2024-24-507"
"233",27.0334955714286,"2024-25-507"
"234",26.7020738571429,"2024-26-507"
"235",26.8103027142857,"2024-27-507"
"236",27.0755974285714,"2024-28-507"
"237",27.3808577142857,"2024-29-507"
"238",26.8982851428571,"2024-30-507"
"239",26.8591548571429,"2024-31-507"
"240",26.9760608571429,"2024-32-507"
"241",26.7852898571429,"2024-33-507"
"242",26.8713232857143,"2024-34-507"
"243",26.7254601428571,"2024-35-507"
"244",26.8064651428571,"2024-36-507"
"245",26.4818355714286,"2024-37-507"
"246",26.7961108571429,"2024-38-507"
"247",26.8232808571429,"2024-39-507"
"248",26.0668978571429,"2024-40-507"
"249",26.345546,"2024-41-507"
"250",25.843366,"2024-42-507"
"251",26.3946662857143,"2024-43-507"
"252",25.717058,"2024-44-507"
"253",26.1238054285714,"2024-45-507"
"254",26.0810731428571,"2024-46-507"
"255",25.0253925714286,"2024-47-507"
"256",25.3522991428571,"2024-48-507"
"257",25.8803455714286,"2024-49-507"
"258",25.5579272857143,"2024-50-507"
"259",24.926111,"2024-51-507"
"260",25.6028661428571,"2024-52-507"
"261",25.1349024285714,"2025-1-507"
"262",24.962934,"2025-2-507"
"263",24.5125724285714,"2025-3-507"
"264",25.0837665714286,"2025-4-507"
"265",25.5616275714286,"2025-5-507"
"266",25.6738101428571,"2025-6-507"
"267",26.2065391428571,"2025-7-507"
"268",25.9971004285714,"2025-8-507"
"269",24.888944,"2025-9-507"
"270",24.9699022857143,"2025-10-507"
"271",25.5771794285714,"2025-11-507"
"272",25.9965928571429,"2025-12-507"
"273",26.4975881428571,"2025-13-507"
"274",25.6497235714286,"2025-14-507"
"275",26.2864798571429,"2025-15-507"
"276",26.9541335714286,"2025-16-507"
"277",25.7365478571429,"2025-17-507"
"278",27.1898288571429,"2025-18-507"
"279",26.0882702857143,"2025-19-507"
"280",26.9133458571429,"2025-20-507"
"281",27.0045367142857,"2025-21-507"
"282",26.6764698571429,"2025-22-507"
"283",26.8490524285714,"2025-23-507"
"284",26.7487887142857,"2025-24-507"
"285",26.5786217142857,"2025-25-507"
"286",26.2248397142857,"2025-26-507"
"287",26.4143392857143,"2025-27-507"
"288",26.2322414285714,"2025-28-507"
"289",26.8264782857143,"2025-29-507"
"290",26.6290005714286,"2025-30-507"
"291",26.6211831428571,"2025-31-507"
"292",25.9576237142857,"2025-32-507"
"293",25.72884,"2025-33-507"
"294",26.232674,"2025-34-507"
"295",26.4252337142857,"2025-35-507"
"296",26.2800064285714,"2025-36-507"
"297",26.1155341428571,"2025-37-507"
"298",26.0037751428571,"2025-38-507"
"299",26.3883821428571,"2025-39-507"
"300",25.646731,"2025-40-507"
"301",25.9172391428571,"2025-41-507"
"302",25.6229277142857,"2025-42-507"
"303",25.4199245714286,"2025-43-507"
"304",26.042034,"2025-44-507"
"305",24.820126,"2025-45-507"
"306",25.1343377142857,"2025-46-507"
"307",24.531974,"2025-47-507"
"308",25.1485517142857,"2025-48-507"
"309",24.8812467142857,"2025-49-507"
"310",24.7172987142857,"2025-50-507"
"311",24.3981894285714,"2025-51-507"
"312",24.2349961428571,"2025-52-507"
"313",20.0306984,"2020-1-112"
"314",20.3076345714286,"2020-2-112"
"315",21.3987042857143,"2020-3-112"
"316",20.450103,"2020-4-112"
"317",19.9826848571429,"2020-5-112"
"318",20.5721438571429,"2020-6-112"
"319",21.1622897142857,"2020-7-112"
"320",21.7160362857143,"2020-8-112"
"321",20.7671921428571,"2020-9-112"
"322",20.9749141428571,"2020-10-112"
"323",21.3487098571429,"2020-11-112"
"324",21.269527,"2020-12-112"
"325",21.1596878571429,"2020-13-112"
"326",21.1115222857143,"2020-14-112"
"327",22.9229042857143,"2020-15-112"
"328",21.6248315714286,"2020-16-112"
"329",21.7926234285714,"2020-17-112"
"330",22.712448,"2020-18-112"
"331",22.6741641428571,"2020-19-112"
"332",22.2623447142857,"2020-20-112"
"333",22.1581988571429,"2020-21-112"
"334",22.2746978571429,"2020-22-112"
"335",21.4194434285714,"2020-23-112"
"336",21.0055487142857,"2020-24-112"
"337",22.0379632857143,"2020-25-112"
"338",22.0536844285714,"2020-26-112"
"339",21.3772084285714,"2020-27-112"
"340",21.8230597142857,"2020-28-112"
"341",21.8688772857143,"2020-29-112"
"342",21.1905995714286,"2020-30-112"
"343",21.292686,"2020-31-112"
"344",21.8323812857143,"2020-32-112"
"345",21.909811,"2020-33-112"
"346",21.378368,"2020-34-112"
"347",21.0004591428571,"2020-35-112"
"348",20.7738552857143,"2020-36-112"
"349",21.0715737142857,"2020-37-112"
"350",20.6857252857143,"2020-38-112"
"351",21.1159112857143,"2020-39-112"
"352",20.355661,"2020-40-112"
"353",20.8831598571429,"2020-41-112"
"354",20.9370442857143,"2020-42-112"
"355",20.9676501428571,"2020-43-112"
"356",21.1462777142857,"2020-44-112"
"357",20.5599261428571,"2020-45-112"
"358",19.9691885714286,"2020-46-112"
"359",20.220252,"2020-47-112"
"360",20.1226894285714,"2020-48-112"
"361",20.3069028571429,"2020-49-112"
"362",19.5259807142857,"2020-50-112"
"363",19.1773354285714,"2020-51-112"
"364",19.6550744285714,"2020-52-112"
"365",19.1677314285714,"2021-1-112"
"366",20.40845,"2021-2-112"
"367",19.6571608571429,"2021-3-112"
"368",19.8965115714286,"2021-4-112"
"369",20.527708,"2021-5-112"
"370",20.1103641428571,"2021-6-112"
"371",20.2134567142857,"2021-7-112"
"372",20.7395384285714,"2021-8-112"
"373",19.9804097142857,"2021-9-112"
"374",20.7774584285714,"2021-10-112"
"375",20.4604638571429,"2021-11-112"
"376",20.7179198571429,"2021-12-112"
"377",22.1490572857143,"2021-13-112"
"378",21.5352948571429,"2021-14-112"
"379",22.536291,"2021-15-112"
"380",21.7390454285714,"2021-16-112"
"381",21.4959021428571,"2021-17-112"
"382",20.7936751428571,"2021-18-112"
"383",22.3503408571429,"2021-19-112"
"384",21.9486474285714,"2021-20-112"
"385",22.4330931428571,"2021-21-112"
"386",21.1738298571429,"2021-22-112"
"387",20.9307528571429,"2021-23-112"
"388",21.3627877142857,"2021-24-112"
"389",20.8845951428571,"2021-25-112"
"390",20.5811944285714,"2021-26-112"
"391",21.2141005714286,"2021-27-112"
"392",21.6929032857143,"2021-28-112"
"393",22.090235,"2021-29-112"
"394",21.1769714285714,"2021-30-112"
"395",21.527205,"2021-31-112"
"396",20.9033594285714,"2021-32-112"
"397",20.468657,"2021-33-112"
"398",21.3067595714286,"2021-34-112"
"399",20.9213618571429,"2021-35-112"
"400",20.7505138571429,"2021-36-112"
"401",20.8539104285714,"2021-37-112"
"402",20.8439132857143,"2021-38-112"
"403",20.4263494285714,"2021-39-112"
"404",21.1664154285714,"2021-40-112"
"405",20.781727,"2021-41-112"
"406",20.3216311428571,"2021-42-112"
"407",20.5688898571429,"2021-43-112"
"408",20.1105328571429,"2021-44-112"
"409",19.4590125714286,"2021-45-112"
"410",19.5492618571429,"2021-46-112"
"411",19.4699647142857,"2021-47-112"
"412",20.449071,"2021-48-112"
"413",19.5611805714286,"2021-49-112"
"414",20.0994678571429,"2021-50-112"
"415",19.4437167142857,"2021-51-112"
"416",18.7365207142857,"2021-52-112"
"417",19.3104971428571,"2022-1-112"
"418",18.7999055714286,"2022-2-112"
"419",19.8861627142857,"2022-3-112"
"420",18.6373882857143,"2022-4-112"
"421",18.8538234285714,"2022-5-112"
"422",19.9027117142857,"2022-6-112"
"423",20.5895014285714,"2022-7-112"
"424",19.7100342857143,"2022-8-112"
"425",20.6526221428571,"2022-9-112"
"426",20.0183885714286,"2022-10-112"
"427",21.2767657142857,"2022-11-112"
"428",21.1751715714286,"2022-12-112"
"429",21.5500511428571,"2022-13-112"
"430",22.1157761428571,"2022-14-112"
"431",21.999781,"2022-15-112"
"432",20.9235948571429,"2022-16-112"
"433",21.898427,"2022-17-112"
"434",21.6033077142857,"2022-18-112"
"435",21.5154744285714,"2022-19-112"
"436",21.8387425714286,"2022-20-112"
"437",21.5335577142857,"2022-21-112"
"438",21.2364707142857,"2022-22-112"
"439",21.2192448571429,"2022-23-112"
"440",20.964248,"2022-24-112"
"441",21.0427397142857,"2022-25-112"
"442",21.6685015714286,"2022-26-112"
"443",21.2722768571429,"2022-27-112"
"444",21.2323947142857,"2022-28-112"
"445",21.7611711428571,"2022-29-112"
"446",20.4943112857143,"2022-30-112"
"447",21.5205578571429,"2022-31-112"
"448",21.4007997142857,"2022-32-112"
"449",21.2190531428571,"2022-33-112"
"450",20.704013,"2022-34-112"
"451",20.7830057142857,"2022-35-112"
"452",20.7694761428571,"2022-36-112"
"453",20.8806882857143,"2022-37-112"
"454",20.6366488571429,"2022-38-112"
"455",20.9845615714286,"2022-39-112"
"456",21.2517545714286,"2022-40-112"
"457",20.6002117142857,"2022-41-112"
"458",20.633026,"2022-42-112"
"459",20.8996978571429,"2022-43-112"
"460",19.8240845714286,"2022-44-112"
"461",20.1348711428571,"2022-45-112"
"462",20.3733975714286,"2022-46-112"
"463",19.947349,"2022-47-112"
"464",19.9495462857143,"2022-48-112"
"465",19.0203505714286,"2022-49-112"
"466",19.4710108571429,"2022-50-112"
"467",19.48669,"2022-51-112"
"468",18.9558735714286,"2022-52-112"
"469",19.2590717142857,"2023-1-112"
"470",19.5547552857143,"2023-2-112"
"471",19.0327451428571,"2023-3-112"
"472",20.3079881428571,"2023-4-112"
"473",20.2700997142857,"2023-5-112"
"474",21.1655308571429,"2023-6-112"
"475",20.8307095714286,"2023-7-112"
"476",20.5570325714286,"2023-8-112"
"477",20.3161221428571,"2023-9-112"
"478",21.6458901428571,"2023-10-112"
"479",20.3617997142857,"2023-11-112"
"480",20.4633155714286,"2023-12-112"
"481",20.9205502857143,"2023-13-112"
"482",22.0768571428571,"2023-14-112"
"483",21.4863568571429,"2023-15-112"
"484",21.3899894285714,"2023-16-112"
"485",21.2339248571429,"2023-17-112"
"486",22.5693242857143,"2023-18-112"
"487",21.8483471428571,"2023-19-112"
"488",22.6332238571429,"2023-20-112"
"489",21.9927804285714,"2023-21-112"
"490",21.815813,"2023-22-112"
"491",20.899819,"2023-23-112"
"492",21.6543117142857,"2023-24-112"
"493",21.6365397142857,"2023-25-112"
"494",21.9268912857143,"2023-26-112"
"495",21.6407522857143,"2023-27-112"
"496",22.8993961428571,"2023-28-112"
"497",22.7725088571429,"2023-29-112"
"498",22.4443032857143,"2023-30-112"
"499",22.495651,"2023-31-112"
"500",22.0719591428571,"2023-32-112"
"501",21.7018044285714,"2023-33-112"
"502",21.8080322857143,"2023-34-112"
"503",22.1334091428571,"2023-35-112"
"504",21.7967291428571,"2023-36-112"
"505",21.6945721428571,"2023-37-112"
"506",21.7547878571429,"2023-38-112"
"507",21.4665108571429,"2023-39-112"
"508",21.450532,"2023-40-112"
"509",21.583665,"2023-41-112"
"510",21.3419358571429,"2023-42-112"
"511",21.4608284285714,"2023-43-112"
"512",20.8155328571429,"2023-44-112"
"513",21.001929,"2023-45-112"
"514",21.2008955714286,"2023-46-112"
"515",20.6128534285714,"2023-47-112"
"516",20.593579,"2023-48-112"
"517",21.001217,"2023-49-112"
"518",21.6041478571429,"2023-50-112"
"519",20.5230132857143,"2023-51-112"
"520",20.4061298571429,"2023-52-112"
"521",19.7711794285714,"2024-1-112"
"522",20.0400661428571,"2024-2-112"
"523",20.6612591428571,"2024-3-112"
"524",20.9614508571429,"2024-4-112"
"525",20.658829,"2024-5-112"
"526",20.266569,"2024-6-112"
"527",21.6314335714286,"2024-7-112"
"528",21.262284,"2024-8-112"
"529",20.5241084285714,"2024-9-112"
"530",21.1042505714286,"2024-10-112"
"531",22.6888038571429,"2024-11-112"
"532",21.7281584285714,"2024-12-112"
"533",21.0576494285714,"2024-13-112"
"534",21.4297844285714,"2024-14-112"
"535",23.0787984285714,"2024-15-112"
"536",21.2882875714286,"2024-16-112"
"537",22.6590207142857,"2024-17-112"
"538",21.5797174285714,"2024-18-112"
"539",22.4612417142857,"2024-19-112"
"540",22.4714301428571,"2024-20-112"
"541",22.1734551428571,"2024-21-112"
"542",22.3781048571429,"2024-22-112"
"543",21.7480998571429,"2024-23-112"
"544",21.7790565714286,"2024-24-112"
"545",21.7774361428571,"2024-25-112"
"546",21.3054514285714,"2024-26-112"
"547",21.5457421428571,"2024-27-112"
"548",22.0708208571429,"2024-28-112"
"549",22.5561485714286,"2024-29-112"
"550",22.1158584285714,"2024-30-112"
"551",21.9267704285714,"2024-31-112"
"552",21.9267985714286,"2024-32-112"
"553",21.7251027142857,"2024-33-112"
"554",21.8150305714286,"2024-34-112"
"555",21.7077667142857,"2024-35-112"
"556",21.5921091428571,"2024-36-112"
"557",21.6757297142857,"2024-37-112"
"558",21.8176105714286,"2024-38-112"
"559",21.3573762857143,"2024-39-112"
"560",21.019415,"2024-40-112"
"561",20.9266248571429,"2024-41-112"
"562",20.9952394285714,"2024-42-112"
"563",21.3942864285714,"2024-43-112"
"564",20.9892652857143,"2024-44-112"
"565",20.8146945714286,"2024-45-112"
"566",20.6042872857143,"2024-46-112"
"567",20.0148371428571,"2024-47-112"
"568",20.6375935714286,"2024-48-112"
"569",20.7317545714286,"2024-49-112"
"570",20.0892474285714,"2024-50-112"
"571",19.7070768571429,"2024-51-112"
"572",20.3053712857143,"2024-52-112"
"573",19.9603704285714,"2025-1-112"
"574",20.3569241428571,"2025-2-112"
"575",19.7398224285714,"2025-3-112"
"576",19.695812,"2025-4-112"
"577",20.4291105714286,"2025-5-112"
"578",20.5300688571429,"2025-6-112"
"579",21.2308082857143,"2025-7-112"
"580",20.905792,"2025-8-112"
"581",20.8189518571429,"2025-9-112"
"582",20.2915877142857,"2025-10-112"
"583",20.7873044285714,"2025-11-112"
"584",20.7643148571429,"2025-12-112"
"585",21.7697242857143,"2025-13-112"
"586",21.5513445714286,"2025-14-112"
"587",21.5686798571429,"2025-15-112"
"588",22.5170821428571,"2025-16-112"
"589",21.9823471428571,"2025-17-112"
"590",22.1430221428571,"2025-18-112"
"591",21.4948548571429,"2025-19-112"
"592",21.7503287142857,"2025-20-112"
"593",22.1833977142857,"2025-21-112"
"594",22.0576612857143,"2025-22-112"
"595",21.6194691428571,"2025-23-112"
"596",21.383102,"2025-24-112"
"597",21.7645184285714,"2025-25-112"
"598",21.1227761428571,"2025-26-112"
"599",21.5553278571429,"2025-27-112"
"600",21.3016998571429,"2025-28-112"
"601",22.397062,"2025-29-112"
"602",21.778481,"2025-30-112"
"603",21.9914454285714,"2025-31-112"
"604",20.5740107142857,"2025-32-112"
"605",20.4663554285714,"2025-33-112"
"606",20.8345635714286,"2025-34-112"
"607",21.429802,"2025-35-112"
"608",21.1043365714286,"2025-36-112"
"609",21.2946461428571,"2025-37-112"
"610",20.7401292857143,"2025-38-112"
"611",21.0867597142857,"2025-39-112"
"612",20.2486538571429,"2025-40-112"
"613",20.2783417142857,"2025-41-112"
"614",20.2342348571429,"2025-42-112"
"615",20.4453075714286,"2025-43-112"
"616",21.0694481428571,"2025-44-112"
"617",19.7045427142857,"2025-45-112"
"618",20.1973387142857,"2025-46-112"
"619",19.4397691428571,"2025-47-112"
"620",20.1616915714286,"2025-48-112"
"621",19.4042762857143,"2025-49-112"
"622",19.4959854285714,"2025-50-112"
"623",19.230791,"2025-51-112"
"624",18.8294955714286,"2025-52-112"
"625",18.1990866,"2020-1-201"
"626",19.1357101428571,"2020-2-201"
"627",20.086201,"2020-3-201"
"628",18.6714608571429,"2020-4-201"
"629",18.4838324285714,"2020-5-201"
"630",18.3523382857143,"2020-6-201"
"631",19.419128,"2020-7-201"
"632",19.7957075714286,"2020-8-201"
"633",18.8558397142857,"2020-9-201"
"634",18.9012875714286,"2020-10-201"
"635",19.2393795714286,"2020-11-201"
"636",19.1236094285714,"2020-12-201"
"637",18.4137768571429,"2020-13-201"
"638",18.0664661428571,"2020-14-201"
"639",20.088688,"2020-15-201"
"640",18.9853082857143,"2020-16-201"
"641",19.3918118571429,"2020-17-201"
"642",20.8012458571429,"2020-18-201"
"643",20.8120672857143,"2020-19-201"
"644",20.496627,"2020-20-201"
"645",20.4382161428571,"2020-21-201"
"646",20.7732215714286,"2020-22-201"
"647",20.0746882857143,"2020-23-201"
"648",19.5140921428571,"2020-24-201"
"649",20.5220448571429,"2020-25-201"
"650",20.5419531428571,"2020-26-201"
"651",19.7770165714286,"2020-27-201"
"652",20.130051,"2020-28-201"
"653",20.2521021428571,"2020-29-201"
"654",19.6766004285714,"2020-30-201"
"655",19.6621394285714,"2020-31-201"
"656",20.1431887142857,"2020-32-201"
"657",20.0429414285714,"2020-33-201"
"658",19.6239191428571,"2020-34-201"
"659",19.3747191428571,"2020-35-201"
"660",19.1428847142857,"2020-36-201"
"661",19.521197,"2020-37-201"
"662",19.2455815714286,"2020-38-201"
"663",19.3482661428571,"2020-39-201"
"664",18.8784655714286,"2020-40-201"
"665",19.4330692857143,"2020-41-201"
"666",19.8182515714286,"2020-42-201"
"667",19.5473145714286,"2020-43-201"
"668",19.8353814285714,"2020-44-201"
"669",19.4325888571429,"2020-45-201"
"670",18.865627,"2020-46-201"
"671",19.0663897142857,"2020-47-201"
"672",18.6867781428571,"2020-48-201"
"673",18.8767292857143,"2020-49-201"
"674",18.2489557142857,"2020-50-201"
"675",17.6217574285714,"2020-51-201"
"676",18.0066435714286,"2020-52-201"
"677",17.3958795714286,"2021-1-201"
"678",18.4782568571429,"2021-2-201"
"679",18.00283,"2021-3-201"
"680",17.812643,"2021-4-201"
"681",18.8301532857143,"2021-5-201"
"682",17.9386385714286,"2021-6-201"
"683",18.024056,"2021-7-201"
"684",19.0717798571429,"2021-8-201"
"685",17.772673,"2021-9-201"
"686",18.8972621428571,"2021-10-201"
"687",18.5074381428571,"2021-11-201"
"688",18.7292327142857,"2021-12-201"
"689",20.7450375714286,"2021-13-201"
"690",19.4018395714286,"2021-14-201"
"691",20.7074297142857,"2021-15-201"
"692",20.0065208571429,"2021-16-201"
"693",19.3607154285714,"2021-17-201"
"694",18.9387725714286,"2021-18-201"
"695",20.6571374285714,"2021-19-201"
"696",20.0500601428571,"2021-20-201"
"697",20.781138,"2021-21-201"
"698",19.3701438571429,"2021-22-201"
"699",19.3495144285714,"2021-23-201"
"700",20.1271298571429,"2021-24-201"
"701",19.3761024285714,"2021-25-201"
"702",19.198915,"2021-26-201"
"703",19.6473827142857,"2021-27-201"
"704",20.0543318571429,"2021-28-201"
"705",20.4537,"2021-29-201"
"706",19.793574,"2021-30-201"
"707",19.7129987142857,"2021-31-201"
"708",19.0326421428571,"2021-32-201"
"709",18.9810894285714,"2021-33-201"
"710",19.6227358571429,"2021-34-201"
"711",19.5929138571429,"2021-35-201"
"712",19.1535388571429,"2021-36-201"
"713",19.424874,"2021-37-201"
