"","tmax_mean","week_canton"
"82",33.2172477142857,"2021-30-507"
"83",33.0181511428571,"2021-31-507"
"84",33.1065777142857,"2021-32-507"
"85",32.6973545714286,"2021-33-507"
"86",32.158343,"2021-34-507"
"87",32.4342264285714,"2021-35-507"
"88",32.1516592857143,"2021-36-507"
"89",33.2786192857143,"2021-37-507"
"90",32.9666197142857,"2021-38-507"
"91",32.910664,"2021-39-507"
"92",33.1182897142857,"2021-40-507"
"93",32.7971638571429,"2021-41-507"
"94",32.3977388571429,"2021-42-507"
"95",32.0431978571429,"2021-43-507"
"96",31.0952947142857,"2021-44-507"
"97",31.6646898571429,"2021-45-507"
"98",32.0910435714286,"2021-46-507"
"99",31.6085251428571,"2021-47-507"
"100",31.566243,"2021-48-507"
"101",32.916018,"2021-49-507"
"102",32.9679222857143,"2021-50-507"
"103",32.7672977142857,"2021-51-507"
"104",33.9183871428571,"2021-52-507"
"105",33.3049328571429,"2022-1-507"
"106",33.1989161428571,"2022-2-507"
"107",33.3516921428571,"2022-3-507"
"108",33.1588941428571,"2022-4-507"
"109",34.32049,"2022-5-507"
"110",34.6121154285714,"2022-6-507"
"111",34.605478,"2022-7-507"
"112",34.5988247142857,"2022-8-507"
"113",34.9893134285714,"2022-9-507"
"114",36.1119544285714,"2022-10-507"
"115",36.0734382857143,"2022-11-507"
"116",35.83074,"2022-12-507"
"117",36.1384762857143,"2022-13-507"
"118",35.5621631428571,"2022-14-507"
"119",36.0404445714286,"2022-15-507"
"120",35.4681652857143,"2022-16-507"
"121",34.6357398571429,"2022-17-507"
"122",34.0308732857143,"2022-18-507"
"123",34.1625825714286,"2022-19-507"
"124",33.3770544285714,"2022-20-507"
"125",33.4603944285714,"2022-21-507"
"126",32.1505665714286,"2022-22-507"
"127",31.7979264285714,"2022-23-507"
"128",31.5399452857143,"2022-24-507"
"129",32.3938061428571,"2022-25-507"
"130",32.035068,"2022-26-507"
"131",32.9420204285714,"2022-27-507"
"132",33.1162722857143,"2022-28-507"
"133",32.8844817142857,"2022-29-507"
"134",33.052839,"2022-30-507"
"135",32.532798,"2022-31-507"
"136",33.1494545714286,"2022-32-507"
"137",33.4872494285714,"2022-33-507"
"138",32.6442355714286,"2022-34-507"
"139",32.6880672857143,"2022-35-507"
"140",32.6990152857143,"2022-36-507"
"141",31.9854852857143,"2022-37-507"
"142",32.0820018571429,"2022-38-507"
"143",31.8293997142857,"2022-39-507"
"144",32.4522122857143,"2022-40-507"
"145",32.4482291428571,"2022-41-507"
"146",32.8837312857143,"2022-42-507"
"147",32.9444395714286,"2022-43-507"
"148",30.5810005714286,"2022-44-507"
"149",31.0354221428571,"2022-45-507"
"150",31.720151,"2022-46-507"
"151",30.919162,"2022-47-507"
"152",31.5990535714286,"2022-48-507"
"153",31.9793787142857,"2022-49-507"
"154",32.6519412857143,"2022-50-507"
"155",32.292124,"2022-51-507"
"156",32.8248541428571,"2022-52-507"
"157",32.5724584285714,"2023-1-507"
"158",32.2688582857143,"2023-2-507"
"159",33.0968228571429,"2023-3-507"
"160",33.0550318571429,"2023-4-507"
"161",33.6485578571429,"2023-5-507"
"162",34.6403148571429,"2023-6-507"
"163",34.3958325714286,"2023-7-507"
"164",34.2518527142857,"2023-8-507"
"165",35.8966745714286,"2023-9-507"
"166",35.0023828571429,"2023-10-507"
"167",34.899007,"2023-11-507"
"168",35.4622941428571,"2023-12-507"
"169",35.1871562857143,"2023-13-507"
"170",35.2630461428571,"2023-14-507"
"171",35.7238465714286,"2023-15-507"
"172",36.1476117142857,"2023-16-507"
"173",35.8790455714286,"2023-17-507"
"174",35.420003,"2023-18-507"
"175",36.1853444285714,"2023-19-507"
"176",35.9426411428571,"2023-20-507"
"177",34.3206401428571,"2023-21-507"
"178",33.6053357142857,"2023-22-507"
"179",33.2275904285714,"2023-23-507"
"180",33.6267191428571,"2023-24-507"
"181",33.6099398571429,"2023-25-507"
"182",33.5604037142857,"2023-26-507"
"183",33.5490251428571,"2023-27-507"
"184",33.596658,"2023-28-507"
"185",34.228463,"2023-29-507"
"186",33.9452864285714,"2023-30-507"
"187",34.0061285714286,"2023-31-507"
"188",33.8423765714286,"2023-32-507"
"189",33.847489,"2023-33-507"
"190",32.7348131428571,"2023-34-507"
"191",34.0673071428571,"2023-35-507"
"192",33.6627688571429,"2023-36-507"
"193",33.7516302857143,"2023-37-507"
"194",34.00038,"2023-38-507"
"195",33.6029734285714,"2023-39-507"
"196",33.3776252857143,"2023-40-507"
"197",32.8435642857143,"2023-41-507"
"198",32.7873017142857,"2023-42-507"
"199",31.8545868571429,"2023-43-507"
"200",31.312148,"2023-44-507"
"201",32.363557,"2023-45-507"
"202",31.9749445714286,"2023-46-507"
"203",32.0396235714286,"2023-47-507"
"204",32.6723827142857,"2023-48-507"
"205",33.2856442857143,"2023-49-507"
"206",33.7503611428571,"2023-50-507"
"207",32.351451,"2023-51-507"
"208",33.0992175714286,"2023-52-507"
"209",33.4239784285714,"2024-1-507"
"210",34.168679,"2024-2-507"
"211",34.0162595714286,"2024-3-507"
"212",34.328932,"2024-4-507"
"213",33.5588505714286,"2024-5-507"
"214",34.5773695714286,"2024-6-507"
"215",35.6406028571429,"2024-7-507"
"216",34.4571691428571,"2024-8-507"
"217",35.8308527142857,"2024-9-507"
"218",37.372971,"2024-10-507"
"219",36.9843847142857,"2024-11-507"
"220",37.7498407142857,"2024-12-507"
"221",36.7561984285714,"2024-13-507"
"222",36.253128,"2024-14-507"
"223",36.181882,"2024-15-507"
"224",36.7628712857143,"2024-16-507"
"225",36.4861448571429,"2024-17-507"
"226",35.9467437142857,"2024-18-507"
"227",35.3038341428571,"2024-19-507"
"228",34.4627894285714,"2024-20-507"
"229",34.9845955714286,"2024-21-507"
"230",34.1894367142857,"2024-22-507"
"231",33.1114388571429,"2024-23-507"
"232",31.900968,"2024-24-507"
"233",32.4807085714286,"2024-25-507"
"234",32.0198188571429,"2024-26-507"
"235",32.6950117142857,"2024-27-507"
"236",33.2778418571429,"2024-28-507"
"237",33.088935,"2024-29-507"
"238",33.2855314285714,"2024-30-507"
"239",33.4186552857143,"2024-31-507"
"240",33.2218274285714,"2024-32-507"
"241",33.3150052857143,"2024-33-507"
"242",33.040369,"2024-34-507"
"243",33.4985181428571,"2024-35-507"
"244",32.8613315714286,"2024-36-507"
"245",33.6202721428571,"2024-37-507"
"246",32.6228975714286,"2024-38-507"
"247",31.6532937142857,"2024-39-507"
"248",32.2149772857143,"2024-40-507"
"249",31.7532038571429,"2024-41-507"
"250",32.8969152857143,"2024-42-507"
"251",33.0202374285714,"2024-43-507"
"252",32.4326911428571,"2024-44-507"
"253",30.0052705714286,"2024-45-507"
"254",28.8842345714286,"2024-46-507"
"255",30.890387,"2024-47-507"
"256",31.5673782857143,"2024-48-507"
"257",31.5586295714286,"2024-49-507"
"258",32.5527998571429,"2024-50-507"
"259",32.2770892857143,"2024-51-507"
"260",31.4352027142857,"2024-52-507"
"261",31.6412631428571,"2025-1-507"
"262",32.2449994285714,"2025-2-507"
"263",32.5269594285714,"2025-3-507"
"264",32.8268387142857,"2025-4-507"
"265",34.0427635714286,"2025-5-507"
"266",34.928475,"2025-6-507"
"267",34.8535071428571,"2025-7-507"
"268",35.2990328571429,"2025-8-507"
"269",36.1561692857143,"2025-9-507"
"270",37.1740872857143,"2025-10-507"
"271",36.891972,"2025-11-507"
"272",36.784365,"2025-12-507"
"273",36.5416201428571,"2025-13-507"
"274",36.4526238571429,"2025-14-507"
"275",35.629284,"2025-15-507"
"276",35.8648834285714,"2025-16-507"
"277",35.9698547142857,"2025-17-507"
"278",34.8170868571429,"2025-18-507"
"279",35.0871411428571,"2025-19-507"
"280",34.4856505714286,"2025-20-507"
"281",34.4410295714286,"2025-21-507"
"282",34.556113,"2025-22-507"
"283",32.8530238571429,"2025-23-507"
"284",32.4883562857143,"2025-24-507"
"285",32.9922441428571,"2025-25-507"
"286",32.7610684285714,"2025-26-507"
"287",33.127064,"2025-27-507"
"288",33.6359802857143,"2025-28-507"
"289",34.2309668571429,"2025-29-507"
"290",33.7618004285714,"2025-30-507"
"291",33.9810984285714,"2025-31-507"
"292",33.9451244285714,"2025-32-507"
"293",34.3644862857143,"2025-33-507"
"294",33.6666868571429,"2025-34-507"
"295",33.8552962857143,"2025-35-507"
"296",32.8005794285714,"2025-36-507"
"297",33.6609441428571,"2025-37-507"
"298",32.9317925714286,"2025-38-507"
"299",32.9511218571429,"2025-39-507"
"300",32.3772608571429,"2025-40-507"
"301",31.523026,"2025-41-507"
"302",32.0178687142857,"2025-42-507"
"303",32.7230905714286,"2025-43-507"
"304",31.9272918571429,"2025-44-507"
"305",32.3651438571429,"2025-45-507"
"306",31.6920421428571,"2025-46-507"
"307",32.3297908571429,"2025-47-507"
"308",32.1788255714286,"2025-48-507"
"309",32.5253247142857,"2025-49-507"
"310",32.8384451428571,"2025-50-507"
"311",33.0130274285714,"2025-51-507"
"312",33.2342024285714,"2025-52-507"
"313",26.8383826,"2020-1-112"
"314",26.9443092857143,"2020-2-112"
"315",27.4265145714286,"2020-3-112"
"316",26.513501,"2020-4-112"
"317",27.3106572857143,"2020-5-112"
"318",28.0544348571429,"2020-6-112"
"319",28.1891977142857,"2020-7-112"
"320",28.3018818571429,"2020-8-112"
"321",28.5777344285714,"2020-9-112"
"322",29.1230944285714,"2020-10-112"
"323",28.8053008571429,"2020-11-112"
"324",28.6394655714286,"2020-12-112"
"325",28.5384502857143,"2020-13-112"
"326",28.7146892857143,"2020-14-112"
"327",28.8558131428571,"2020-15-112"
"328",28.4082745714286,"2020-16-112"
"329",28.198612,"2020-17-112"
"330",27.3956011428571,"2020-18-112"
"331",27.8740278571429,"2020-19-112"
"332",27.9058778571429,"2020-20-112"
"333",28.5753958571429,"2020-21-112"
"334",27.675036,"2020-22-112"
"335",27.1531555714286,"2020-23-112"
"336",27.1511872857143,"2020-24-112"
"337",26.9443918571429,"2020-25-112"
"338",27.1722847142857,"2020-26-112"
"339",27.4021108571429,"2020-27-112"
"340",26.7539724285714,"2020-28-112"
"341",27.1487014285714,"2020-29-112"
"342",26.9823694285714,"2020-30-112"
"343",28.2426545714286,"2020-31-112"
"344",27.593533,"2020-32-112"
"345",26.6857244285714,"2020-33-112"
"346",26.430771,"2020-34-112"
"347",26.9455971428571,"2020-35-112"
"348",27.105128,"2020-36-112"
"349",26.9516092857143,"2020-37-112"
"350",27.0012768571429,"2020-38-112"
"351",26.8056132857143,"2020-39-112"
"352",26.9459145714286,"2020-40-112"
"353",27.131516,"2020-41-112"
"354",27.0427527142857,"2020-42-112"
"355",26.474517,"2020-43-112"
"356",26.2696387142857,"2020-44-112"
"357",23.8600665714286,"2020-45-112"
"358",25.692128,"2020-46-112"
"359",25.0448457142857,"2020-47-112"
"360",26.02039,"2020-48-112"
"361",26.1713261428571,"2020-49-112"
"362",26.0385797142857,"2020-50-112"
"363",26.2576445714286,"2020-51-112"
"364",26.2531624285714,"2020-52-112"
"365",26.3154584285714,"2021-1-112"
"366",26.153938,"2021-2-112"
"367",26.2814634285714,"2021-3-112"
"368",26.5609968571429,"2021-4-112"
"369",28.0123098571429,"2021-5-112"
"370",27.851723,"2021-6-112"
"371",27.2688892857143,"2021-7-112"
"372",27.3468468571429,"2021-8-112"
"373",27.8653932857143,"2021-9-112"
"374",27.8921741428571,"2021-10-112"
"375",27.485933,"2021-11-112"
"376",27.6195442857143,"2021-12-112"
"377",27.8790335714286,"2021-13-112"
"378",28.0949872857143,"2021-14-112"
"379",27.9256388571429,"2021-15-112"
"380",28.0634385714286,"2021-16-112"
"381",27.5394072857143,"2021-17-112"
"382",26.9173414285714,"2021-18-112"
"383",26.863751,"2021-19-112"
"384",27.4684708571429,"2021-20-112"
"385",27.0078001428571,"2021-21-112"
"386",27.0991752857143,"2021-22-112"
"387",27.0410087142857,"2021-23-112"
"388",27.0091802857143,"2021-24-112"
"389",26.8433572857143,"2021-25-112"
"390",26.8741587142857,"2021-26-112"
"391",27.1846598571429,"2021-27-112"
"392",27.2496352857143,"2021-28-112"
"393",26.7382191428571,"2021-29-112"
"394",27.2983877142857,"2021-30-112"
"395",26.8464057142857,"2021-31-112"
"396",26.7301461428571,"2021-32-112"
"397",27.0825792857143,"2021-33-112"
"398",26.3604834285714,"2021-34-112"
"399",26.8963244285714,"2021-35-112"
"400",26.9253797142857,"2021-36-112"
"401",27.4973081428571,"2021-37-112"
"402",26.935152,"2021-38-112"
"403",27.1677741428571,"2021-39-112"
"404",27.313523,"2021-40-112"
"405",26.3512894285714,"2021-41-112"
"406",26.5250614285714,"2021-42-112"
"407",26.6252427142857,"2021-43-112"
"408",25.7437771428571,"2021-44-112"
"409",25.7825771428571,"2021-45-112"
"410",26.0445492857143,"2021-46-112"
"411",25.170365,"2021-47-112"
"412",25.1848715714286,"2021-48-112"
"413",25.7623174285714,"2021-49-112"
"414",25.0267401428571,"2021-50-112"
"415",24.9900685714286,"2021-51-112"
"416",26.4472532857143,"2021-52-112"
"417",26.2550554285714,"2022-1-112"
"418",26.1199127142857,"2022-2-112"
"419",26.4351738571429,"2022-3-112"
"420",26.3786474285714,"2022-4-112"
"421",26.8661521428571,"2022-5-112"
"422",26.8189321428571,"2022-6-112"
"423",27.1892285714286,"2022-7-112"
"424",27.1165764285714,"2022-8-112"
"425",27.3940072857143,"2022-9-112"
"426",28.0285898571429,"2022-10-112"
"427",27.8109625714286,"2022-11-112"
"428",27.9744052857143,"2022-12-112"
"429",28.1513912857143,"2022-13-112"
"430",27.843786,"2022-14-112"
"431",28.0876671428571,"2022-15-112"
"432",27.9332381428571,"2022-16-112"
"433",27.9183247142857,"2022-17-112"
"434",27.8285141428571,"2022-18-112"
"435",27.7987864285714,"2022-19-112"
"436",26.8860927142857,"2022-20-112"
"437",27.1972842857143,"2022-21-112"
"438",26.9993228571429,"2022-22-112"
"439",26.3175375714286,"2022-23-112"
"440",26.3173317142857,"2022-24-112"
"441",26.5896494285714,"2022-25-112"
"442",25.7020142857143,"2022-26-112"
"443",26.9290542857143,"2022-27-112"
"444",26.8016475714286,"2022-28-112"
"445",26.5043438571429,"2022-29-112"
"446",27.1134825714286,"2022-30-112"
"447",26.2446352857143,"2022-31-112"
"448",27.2548732857143,"2022-32-112"
"449",27.70682,"2022-33-112"
"450",26.9387411428571,"2022-34-112"
"451",27.001429,"2022-35-112"
"452",27.1242864285714,"2022-36-112"
"453",26.5433428571429,"2022-37-112"
"454",26.7391964285714,"2022-38-112"
"455",26.2269544285714,"2022-39-112"
"456",25.940244,"2022-40-112"
"457",26.8504515714286,"2022-41-112"
"458",26.5290437142857,"2022-42-112"
"459",26.4749367142857,"2022-43-112"
"460",25.1675904285714,"2022-44-112"
"461",24.821146,"2022-45-112"
"462",26.0588137142857,"2022-46-112"
"463",25.4046157142857,"2022-47-112"
"464",25.5206697142857,"2022-48-112"
"465",25.4090051428571,"2022-49-112"
"466",25.7321891428571,"2022-50-112"
"467",25.953901,"2022-51-112"
"468",25.9100448571429,"2022-52-112"
"469",26.173662,"2023-1-112"
"470",26.1705477142857,"2023-2-112"
"471",26.4780707142857,"2023-3-112"
"472",26.5022455714286,"2023-4-112"
"473",26.8031372857143,"2023-5-112"
"474",27.4481278571429,"2023-6-112"
"475",27.8470234285714,"2023-7-112"
"476",27.6582508571429,"2023-8-112"
"477",28.4681085714286,"2023-9-112"
"478",26.923382,"2023-10-112"
"479",27.7885708571429,"2023-11-112"
"480",28.0625715714286,"2023-12-112"
"481",27.8934114285714,"2023-13-112"
"482",27.880973,"2023-14-112"
"483",28.326615,"2023-15-112"
"484",28.0239177142857,"2023-16-112"
"485",28.5384772857143,"2023-17-112"
"486",28.8567301428571,"2023-18-112"
"487",28.8903002857143,"2023-19-112"
"488",28.0932677142857,"2023-20-112"
"489",27.6522827142857,"2023-21-112"
"490",27.8258008571429,"2023-22-112"
"491",27.7311004285714,"2023-23-112"
"492",27.8400065714286,"2023-24-112"
"493",27.5823882857143,"2023-25-112"
"494",27.6911955714286,"2023-26-112"
"495",27.9943685714286,"2023-27-112"
"496",27.45574,"2023-28-112"
"497",28.608503,"2023-29-112"
"498",27.9499968571429,"2023-30-112"
"499",27.9210485714286,"2023-31-112"
"500",28.0771388571429,"2023-32-112"
"501",28.1197688571429,"2023-33-112"
"502",26.8792427142857,"2023-34-112"
"503",28.287697,"2023-35-112"
"504",27.5800107142857,"2023-36-112"
"505",28.0358325714286,"2023-37-112"
"506",27.9606027142857,"2023-38-112"
"507",28.4630274285714,"2023-39-112"
"508",27.497686,"2023-40-112"
"509",27.6810771428571,"2023-41-112"
"510",27.0082261428571,"2023-42-112"
"511",26.5720298571429,"2023-43-112"
"512",26.3779802857143,"2023-44-112"
"513",27.0532508571429,"2023-45-112"
"514",26.398745,"2023-46-112"
"515",26.4914938571429,"2023-47-112"
"516",26.8604988571429,"2023-48-112"
"517",27.446813,"2023-49-112"
"518",27.3200991428571,"2023-50-112"
"519",27.478946,"2023-51-112"
"520",26.7429611428571,"2023-52-112"
"521",27.1839862857143,"2024-1-112"
"522",27.3610542857143,"2024-2-112"
"523",27.4750848571429,"2024-3-112"
"524",27.552899,"2024-4-112"
"525",27.9838062857143,"2024-5-112"
"526",28.6070187142857,"2024-6-112"
"527",29.2108882857143,"2024-7-112"
"528",28.2882194285714,"2024-8-112"
"529",28.5178174285714,"2024-9-112"
"530",29.2689847142857,"2024-10-112"
"531",28.8690232857143,"2024-11-112"
"532",29.3330908571429,"2024-12-112"
"533",29.2480837142857,"2024-13-112"
"534",28.4694438571429,"2024-14-112"
"535",29.0222535714286,"2024-15-112"
"536",29.044295,"2024-16-112"
"537",28.2186305714286,"2024-17-112"
"538",28.6330577142857,"2024-18-112"
"539",28.5902395714286,"2024-19-112"
"540",28.3508554285714,"2024-20-112"
"541",28.6725268571429,"2024-21-112"
"542",28.3677377142857,"2024-22-112"
"543",27.9283367142857,"2024-23-112"
"544",26.7989845714286,"2024-24-112"
"545",27.2286167142857,"2024-25-112"
"546",26.9221371428571,"2024-26-112"
"547",27.034241,"2024-27-112"
"548",27.5685362857143,"2024-28-112"
"549",27.3976095714286,"2024-29-112"
"550",27.3322328571429,"2024-30-112"
"551",27.5816251428571,"2024-31-112"
"552",27.3067992857143,"2024-32-112"
"553",27.4479505714286,"2024-33-112"
"554",27.1489801428571,"2024-34-112"
"555",27.470514,"2024-35-112"
"556",27.4170601428571,"2024-36-112"
"557",27.9185755714286,"2024-37-112"
"558",27.2443204285714,"2024-38-112"
"559",26.34959,"2024-39-112"
"560",26.6975808571429,"2024-40-112"
"561",26.5756948571429,"2024-41-112"
"562",27.1836942857143,"2024-42-112"
"563",26.9431622857143,"2024-43-112"
"564",26.5370644285714,"2024-44-112"
"565",24.691665,"2024-45-112"
"566",23.3919242857143,"2024-46-112"
"567",25.3313918571429,"2024-47-112"
"568",25.8705082857143,"2024-48-112"
"569",25.7879027142857,"2024-49-112"
"570",26.3671317142857,"2024-50-112"
"571",25.9693014285714,"2024-51-112"
"572",25.1618774285714,"2024-52-112"
"573",26.0160254285714,"2025-1-112"
"574",26.5535748571429,"2025-2-112"
"575",26.5737064285714,"2025-3-112"
"576",26.7690715714286,"2025-4-112"
"577",27.1630847142857,"2025-5-112"
"578",27.7010328571429,"2025-6-112"
"579",27.0362065714286,"2025-7-112"
"580",27.3496134285714,"2025-8-112"
"581",28.0397378571429,"2025-9-112"
"582",28.5881574285714,"2025-10-112"
"583",28.3750421428571,"2025-11-112"
"584",29.046188,"2025-12-112"
"585",28.1753728571429,"2025-13-112"
"586",28.4475235714286,"2025-14-112"
"587",28.5139095714286,"2025-15-112"
"588",28.580894,"2025-16-112"
"589",27.9434414285714,"2025-17-112"
"590",27.7729227142857,"2025-18-112"
"591",28.3205731428571,"2025-19-112"
"592",27.9198105714286,"2025-20-112"
"593",27.5130661428571,"2025-21-112"
"594",27.6577328571429,"2025-22-112"
"595",27.1536574285714,"2025-23-112"
"596",26.8663044285714,"2025-24-112"
"597",27.1445018571429,"2025-25-112"
"598",27.2210734285714,"2025-26-112"
"599",26.9171922857143,"2025-27-112"
"600",27.7974315714286,"2025-28-112"
"601",28.4467055714286,"2025-29-112"
"602",27.5027762857143,"2025-30-112"
"603",27.7115947142857,"2025-31-112"
"604",27.6576204285714,"2025-32-112"
"605",27.8723874285714,"2025-33-112"
"606",27.403594,"2025-34-112"
"607",27.4795805714286,"2025-35-112"
"608",27.0720751428571,"2025-36-112"
"609",27.9188744285714,"2025-37-112"
"610",27.2505705714286,"2025-38-112"
"611",27.7455295714286,"2025-39-112"
"612",27.0241752857143,"2025-40-112"
"613",26.1208712857143,"2025-41-112"
"614",26.5291264285714,"2025-42-112"
"615",27.2840922857143,"2025-43-112"
"616",25.8116094285714,"2025-44-112"
"617",26.9596392857143,"2025-45-112"
"618",26.1664548571429,"2025-46-112"
"619",26.279822,"2025-47-112"
"620",26.1729571428571,"2025-48-112"
"621",26.074089,"2025-49-112"
"622",26.4324958571429,"2025-50-112"
"623",25.944632,"2025-51-112"
"624",26.42488,"2025-52-112"
"625",26.2044332,"2020-1-201"
"626",25.7276898571429,"2020-2-201"
"627",25.5230775714286,"2020-3-201"
"628",25.0986284285714,"2020-4-201"
"629",26.3287422857143,"2020-5-201"
"630",26.9871648571429,"2020-6-201"
"631",26.5593651428571,"2020-7-201"
"632",26.4812148571429,"2020-8-201"
"633",27.3612324285714,"2020-9-201"
"634",27.5332108571429,"2020-10-201"
"635",27.7131608571429,"2020-11-201"
"636",27.4861885714286,"2020-12-201"
"637",27.9160085714286,"2020-13-201"
"638",28.3419352857143,"2020-14-201"
"639",28.3324368571429,"2020-15-201"
"640",27.8216118571429,"2020-16-201"
"641",27.7414257142857,"2020-17-201"
"642",26.6958557142857,"2020-18-201"
"643",27.084476,"2020-19-201"
"644",27.2168374285714,"2020-20-201"
"645",27.4493595714286,"2020-21-201"
"646",26.8505178571429,"2020-22-201"
"647",26.4026602857143,"2020-23-201"
"648",26.309707,"2020-24-201"
"649",26.306534,"2020-25-201"
"650",26.4453172857143,"2020-26-201"
"651",26.3781908571429,"2020-27-201"
"652",26.4228191428571,"2020-28-201"
"653",26.9554972857143,"2020-29-201"
"654",26.659855,"2020-30-201"
"655",27.7238067142857,"2020-31-201"
"656",26.9669925714286,"2020-32-201"
"657",25.8744801428571,"2020-33-201"
"658",25.953679,"2020-34-201"
"659",26.1278932857143,"2020-35-201"
"660",26.7979227142857,"2020-36-201"
"661",26.3804105714286,"2020-37-201"
"662",26.6366121428571,"2020-38-201"
"663",26.0398165714286,"2020-39-201"
"664",26.0467262857143,"2020-40-201"
"665",26.2464588571429,"2020-41-201"
"666",26.3794304285714,"2020-42-201"
"667",26.1648945714286,"2020-43-201"
"668",25.5068597142857,"2020-44-201"
"669",23.5516422857143,"2020-45-201"
"670",25.1468901428571,"2020-46-201"
"671",24.3431318571429,"2020-47-201"
"672",25.4017615714286,"2020-48-201"
"673",25.2626982857143,"2020-49-201"
"674",24.5036991428571,"2020-50-201"
"675",25.1791958571429,"2020-51-201"
"676",24.7866468571429,"2020-52-201"
"677",25.2434528571429,"2021-1-201"
"678",25.2604661428571,"2021-2-201"
"679",25.5323185714286,"2021-3-201"
"680",25.3236121428571,"2021-4-201"
"681",26.4653851428571,"2021-5-201"
"682",27.092081,"2021-6-201"
"683",26.9503604285714,"2021-7-201"
"684",26.274809,"2021-8-201"
"685",26.8706954285714,"2021-9-201"
"686",26.9653732857143,"2021-10-201"
"687",27.0004537142857,"2021-11-201"
"688",27.4255697142857,"2021-12-201"
"689",26.6753617142857,"2021-13-201"
"690",27.4376018571429,"2021-14-201"
"691",27.2161188571429,"2021-15-201"
"692",27.1901581428571,"2021-16-201"
"693",26.7258278571429,"2021-17-201"
"694",26.2384164285714,"2021-18-201"
"695",26.2505648571429,"2021-19-201"
"696",27.0696787142857,"2021-20-201"
"697",26.1808005714286,"2021-21-201"
"698",26.4552268571429,"2021-22-201"
"699",26.3546108571429,"2021-23-201"
"700",26.2484854285714,"2021-24-201"
"701",26.2085171428571,"2021-25-201"
"702",26.2982275714286,"2021-26-201"
"703",26.2814115714286,"2021-27-201"
"704",26.4333164285714,"2021-28-201"
"705",25.5976077142857,"2021-29-201"
"706",26.4605397142857,"2021-30-201"
"707",25.9609581428571,"2021-31-201"
"708",25.877761,"2021-32-201"
"709",26.199918,"2021-33-201"
"710",25.4798352857143,"2021-34-201"
"711",25.9846158571429,"2021-35-201"
"712",25.9076935714286,"2021-36-201"
"713",26.8423501428571,"2021-37-201"
"714",26.1451835714286,"2021-38-201"
"715",26.5087601428571,"2021-39-201"
