"","week_canton","pob"
"5755","2021-19-115",61309.6909041096
"5756","2021-19-116",7207.19242465753
"5757","2021-19-117",7774.58019178082
"5758","2021-19-118",78507.079
"5759","2021-19-119",134940.544589041
"5760","2021-19-120",13238.8934931507
"5761","2021-19-201",317811.383589041
"5762","2021-19-202",90164.4650684932
"5763","2021-19-203",78812.2629315068
"5764","2021-19-204",7390.49846575343
"5765","2021-19-205",29849.6083013699
"5766","2021-19-206",49252.3975479452
"5767","2021-19-207",41520.3918356164
"5768","2021-19-208",34412.0864383562
"5769","2021-19-209",24289.5596849315
"5770","2021-19-210",204055.403150685
"5771","2021-19-211",14550.6013561644
"5772","2021-19-212",22377.176630137
"5773","2021-19-213",55276.4750136986
"5774","2021-19-214",35088.716630137
"5775","2021-19-215",19439.0395616438
"5776","2021-19-216",17024.0978493151
"5777","2021-19-301",161585.128123288
"5778","2021-19-302",60858.0695205479
"5779","2021-19-303",112194.83009589
"5780","2021-19-304",15932.9640136986
"5781","2021-19-305",69796.1221232877
"5782","2021-19-306",15104.2912328767
"5783","2021-19-307",48389.9107260274
"5784","2021-19-308",44770.0409178082
"5785","2021-19-401",142922.05260274
"5786","2021-19-402",47180.2035479452
"5787","2021-19-403",49062.1645616438
"5788","2021-19-404",43672.5512739726
"5789","2021-19-405",55068.7388630137
"5790","2021-19-406",22984.0139041096
"5791","2021-19-407",26045.2108219178
"5792","2021-19-408",21506.7142739726
"5793","2021-19-409",30239.2913561644
"5794","2021-19-410",89316.3820684932
"5795","2021-19-501",77897.1323835616
"5796","2021-19-502",57694.9971369863
"5797","2021-19-503",69849.8604109589
"5798","2021-19-504",24648.630890411
"5799","2021-19-505",47220.3655753425
"5800","2021-19-506",31958.1060273973
"5801","2021-19-507",19949.179630137
"5802","2021-19-508",24650.7561232877
"5803","2021-19-509",11487.7795753425
"5804","2021-19-510",26736.145109589
"5805","2021-19-511",7102.89852054794
"5806","2021-19-601",139540.147383562
"5807","2021-19-602",34051.8021232877
"5808","2021-19-603",53361.7102739726
"5809","2021-19-604",14683.3892739726
"5810","2021-19-605",29543.2236027397
"5811","2021-19-606",33676.4931917808
"5812","2021-19-607",32040.4185479452
"5813","2021-19-608",36203.6771506849
"5814","2021-19-609",21353.8485068493
"5815","2021-19-610",52393.8546849315
"5816","2021-19-611",26493.8679452055
"5817","2021-19-701",93026.1796849315
"5818","2021-19-702",151272.482465753
"5819","2021-19-703",56877.9085068493
"5820","2021-19-704",43907.5603287671
"5821","2021-19-705",44587.8324383562
"5822","2021-19-706",56336.0780410959
"5823","2021-20-101",349267.33850137
"5824","2021-20-102",69904.9014876712
"5825","2021-20-103",240820.912736986
"5826","2021-20-104",38553.363830137
"5827","2021-20-105",17895.7203616438
"5828","2021-20-106",62052.9432493151
"5829","2021-20-107",28456.9066273973
"5830","2021-20-108",138075.888805479
"5831","2021-20-109",60225.5342027397
"5832","2021-20-110",94221.429290411
"5833","2021-20-111",70500.6654739726
"5834","2021-20-112",21806.5177945205
"5835","2021-20-113",84211.4262520548
"5836","2021-20-114",61292.2909315069
"5837","2021-20-115",61308.256230137
"5838","2021-20-116",7208.00218082192
"5839","2021-20-117",7774.65653972603
"5840","2021-20-118",78510.8646
"5841","2021-20-119",134932.482986301
"5842","2021-20-120",13240.1002164384
"5843","2021-20-201",317854.512986301
"5844","2021-20-202",90173.5070356164
"5845","2021-20-203",78821.1983643836
"5846","2021-20-204",7391.14208219178
"5847","2021-20-205",29852.4914767123
"5848","2021-20-206",49256.9718849315
"5849","2021-20-207",41525.7183945205
"5850","2021-20-208",34417.2405479452
"5851","2021-20-209",24293.5139561644
"5852","2021-20-210",204090.292838356
"5853","2021-20-211",14551.8849452055
"5854","2021-20-212",22379.1548876712
"5855","2021-20-213",55284.3935671233
"5856","2021-20-214",35099.1158876712
"5857","2021-20-215",19441.6190520548
"5858","2021-20-216",17028.4053616438
"5859","2021-20-301",161591.79350411
"5860","2021-20-302",60861.1553506849
"5861","2021-20-303",112204.209769863
"5862","2021-20-304",15931.9967671233
"5863","2021-20-305",69790.1091041096
"5864","2021-20-306",15104.6172410959
"5865","2021-20-307",48391.8396575342
"5866","2021-20-308",44772.2967972603
"5867","2021-20-401",142937.798153425
"5868","2021-20-402",47187.6954849315
"5869","2021-20-403",49066.2798520548
"5870","2021-20-404",43679.2757424658
"5871","2021-20-405",55076.0607287671
"5872","2021-20-406",22986.317230137
"5873","2021-20-407",26047.4866273973
"5874","2021-20-408",21509.7357424658
"5875","2021-20-409",30240.2067452055
"5876","2021-20-410",89348.5464356164
"5877","2021-20-501",77914.6506794521
"5878","2021-20-502",57699.9350712329
"5879","2021-20-503",69865.0676136986
"5880","2021-20-504",24652.8926630137
"5881","2021-20-505",47232.0606191781
"5882","2021-20-506",31961.7085342466
"5883","2021-20-507",19949.6444876712
"5884","2021-20-508",24651.5205041096
"5885","2021-20-509",11487.7594191781
"5886","2021-20-510",26742.7795369863
"5887","2021-20-511",7102.91975068493
"5888","2021-20-601",139560.227679452
"5889","2021-20-602",34058.1693041096
"5890","2021-20-603",53369.5015424658
"5891","2021-20-604",14684.4549424658
"5892","2021-20-605",29542.6787534247
"5893","2021-20-606",33682.581139726
"5894","2021-20-607",32040.0802849315
"5895","2021-20-608",36200.7640383562
"5896","2021-20-609",21359.0005835616
"5897","2021-20-610",52398.1043561644
"5898","2021-20-611",26504.7747315068
"5899","2021-20-701",93021.0465561644
"5900","2021-20-702",151295.205482192
"5901","2021-20-703",56877.3891835616
"5902","2021-20-704",43917.7294109589
"5903","2021-20-705",44592.0751479452
"5904","2021-20-706",56347.6915013699
"5905","2021-21-101",349280.547961644
"5906","2021-21-102",69910.0773452055
"5907","2021-21-103",240839.745364384
"5908","2021-21-104",38556.1767561644
"5909","2021-21-105",17896.0938739726
"5910","2021-21-106",62056.5690191781
"5911","2021-21-107",28458.2584328767
"5912","2021-21-108",138084.517446575
"5913","2021-21-109",60234.1633232877
"5914","2021-21-110",94236.1638684932
"5915","2021-21-111",70507.6217287671
"5916","2021-21-112",21807.4077534247
"5917","2021-21-113",84215.9839424658
"5918","2021-21-114",61293.4509178082
"5919","2021-21-115",61306.8215561644
"5920","2021-21-116",7208.8119369863
"5921","2021-21-117",7774.73288767123
"5922","2021-21-118",78514.6502
"5923","2021-21-119",134924.421383562
"5924","2021-21-120",13241.306939726
"5925","2021-21-201",317897.642383562
"5926","2021-21-202",90182.5490027397
"5927","2021-21-203",78830.1337972603
"5928","2021-21-204",7391.78569863014
"5929","2021-21-205",29855.3746520548
"5930","2021-21-206",49261.5462219178
"5931","2021-21-207",41531.0449534247
"5932","2021-21-208",34422.3946575342
"5933","2021-21-209",24297.4682273973
"5934","2021-21-210",204125.182526027
"5935","2021-21-211",14553.1685342466
"5936","2021-21-212",22381.1331452055
"5937","2021-21-213",55292.3121205479
"5938","2021-21-214",35109.5151452055
"5939","2021-21-215",19444.1985424658
"5940","2021-21-216",17032.7128739726
"5941","2021-21-301",161598.458884932
"5942","2021-21-302",60864.2411808219
"5943","2021-21-303",112213.589443836
"5944","2021-21-304",15931.0295205479
"5945","2021-21-305",69784.0960849315
"5946","2021-21-306",15104.9432493151
"5947","2021-21-307",48393.7685890411
"5948","2021-21-308",44774.5526767123
"5949","2021-21-401",142953.54370411
"5950","2021-21-402",47195.1874219178
"5951","2021-21-403",49070.3951424658
"5952","2021-21-404",43686.0002109589
"5953","2021-21-405",55083.3825945205
"5954","2021-21-406",22988.6205561644
"5955","2021-21-407",26049.7624328767
"5956","2021-21-408",21512.7572109589
"5957","2021-21-409",30241.1221342466
"5958","2021-21-410",89380.7108027397
"5959","2021-21-501",77932.1689753425
"5960","2021-21-502",57704.8730054795
"5961","2021-21-503",69880.2748164384
"5962","2021-21-504",24657.1544356164
"5963","2021-21-505",47243.7556630137
"5964","2021-21-506",31965.3110410959
"5965","2021-21-507",19950.1093452055
"5966","2021-21-508",24652.2848849315
"5967","2021-21-509",11487.7392630137
"5968","2021-21-510",26749.4139643836
"5969","2021-21-511",7102.94098082192
"5970","2021-21-601",139580.307975342
"5971","2021-21-602",34064.5364849315
"5972","2021-21-603",53377.2928109589
"5973","2021-21-604",14685.5206109589
"5974","2021-21-605",29542.1339041096
"5975","2021-21-606",33688.6690876712
"5976","2021-21-607",32039.7420219178
"5977","2021-21-608",36197.8509260274
"5978","2021-21-609",21364.152660274
"5979","2021-21-610",52402.3540273973
"5980","2021-21-611",26515.6815178082
"5981","2021-21-701",93015.9134273973
"5982","2021-21-702",151317.92849863
"5983","2021-21-703",56876.869860274
"5984","2021-21-704",43927.8984931507
"5985","2021-21-705",44596.3178575342
"5986","2021-21-706",56359.3049616438
"5987","2021-22-101",349293.757421918
"5988","2021-22-102",69915.2532027397
"5989","2021-22-103",240858.577991781
"5990","2021-22-104",38558.9896821918
"5991","2021-22-105",17896.4673863014
"5992","2021-22-106",62060.1947890411
"5993","2021-22-107",28459.6102383562
"5994","2021-22-108",138093.146087671
"5995","2021-22-109",60242.7924438356
"5996","2021-22-110",94250.8984465753
"5997","2021-22-111",70514.5779835616
"5998","2021-22-112",21808.2977123288
"5999","2021-22-113",84220.5416328767
"6000","2021-22-114",61294.6109041096
"6001","2021-22-115",61305.3868821918
"6002","2021-22-116",7209.62169315069
"6003","2021-22-117",7774.80923561644
"6004","2021-22-118",78518.4358
"6005","2021-22-119",134916.359780822
"6006","2021-22-120",13242.5136630137
"6007","2021-22-201",317940.771780822
"6008","2021-22-202",90191.590969863
"6009","2021-22-203",78839.069230137
"6010","2021-22-204",7392.42931506849
"6011","2021-22-205",29858.2578273973
"6012","2021-22-206",49266.1205589041
"6013","2021-22-207",41536.3715123288
"6014","2021-22-208",34427.5487671233
"6015","2021-22-209",24301.4224986301
"6016","2021-22-210",204160.072213699
"6017","2021-22-211",14554.4521232877
"6018","2021-22-212",22383.1114027397
"6019","2021-22-213",55300.2306739726
"6020","2021-22-214",35119.9144027397
"6021","2021-22-215",19446.7780328767
"6022","2021-22-216",17037.0203863014
"6023","2021-22-301",161605.124265753
"6024","2021-22-302",60867.3270109589
"6025","2021-22-303",112222.969117808
"6026","2021-22-304",15930.0622739726
"6027","2021-22-305",69778.0830657534
"6028","2021-22-306",15105.2692575342
"6029","2021-22-307",48395.6975205479
"6030","2021-22-308",44776.8085561644
"6031","2021-22-401",142969.289254795
"6032","2021-22-402",47202.6793589041
"6033","2021-22-403",49074.5104328767
"6034","2021-22-404",43692.7246794521
"6035","2021-22-405",55090.704460274
"6036","2021-22-406",22990.9238821918
"6037","2021-22-407",26052.0382383562
"6038","2021-22-408",21515.7786794521
"6039","2021-22-409",30242.0375232877
"6040","2021-22-410",89412.875169863
"6041","2021-22-501",77949.6872712329
"6042","2021-22-502",57709.810939726
"6043","2021-22-503",69895.4820191781
"6044","2021-22-504",24661.4162082192
"6045","2021-22-505",47255.4507068493
"6046","2021-22-506",31968.9135479452
"6047","2021-22-507",19950.5742027397
"6048","2021-22-508",24653.0492657534
"6049","2021-22-509",11487.7191068493
"6050","2021-22-510",26756.0483917808
"6051","2021-22-511",7102.9622109589
"6052","2021-22-601",139600.388271233
"6053","2021-22-602",34070.9036657534
"6054","2021-22-603",53385.0840794521
"6055","2021-22-604",14686.5862794521
"6056","2021-22-605",29541.5890547945
"6057","2021-22-606",33694.7570356164
"6058","2021-22-607",32039.4037589041
"6059","2021-22-608",36194.9378136986
"6060","2021-22-609",21369.3047369863
"6061","2021-22-610",52406.6036986301
"6062","2021-22-611",26526.5883041096
"6063","2021-22-701",93010.7802986301
"6064","2021-22-702",151340.651515068
"6065","2021-22-703",56876.3505369863
"6066","2021-22-704",43938.0675753425
"6067","2021-22-705",44600.5605671233
"6068","2021-22-706",56370.9184219178
"6069","2021-23-101",349306.966882192
"6070","2021-23-102",69920.429060274
"6071","2021-23-103",240877.410619178
"6072","2021-23-104",38561.8026082192
"6073","2021-23-105",17896.8408986301
"6074","2021-23-106",62063.8205589041
"6075","2021-23-107",28460.9620438356
"6076","2021-23-108",138101.774728767
"6077","2021-23-109",60251.4215643836
"6078","2021-23-110",94265.6330246575
"6079","2021-23-111",70521.5342383562
"6080","2021-23-112",21809.1876712329
"6081","2021-23-113",84225.0993232877
"6082","2021-23-114",61295.770890411
"6083","2021-23-115",61303.9522082192
"6084","2021-23-116",7210.43144931507
"6085","2021-23-117",7774.88558356164
"6086","2021-23-118",78522.2214
"6087","2021-23-119",134908.298178082
"6088","2021-23-120",13243.7203863014
"6089","2021-23-201",317983.901178082
"6090","2021-23-202",90200.6329369863
"6091","2021-23-203",78848.0046630137
"6092","2021-23-204",7393.07293150685
"6093","2021-23-205",29861.1410027397
"6094","2021-23-206",49270.6948958904
"6095","2021-23-207",41541.6980712329
"6096","2021-23-208",34432.7028767123
"6097","2021-23-209",24305.376769863
"6098","2021-23-210",204194.96190137
"6099","2021-23-211",14555.7357123288
"6100","2021-23-212",22385.089660274
"6101","2021-23-213",55308.1492273973
"6102","2021-23-214",35130.313660274
"6103","2021-23-215",19449.3575232877
"6104","2021-23-216",17041.3278986301
"6105","2021-23-301",161611.789646575
"6106","2021-23-302",60870.4128410959
"6107","2021-23-303",112232.348791781
"6108","2021-23-304",15929.0950273973
"6109","2021-23-305",69772.0700465753
"6110","2021-23-306",15105.5952657534
"6111","2021-23-307",48397.6264520548
"6112","2021-23-308",44779.0644356164
"6113","2021-23-401",142985.034805479
"6114","2021-23-402",47210.1712958904
"6115","2021-23-403",49078.6257232877
"6116","2021-23-404",43699.4491479452
"6117","2021-23-405",55098.0263260274
"6118","2021-23-406",22993.2272082192
"6119","2021-23-407",26054.3140438356
"6120","2021-23-408",21518.8001479452
"6121","2021-23-409",30242.9529123288
"6122","2021-23-410",89445.0395369863
"6123","2021-23-501",77967.2055671233
"6124","2021-23-502",57714.7488739726
"6125","2021-23-503",69910.6892219178
"6126","2021-23-504",24665.6779808219
"6127","2021-23-505",47267.1457506849
"6128","2021-23-506",31972.5160547945
"6129","2021-23-507",19951.039060274
"6130","2021-23-508",24653.8136465753
"6131","2021-23-509",11487.6989506849
"6132","2021-23-510",26762.6828191781
"6133","2021-23-511",7102.98344109589
"6134","2021-23-601",139620.468567123
"6135","2021-23-602",34077.2708465753
"6136","2021-23-603",53392.8753479452
"6137","2021-23-604",14687.6519479452
"6138","2021-23-605",29541.0442054795
"6139","2021-23-606",33700.8449835616
"6140","2021-23-607",32039.0654958904
"6141","2021-23-608",36192.0247013699
"6142","2021-23-609",21374.4568136986
"6143","2021-23-610",52410.853369863
"6144","2021-23-611",26537.495090411
"6145","2021-23-701",93005.647169863
"6146","2021-23-702",151363.374531507
"6147","2021-23-703",56875.8312136986
"6148","2021-23-704",43948.2366575342
"6149","2021-23-705",44604.8032767123
"6150","2021-23-706",56382.5318821918
"6151","2021-24-101",349320.176342466
"6152","2021-24-102",69925.6049178082
"6153","2021-24-103",240896.243246575
"6154","2021-24-104",38564.6155342466
"6155","2021-24-105",17897.2144109589
"6156","2021-24-106",62067.4463287671
"6157","2021-24-107",28462.3138493151
"6158","2021-24-108",138110.403369863
"6159","2021-24-109",60260.0506849315
"6160","2021-24-110",94280.3676027397
"6161","2021-24-111",70528.4904931507
"6162","2021-24-112",21810.077630137
"6163","2021-24-113",84229.6570136986
"6164","2021-24-114",61296.9308767123
"6165","2021-24-115",61302.5175342466
"6166","2021-24-116",7211.24120547945
"6167","2021-24-117",7774.96193150685
"6168","2021-24-118",78526.007
"6169","2021-24-119",134900.236575342
"6170","2021-24-120",13244.927109589
"6171","2021-24-201",318027.030575342
"6172","2021-24-202",90209.6749041096
"6173","2021-24-203",78856.9400958904
"6174","2021-24-204",7393.71654794521
"6175","2021-24-205",29864.0241780822
"6176","2021-24-206",49275.2692328767
"6177","2021-24-207",41547.024630137
"6178","2021-24-208",34437.8569863014
"6179","2021-24-209",24309.3310410959
"6180","2021-24-210",204229.851589041
"6181","2021-24-211",14557.0193013699
"6182","2021-24-212",22387.0679178082
"6183","2021-24-213",55316.0677808219
"6184","2021-24-214",35140.7129178082
"6185","2021-24-215",19451.9370136986
"6186","2021-24-216",17045.6354109589
"6187","2021-24-301",161618.455027397
"6188","2021-24-302",60873.4986712329
"6189","2021-24-303",112241.728465753
"6190","2021-24-304",15928.1277808219
"6191","2021-24-305",69766.0570273973
"6192","2021-24-306",15105.9212739726
"6193","2021-24-307",48399.5553835616
"6194","2021-24-308",44781.3203150685
"6195","2021-24-401",143000.780356164
"6196","2021-24-402",47217.6632328767
"6197","2021-24-403",49082.7410136986
"6198","2021-24-404",43706.1736164384
"6199","2021-24-405",55105.3481917808
"6200","2021-24-406",22995.5305342466
"6201","2021-24-407",26056.5898493151
"6202","2021-24-408",21521.8216164384
"6203","2021-24-409",30243.8683013699
"6204","2021-24-410",89477.2039041096
"6205","2021-24-501",77984.7238630137
"6206","2021-24-502",57719.6868082192
"6207","2021-24-503",69925.8964246575
"6208","2021-24-504",24669.9397534247
"6209","2021-24-505",47278.8407945205
"6210","2021-24-506",31976.1185616438
"6211","2021-24-507",19951.5039178082
"6212","2021-24-508",24654.5780273973
"6213","2021-24-509",11487.6787945205
"6214","2021-24-510",26769.3172465753
"6215","2021-24-511",7103.00467123288
"6216","2021-24-601",139640.548863014
"6217","2021-24-602",34083.6380273973
"6218","2021-24-603",53400.6666164384
"6219","2021-24-604",14688.7176164384
"6220","2021-24-605",29540.4993561644
"6221","2021-24-606",33706.9329315068
"6222","2021-24-607",32038.7272328767
"6223","2021-24-608",36189.1115890411
"6224","2021-24-609",21379.608890411
"6225","2021-24-610",52415.1030410959
"6226","2021-24-611",26548.4018767123
"6227","2021-24-701",93000.5140410959
"6228","2021-24-702",151386.097547945
"6229","2021-24-703",56875.311890411
"6230","2021-24-704",43958.405739726
"6231","2021-24-705",44609.0459863014
"6232","2021-24-706",56394.1453424658
"6233","2021-25-101",349333.38580274
"6234","2021-25-102",69930.7807753425
"6235","2021-25-103",240915.075873973
"6236","2021-25-104",38567.428460274
"6237","2021-25-105",17897.5879232877
"6238","2021-25-106",62071.0720986301
"6239","2021-25-107",28463.6656547945
"6240","2021-25-108",138119.032010959
"6241","2021-25-109",60268.6798054794
"6242","2021-25-110",94295.1021808219
"6243","2021-25-111",70535.4467479452
"6244","2021-25-112",21810.9675890411
"6245","2021-25-113",84234.2147041096
"6246","2021-25-114",61298.0908630137
"6247","2021-25-115",61301.082860274
"6248","2021-25-116",7212.05096164384
"6249","2021-25-117",7775.03827945205
"6250","2021-25-118",78529.7926
"6251","2021-25-119",134892.174972603
"6252","2021-25-120",13246.1338328767
"6253","2021-25-201",318070.159972603
"6254","2021-25-202",90218.7168712329
"6255","2021-25-203",78865.8755287671
"6256","2021-25-204",7394.36016438356
"6257","2021-25-205",29866.9073534247
"6258","2021-25-206",49279.843569863
"6259","2021-25-207",41552.3511890411
"6260","2021-25-208",34443.0110958904
"6261","2021-25-209",24313.2853123288
"6262","2021-25-210",204264.741276712
"6263","2021-25-211",14558.302890411
"6264","2021-25-212",22389.0461753425
"6265","2021-25-213",55323.9863342466
"6266","2021-25-214",35151.1121753425
"6267","2021-25-215",19454.5165041096
"6268","2021-25-216",17049.9429232877
"6269","2021-25-301",161625.120408219
"6270","2021-25-302",60876.5845013699
"6271","2021-25-303",112251.108139726
"6272","2021-25-304",15927.1605342466
"6273","2021-25-305",69760.0440082192
"6274","2021-25-306",15106.2472821918
"6275","2021-25-307",48401.4843150685
"6276","2021-25-308",44783.5761945205
"6277","2021-25-401",143016.525906849
"6278","2021-25-402",47225.155169863
"6279","2021-25-403",49086.8563041096
"6280","2021-25-404",43712.8980849315
"6281","2021-25-405",55112.6700575342
"6282","2021-25-406",22997.833860274
"6283","2021-25-407",26058.8656547945
"6284","2021-25-408",21524.8430849315
"6285","2021-25-409",30244.783690411
"6286","2021-25-410",89509.3682712329
"6287","2021-25-501",78002.2421589041
"6288","2021-25-502",57724.6247424658
"6289","2021-25-503",69941.1036273973
"6290","2021-25-504",24674.2015260274
"6291","2021-25-505",47290.5358383562
"6292","2021-25-506",31979.7210684931
"6293","2021-25-507",19951.9687753425
"6294","2021-25-508",24655.3424082192
"6295","2021-25-509",11487.6586383562
"6296","2021-25-510",26775.9516739726
"6297","2021-25-511",7103.02590136986
"6298","2021-25-601",139660.629158904
"6299","2021-25-602",34090.0052082192
"6300","2021-25-603",53408.4578849315
"6301","2021-25-604",14689.7832849315
"6302","2021-25-605",29539.9545068493
"6303","2021-25-606",33713.0208794521
"6304","2021-25-607",32038.388969863
"6305","2021-25-608",36186.1984767123
"6306","2021-25-609",21384.7609671233
"6307","2021-25-610",52419.3527123288
"6308","2021-25-611",26559.3086630137
"6309","2021-25-701",92995.3809123288
"6310","2021-25-702",151408.820564384
"6311","2021-25-703",56874.7925671233
"6312","2021-25-704",43968.5748219178
"6313","2021-25-705",44613.2886958904
"6314","2021-25-706",56405.7588027397
"6315","2021-26-101",349347.436567123
"6316","2021-26-102",69936.1745835616
"6317","2021-26-103",240934.31689589
"6318","2021-26-104",38570.2454410959
"6319","2021-26-105",17898.0289424658
"6320","2021-26-106",62074.7644986301
"6321","2021-26-107",28465.1070931507
"6322","2021-26-108",138127.824454795
"6323","2021-26-109",60277.4398191781
"6324","2021-26-110",94309.986709589
"6325","2021-26-111",70542.4277260274
"6326","2021-26-112",21811.7685506849
"6327","2021-26-113",84238.8925479452
"6328","2021-26-114",61299.3463013699
"6329","2021-26-115",61299.6096328767
"6330","2021-26-116",7212.85656438356
"6331","2021-26-117",7775.12836986301
"6332","2021-26-118",78533.6822547945
"6333","2021-26-119",134884.657512329
"6334","2021-26-120",13247.3173123288
"6335","2021-26-201",318114.450882192
"6336","2021-26-202",90228.2071780822
"6337","2021-26-203",78875.0091863014
"6338","2021-26-204",7394.98048219178
"6339","2021-26-205",29869.8405452055
"6340","2021-26-206",49284.5611178082
"6341","2021-26-207",41557.7251232877
"6342","2021-26-208",34448.283539726
"6343","2021-26-209",24317.3275068493
"6344","2021-26-210",204300.050076712
"6345","2021-26-211",14559.587860274
"6346","2021-26-212",22391.0472054795
"6347","2021-26-213",55331.9246356164
"6348","2021-26-214",35161.5996630137
"6349","2021-26-215",19457.1121479452
"6350","2021-26-216",17054.3699534247
"6351","2021-26-301",161632.06170137
"6352","2021-26-302",60879.7259150685
"6353","2021-26-303",112260.71820274
"6354","2021-26-304",15926.2431726027
"6355","2021-26-305",69754.1457068493
"6356","2021-26-306",15106.6050931507
"6357","2021-26-307",48403.4872958904
"6358","2021-26-308",44785.9110657534
"6359","2021-26-401",143032.647347945
"6360","2021-26-402",47232.6909643836
"6361","2021-26-403",49091.0263561644
"6362","2021-26-404",43719.4707068493
"6363","2021-26-405",55120.1582575342
"6364","2021-26-406",23000.0911150685
"6365","2021-26-407",26060.9798164384
"6366","2021-26-408",21527.8300109589
"6367","2021-26-409",30245.6601753425
"6368","2021-26-410",89542.0465452055
"6369","2021-26-501",78019.8602356164
"6370","2021-26-502",57729.6330767123
"6371","2021-26-503",69956.3430712329
"6372","2021-26-504",24678.550060274
"6373","2021-26-505",47302.3951780822
"6374","2021-26-506",31983.3417452055
"6375","2021-26-507",19952.4742246575
"6376","2021-26-508",24656.0752383562
"6377","2021-26-509",11487.4892767123
"6378","2021-26-510",26782.3620575342
"6379","2021-26-511",7103.1075369863
"6380","2021-26-601",139681.482978082
"6381","2021-26-602",34096.4838410959
"6382","2021-26-603",53416.3889890411
"6383","2021-26-604",14690.8697205479
"6384","2021-26-605",29539.4307863014
"6385","2021-26-606",33719.1704273973
"6386","2021-26-607",32038.0961643836
"6387","2021-26-608",36183.3764438356
"6388","2021-26-609",21390.0327808219
"6389","2021-26-610",52423.7429534247
"6390","2021-26-611",26570.2797561644
"6391","2021-26-701",92990.470709589
"6392","2021-26-702",151431.792479452
"6393","2021-26-703",56874.8778684932
"6394","2021-26-704",43978.8244958904
"6395","2021-26-705",44617.5841835616
"6396","2021-26-706",56417.4037479452
"6397","2021-27-101",349362.118309589
"6398","2021-27-102",69941.7318547945
"6399","2021-27-103",240953.864213699
"6400","2021-27-104",38573.0654630137
"6401","2021-27-105",17898.5205917808
"6402","2021-27-106",62078.5068712329
"6403","2021-27-107",28466.6157561644
"6404","2021-27-108",138136.739750685
"6405","2021-27-109",60286.2980027397
"6406","2021-27-110",94324.9837013699
"6407","2021-27-111",70549.4272465753
"6408","2021-27-112",21812.5027643836
"6409","2021-27-113",84243.6605068493
"6410","2021-27-114",61300.6733287671
"6411","2021-27-115",61298.107490411
"6412","2021-27-116",7213.65905205479
"6413","2021-27-117",7775.22876712329
"6414","2021-27-118",78537.6499506849
"6415","2021-27-119",134877.548158904
"6416","2021-27-120",13248.4833589041
"6417","2021-27-201",318159.612926027
"6418","2021-27-202",90238.033739726
"6419","2021-27-203",78884.2915123288
"6420","2021-27-204",7395.5833260274
"6421","2021-27-205",29872.8112493151
"6422","2021-27-206",49289.3860739726
"6423","2021-27-207",41563.1345890411
"6424","2021-27-208",34453.6447342466
"6425","2021-27-209",24321.4356438356
"6426","2021-27-210",204335.673210959
"6427","2021-27-211",14560.8738657534
"6428","2021-27-212",22393.0653150685
"6429","2021-27-213",55339.8777479452
"6430","2021-27-214",35172.1533232877
"6431","2021-27-215",19459.7199068493
"6432","2021-27-216",17058.8866219178
"6433","2021-27-301",161639.209928767
"6434","2021-27-302",60882.9090164384
"6435","2021-27-303",112270.501057534
"6436","2021-27-304",15925.3632246575
"6437","2021-27-305",69748.3334438356
"6438","2021-27-306",15106.9867561644
"6439","2021-27-307",48405.5458136986
"6440","2021-27-308",44788.3051808219
"6441","2021-27-401",143049.050706849
"6442","2021-27-402",47240.2596520548
"6443","2021-27-403",49095.2374794521
"6444","2021-27-404",43725.9294438356
"6445","2021-27-405",55127.7712082192
"6446","2021-27-406",23002.3138164384
"6447","2021-27-407",26062.9727452055
"6448","2021-27-408",21530.791030137
"6449","2021-27-409",30246.5074821918
"6450","2021-27-410",89575.1102493151
"6451","2021-27-501",78037.5531479452
"6452","2021-27-502",57734.6942109589
"6453","2021-27-503",69971.6066958904
"6454","2021-27-504",24682.9636657534
"6455","2021-27-505",47314.377739726
"6456","2021-27-506",31986.9760493151
"6457","2021-27-507",19953.0101178082
"6458","2021-27-508",24656.7844054795
"6459","2021-27-509",11487.2080109589
"6460","2021-27-510",26788.6044082192
"6461","2021-27-511",7103.23447671233
"6462","2021-27-601",139702.916939726
"6463","2021-27-602",34103.0460630137
"6464","2021-27-603",53424.424969863
"6465","2021-27-604",14691.9717315068
"6466","2021-27-605",29538.9229123288
"6467","2021-27-606",33725.3661753425
"6468","2021-27-607",32037.8374520548
"6469","2021-27-608",36180.6227205479
"6470","2021-27-609",21395.3943972603
"6471","2021-27-610",52428.2386219178
"6472","2021-27-611",26581.2990794521
"6473","2021-27-701",92985.7277013699
"6474","2021-27-702",151454.951068493
"6475","2021-27-703",56875.4166383562
"6476","2021-27-704",43989.1346136986
"6477","2021-27-705",44621.9192547945
"6478","2021-27-706",56429.0723068493
"6479","2021-28-101",349376.800052055
"6480","2021-28-102",69947.2891260274
"6481","2021-28-103",240973.411531507
"6482","2021-28-104",38575.8854849315
"6483","2021-28-105",17899.0122410959
"6484","2021-28-106",62082.2492438356
"6485","2021-28-107",28468.1244191781
"6486","2021-28-108",138145.655046575
"6487","2021-28-109",60295.1561863014
"6488","2021-28-110",94339.9806931507
"6489","2021-28-111",70556.4267671233
"6490","2021-28-112",21813.2369780822
"6491","2021-28-113",84248.4284657534
"6492","2021-28-114",61302.0003561644
"6493","2021-28-115",61296.6053479452
"6494","2021-28-116",7214.46153972603
"6495","2021-28-117",7775.32916438356
"6496","2021-28-118",78541.6176465753
"6497","2021-28-119",134870.438805479
"6498","2021-28-120",13249.6494054795
"6499","2021-28-201",318204.774969863
