"","week_canton","tmin_mean_lag_8","tmin_mean_lag_7","tmin_mean_lag_6","tmin_mean_lag_5","tmin_mean_lag_4","tmin_mean_lag_3","tmin_mean_lag_2","tmin_mean_lag_1"
"76","2020-9-113",18.0023836,18.7630987142857,19.6631678571429,18.5452991428571,18.2408127142857,18.043677,19.0624292857143,19.3413825714286
"77","2020-9-508",21.8376738,22.8178677142857,22.9956648571429,20.9353607142857,21.5823508571429,22.3255364285714,23.6499192857143,24.3503977142857
"78","2020-9-305",19.0185294,19.7612888571429,20.4323642857143,20.0514594285714,19.381936,18.6154087142857,19.7777638571429,19.7450857142857
"79","2020-9-116",24.8475138,25.184149,26.0136448571429,25.1340655714286,24.9080382857143,25.8074072857143,26.0207705714286,26.8196508571429
"80","2020-9-213",27.5746316,28.3626557142857,28.4269918571429,26.7023881428571,27.1465204285714,27.9441201428571,29.0748242857143,29.5318897142857
"81","2020-9-111",15.6450508,16.426155,17.2300807142857,16.2630108571429,16.0199027142857,15.4853832857143,16.5481942142857,16.6943085714286
"82","2020-9-211",17.8558214,18.6767962857143,19.4527417142857,17.9680458571429,18.2963847142857,18.1654607142857,19.141418,19.540431
"83","2020-10-507",25.7348017142857,26.1342074285714,24.2254755714286,24.8724065714286,25.2110671428571,25.8848555714286,26.8583101428571,26.0126818571429
"84","2020-10-112",20.3076345714286,21.3987042857143,20.450103,19.9826848571429,20.5721438571429,21.1622897142857,21.7160362857143,20.7671921428571
"85","2020-10-201",19.1357101428571,20.086201,18.6714608571429,18.4838324285714,18.3523382857143,19.419128,19.7957075714286,18.8558397142857
"86","2020-10-110",16.678915,17.6824944285714,16.6711231428571,16.2660878571429,16.4244497857143,17.2716932857143,17.6483517142857,16.7178185
"87","2020-10-306",14.743044,15.598815,14.9418394285714,14.470363,13.8423629285714,14.7919418571429,14.8596998571429,14.0245961428571
"88","2020-10-106",16.3360171428571,17.3766552857143,16.5614035,16.0573057142857,16.5771097142857,17.2633441428571,17.6425788571429,16.7539680714286
"89","2020-10-205",20.8478065714286,21.8323372857143,20.3218225714286,20.0725135714286,20.3119154285714,20.9875861428571,21.7093807142857,20.8689488571429
"90","2020-10-504",27.4019998571429,27.3567202857143,24.9199047142857,24.9073067142857,26.1734724285714,27.850975,28.5085094285714,26.6444815714286
"91","2020-10-402",17.3190057142857,18.187039,16.899626,16.7936732857143,16.6435932857143,17.7648987142857,18.0485435714286,17.0623942857143
"92","2020-10-407",19.7998775714286,20.7800782857143,19.5078301428571,19.1583028571429,19.0323775714286,19.9980664285714,20.3865235714286,19.4199095714286
"93","2020-10-603",21.4210857142857,23.1728972857143,22.5085217142857,21.2395195714286,21.058328,21.7028854285714,22.005361,20.916124
"94","2020-10-505",28.2435575714286,28.4514998571429,26.5564552857143,26.8438812857143,28.1545797142857,29.0844512857143,29.6078671428571,28.9686718571429
"95","2020-10-301",16.9512475714286,17.8803348571429,17.2642121428571,16.4982148571429,16.075096,17.0403992857143,17.169128,16.259711
"96","2020-10-506",26.9060781428571,27.0258615714286,24.775811,25.1511342857143,25.9412411428571,27.2735655714286,28.0814862857143,26.5363528571429
"97","2020-10-610",27.855975,29.4918828571429,28.3620927142857,28.0843304285714,28.0940671428571,28.7518458571429,29.3208355714286,28.0635364285714
"98","2020-10-608",18.5877005714286,20.0149124285714,19.3374132857143,18.6841007142857,18.6005402857143,19.4232537142857,19.7201818571429,18.7087188571429
"99","2020-10-118",18.1272584285714,19.027362,18.0754765714286,17.6945594285714,17.547152,18.5335634285714,18.7611252857143,17.7741228571429
"100","2020-10-103",15.9224237142857,16.8970272857143,16.1392948571429,15.5901078571429,15.6854785,16.5724514285714,16.8095605714286,15.8793208571429
"101","2020-10-117",15.3687047142857,16.2489975714286,15.3935172857143,14.9175572857143,15.3029471428571,16.0279604285714,15.9089138571429,15.379858
"102","2020-10-308",13.8822861428571,14.8266467857143,14.3082227142857,13.4762297142857,13.3615605714286,14.2816492857143,14.3584601428571,13.5208112857143
"103","2020-10-102",19.0226418571429,19.9938325714286,18.8877415714286,18.5092698571429,18.4605452857143,19.3736421428571,19.7265238571429,18.7752652857143
"104","2020-10-602",26.1537204285714,26.7022098571429,25.5153265714286,25.8074538571429,26.2703057142857,26.4916447142857,27.3025425714286,26.697003
"105","2020-10-408",19.4265041428571,20.3768138571429,19.048878,18.7665811428571,18.5823062857143,19.6216242857143,19.981928,19.0127468571429
"106","2020-10-611",28.683706,29.4006162857143,28.612937,28.4501962857143,29.418275,29.548398,30.2612034285714,29.6788688571429
"107","2020-10-108",16.9032824285714,17.7457355714286,16.7769717142857,16.3923748571429,15.8660905,16.9120614285714,17.0981030714286,16.0832251428571
"108","2020-10-607",23.3825160571429,24.8224907142857,24.0368193142857,23.4011702,23.4960243142857,24.0888126857143,24.4088064571429,23.4109159714286
"109","2020-10-203",19.8101462857143,20.7762124285714,19.3057207142857,19.1168657142857,19.0281258571429,20.031357,20.4512952857143,19.5551952857143
"110","2020-10-215",27.6709908571429,27.773427,25.6570855714286,26.1948392857143,26.8722971428571,28.4489017142857,29.0056141428571,27.3908391428571
"111","2020-10-706",25.4046611428571,25.8458238571429,25.071404,25.1146254285714,23.9831395714286,25.3350041428571,25.2607692857143,24.1329334285714
"112","2020-10-401",15.470576,16.2554938571429,14.992933,15.0619761428571,14.9373797142857,16.1500872857143,16.3631515714286,15.3530008571429
"113","2020-10-511",24.6764825714286,24.8901671428571,22.8907511428571,24.0578987142857,24.1729448571429,24.6530642857143,25.815004,24.9841472857143
"114","2020-10-304",18.8093685714286,19.6343005714286,19.278098,18.3940295714286,17.5736108571429,18.677756,18.6524602857143,17.7573451428571
"115","2020-10-510",27.6794414285714,27.8488398571429,26.0698611428571,26.2433182857143,26.8104047142857,27.8222928571429,28.3130478571429,27.4036691428571
"116","2020-10-303",17.1026695714286,17.9832707142857,17.1035725714286,16.6067297142857,16.1366008571429,17.1365117142857,17.3159728571429,16.344828
"117","2020-10-120",17.2787802857143,18.2401637142857,17.3382518571429,16.939131,17.4962328571429,18.2008785714286,18.3815165714286,17.611265
"118","2020-10-501",26.9739625714286,27.142487,24.3601268571429,24.1899635714286,25.4028331428571,27.2457047142857,28.0100304285714,26.2338211428571
"119","2020-10-701",19.4322045714286,20.2520638571429,19.9026338571429,19.6455788571429,18.6439265714286,19.1567208571429,19.337966,18.3485404285714
"120","2020-10-214",27.7207594285714,27.7754302857143,25.523654,25.7961727142857,26.7392042857143,28.7672354285714,29.0862312857143,27.252465
"121","2020-10-705",25.5773401428571,25.9386882857143,25.6965632857143,25.4605042857143,24.243853,24.8184862857143,24.9771281428571,24.0627135714286
"122","2020-10-115",18.1272584285714,19.027362,18.0754765714286,17.6945594285714,17.547152,18.5335634285714,18.7611252857143,17.7741228571429
"123","2020-10-604",22.2589941428571,22.8568915714286,21.3876427142857,21.8130348571429,22.3300032857143,22.7461998571429,23.5250327142857,22.9430698571429
"124","2020-10-107",20.600349,21.6772688571429,20.4539755714286,20.0443095714286,20.3137994285714,21.0386992857143,21.6238424285714,20.706445
"125","2020-10-114",17.813189,18.6383517142857,17.5280868571429,17.3330542857143,17.0753364285714,18.193253,18.4122097142857,17.3592728571429
"126","2020-10-509",24.5855377142857,24.8829721428571,23.4086528571429,24.2780554285714,24.5523905714286,24.9651327142857,25.9443358571429,25.393719
"127","2020-10-206",19.3653921428571,20.2726485714286,18.7258437142857,18.7420778571429,18.7842701428571,19.670149,20.1320542857143,19.3440682857143
"128","2020-10-502",25.0818072857143,25.3419428571429,22.9299178571429,23.8616711428571,24.1108944285714,24.9586358571429,26.150174,25.183705
"129","2020-10-307",15.7963521428571,16.5975284285714,15.702483,15.4840478571429,14.9017838571429,15.9146611428571,16.0251757142857,15.0883198571429
"130","2020-10-209",26.5643177142857,27.34172,26.2169695714286,26.1230588571429,26.7492621428571,27.0765168571429,27.9007514285714,27.1888265714286
"131","2020-10-605",28.1302348571429,29.2303282857143,28.2623328571429,28.1453832857143,28.6260482857143,29.090151,29.4922801428571,28.333199
"132","2020-10-207",19.9851351428571,20.9597621428571,19.3804611428571,19.1800634285714,19.3720777142857,20.0999127142857,20.7684018571429,19.9663521428571
"133","2020-10-302",15.4189785,16.2984669285714,16.0351775714286,14.9648430714286,14.4779858571429,15.5958032857143,15.5535787142857,14.6867446428571
"134","2020-10-609",29.3626528571429,30.4010685714286,29.0311405714286,28.9428818571429,29.8696851428571,30.3928652857143,30.7238578571429,29.9858501428571
"135","2020-10-702",27.3344994285714,27.4871587142857,26.214535,26.8611688571429,26.2397471428571,27.6804928571429,27.4713721428571,26.4348357142857
"136","2020-10-208",17.8992767142857,18.8019111428571,17.378673,17.3543307142857,17.242886,18.3598997142857,18.7014582857143,17.7710195714286
"137","2020-10-601",28.0268445714286,28.387591,27.7439701428571,28.2069102857143,29.0376322857143,29.0175047142857,29.7018874285714,29.5104871428571
"138","2020-10-104",22.8862748571429,23.8900998571429,22.9557862857143,22.5731428571429,23.3340558571429,23.7299602857143,24.407608,23.5281374285714
"139","2020-10-119",20.9175841428571,22.2024327142857,21.713736,20.852517,21.1011378571429,21.4759274285714,21.5053737142857,21.0330015714286
"140","2020-10-606",29.1598835714286,29.9436651428571,28.4638082857143,28.6948485714286,29.560783,30.0194124285714,29.8557505714286,29.3946462857143
"141","2020-10-216",25.4516075714286,25.9899254285714,24.4908402857143,24.7339491428571,24.4611525714286,25.9674671428571,26.1161847142857,24.8005041428571
"142","2020-10-210",26.8445111428571,27.251031,25.4469154285714,25.7124851428571,25.6681882857143,27.3342328571429,27.663852,26.108296
"143","2020-10-406",17.813189,18.6383517142857,17.5280868571429,17.3330542857143,17.0753364285714,18.193253,18.4122097142857,17.3592728571429
"144","2020-10-101",19.0226418571429,19.9938325714286,18.8877415714286,18.5092698571429,18.4605452857143,19.3736421428571,19.7265238571429,18.7752652857143
"145","2020-10-204",22.6294737142857,23.5073712857143,22.0349957142857,21.981599,22.459355,23.0014417142857,23.8292467142857,23.0600821428571
"146","2020-10-409",18.7630987142857,19.6631678571429,18.5452991428571,18.2408127142857,18.043677,19.0624292857143,19.3413825714286,18.3335055714286
"147","2020-10-405",17.8838701428571,18.7502491428571,17.5677578571429,17.3564672857143,17.1402724285714,18.2302937142857,18.4944545714286,17.4738465714286
"148","2020-10-202",20.7326827142857,21.4345607142857,19.8912312857143,20.3397265714286,20.4876557142857,21.2835948571429,21.8067472857143,21.0842365714286
"149","2020-10-109",19.21283,20.2202485714286,19.0353385714286,18.6554537142857,18.6746824285714,19.556297,19.9740118571429,19.0341771428571
"150","2020-10-404",17.3190057142857,18.187039,16.899626,16.7936732857143,16.6435932857143,17.7648987142857,18.0485435714286,17.0623942857143
"151","2020-10-503",25.316105,25.393599,23.147312,24.1588597142857,24.6974068571429,25.5947042857143,26.4203341428571,25.8908014285714
"152","2020-10-403",18.7630987142857,19.6631678571429,18.5452991428571,18.2408127142857,18.043677,19.0624292857143,19.3413825714286,18.3335055714286
"153","2020-10-410",26.5733777142857,26.9006548571429,25.4737022857143,25.6796422857143,25.2764901428571,26.9938117142857,26.885773,25.3276634285714
"154","2020-10-212",17.3364033571429,18.191142,16.7012765714286,16.8906442857143,16.8466708571429,17.8775265714286,18.25135,17.4091614285714
"155","2020-10-703",25.2983051428571,25.6508898571429,25.2576765714286,25.1538355714286,23.6510604285714,24.6318342857143,24.5261661428571,23.7812544285714
"156","2020-10-704",19.6527045714286,20.6461608571429,20.3208722857143,20.0038092857143,19.2286922857143,19.8301414285714,19.8749594285714,18.4318861428571
"157","2020-10-105",21.4763365714286,22.2960234285714,21.1641765714286,20.9941967142857,21.6599977142857,22.3401274285714,22.2148275714286,21.6566928571429
"158","2020-10-113",18.7630987142857,19.6631678571429,18.5452991428571,18.2408127142857,18.043677,19.0624292857143,19.3413825714286,18.3335055714286
"159","2020-10-508",22.8178677142857,22.9956648571429,20.9353607142857,21.5823508571429,22.3255364285714,23.6499192857143,24.3503977142857,22.8817471428571
"160","2020-10-305",19.7612888571429,20.4323642857143,20.0514594285714,19.381936,18.6154087142857,19.7777638571429,19.7450857142857,18.7651678571429
"161","2020-10-116",25.184149,26.0136448571429,25.1340655714286,24.9080382857143,25.8074072857143,26.0207705714286,26.8196508571429,26.0840045714286
"162","2020-10-213",28.3626557142857,28.4269918571429,26.7023881428571,27.1465204285714,27.9441201428571,29.0748242857143,29.5318897142857,28.4555038571429
"163","2020-10-111",16.426155,17.2300807142857,16.2630108571429,16.0199027142857,15.4853832857143,16.5481942142857,16.6943085714286,15.6951978571429
"164","2020-10-211",18.6767962857143,19.4527417142857,17.9680458571429,18.2963847142857,18.1654607142857,19.141418,19.540431,18.7210045714286
"165","2020-11-507",26.1342074285714,24.2254755714286,24.8724065714286,25.2110671428571,25.8848555714286,26.8583101428571,26.0126818571429,26.1223552857143
"166","2020-11-112",21.3987042857143,20.450103,19.9826848571429,20.5721438571429,21.1622897142857,21.7160362857143,20.7671921428571,20.9749141428571
"167","2020-11-201",20.086201,18.6714608571429,18.4838324285714,18.3523382857143,19.419128,19.7957075714286,18.8558397142857,18.9012875714286
"168","2020-11-110",17.6824944285714,16.6711231428571,16.2660878571429,16.4244497857143,17.2716932857143,17.6483517142857,16.7178185,16.7117244285714
"169","2020-11-306",15.598815,14.9418394285714,14.470363,13.8423629285714,14.7919418571429,14.8596998571429,14.0245961428571,13.7936471428571
"170","2020-11-106",17.3766552857143,16.5614035,16.0573057142857,16.5771097142857,17.2633441428571,17.6425788571429,16.7539680714286,16.8720241428571
"171","2020-11-205",21.8323372857143,20.3218225714286,20.0725135714286,20.3119154285714,20.9875861428571,21.7093807142857,20.8689488571429,21.1447022857143
"172","2020-11-504",27.3567202857143,24.9199047142857,24.9073067142857,26.1734724285714,27.850975,28.5085094285714,26.6444815714286,27.7295897142857
"173","2020-11-402",18.187039,16.899626,16.7936732857143,16.6435932857143,17.7648987142857,18.0485435714286,17.0623942857143,17.1053584285714
"174","2020-11-407",20.7800782857143,19.5078301428571,19.1583028571429,19.0323775714286,19.9980664285714,20.3865235714286,19.4199095714286,19.3934088571429
"175","2020-11-603",23.1728972857143,22.5085217142857,21.2395195714286,21.058328,21.7028854285714,22.005361,20.916124,20.2168758571429
"176","2020-11-505",28.4514998571429,26.5564552857143,26.8438812857143,28.1545797142857,29.0844512857143,29.6078671428571,28.9686718571429,29.2889354285714
"177","2020-11-301",17.8803348571429,17.2642121428571,16.4982148571429,16.075096,17.0403992857143,17.169128,16.259711,16.1130148571429
"178","2020-11-506",27.0258615714286,24.775811,25.1511342857143,25.9412411428571,27.2735655714286,28.0814862857143,26.5363528571429,27.2743635714286
"179","2020-11-610",29.4918828571429,28.3620927142857,28.0843304285714,28.0940671428571,28.7518458571429,29.3208355714286,28.0635364285714,28.3502191428571
"180","2020-11-608",20.0149124285714,19.3374132857143,18.6841007142857,18.6005402857143,19.4232537142857,19.7201818571429,18.7087188571429,18.7904975714286
"181","2020-11-118",19.027362,18.0754765714286,17.6945594285714,17.547152,18.5335634285714,18.7611252857143,17.7741228571429,17.6721878571429
"182","2020-11-103",16.8970272857143,16.1392948571429,15.5901078571429,15.6854785,16.5724514285714,16.8095605714286,15.8793208571429,15.821376
"183","2020-11-117",16.2489975714286,15.3935172857143,14.9175572857143,15.3029471428571,16.0279604285714,15.9089138571429,15.379858,15.336638
"184","2020-11-308",14.8266467857143,14.3082227142857,13.4762297142857,13.3615605714286,14.2816492857143,14.3584601428571,13.5208112857143,13.4486966428571
"185","2020-11-102",19.9938325714286,18.8877415714286,18.5092698571429,18.4605452857143,19.3736421428571,19.7265238571429,18.7752652857143,18.7232307142857
"186","2020-11-602",26.7022098571429,25.5153265714286,25.8074538571429,26.2703057142857,26.4916447142857,27.3025425714286,26.697003,27.5404568571429
"187","2020-11-408",20.3768138571429,19.048878,18.7665811428571,18.5823062857143,19.6216242857143,19.981928,19.0127468571429,19.0590368571429
"188","2020-11-611",29.4006162857143,28.612937,28.4501962857143,29.418275,29.548398,30.2612034285714,29.6788688571429,30.5152411428571
"189","2020-11-108",17.7457355714286,16.7769717142857,16.3923748571429,15.8660905,16.9120614285714,17.0981030714286,16.0832251428571,16.0109358571429
"190","2020-11-607",24.8224907142857,24.0368193142857,23.4011702,23.4960243142857,24.0888126857143,24.4088064571429,23.4109159714286,23.1997477714286
"191","2020-11-203",20.7762124285714,19.3057207142857,19.1168657142857,19.0281258571429,20.031357,20.4512952857143,19.5551952857143,19.6186031428571
"192","2020-11-215",27.773427,25.6570855714286,26.1948392857143,26.8722971428571,28.4489017142857,29.0056141428571,27.3908391428571,28.4012435714286
"193","2020-11-706",25.8458238571429,25.071404,25.1146254285714,23.9831395714286,25.3350041428571,25.2607692857143,24.1329334285714,24.1027087142857
"194","2020-11-401",16.2554938571429,14.992933,15.0619761428571,14.9373797142857,16.1500872857143,16.3631515714286,15.3530008571429,15.4100655714286
"195","2020-11-511",24.8901671428571,22.8907511428571,24.0578987142857,24.1729448571429,24.6530642857143,25.815004,24.9841472857143,25.114751
"196","2020-11-304",19.6343005714286,19.278098,18.3940295714286,17.5736108571429,18.677756,18.6524602857143,17.7573451428571,17.374721
"197","2020-11-510",27.8488398571429,26.0698611428571,26.2433182857143,26.8104047142857,27.8222928571429,28.3130478571429,27.4036691428571,27.5533398571429
