"","week_canton","ndvi_lag_8","ndvi_lag_7","ndvi_lag_6","ndvi_lag_5","ndvi_lag_4","ndvi_lag_3","ndvi_lag_2","ndvi_lag_1"
"24405","2025-50-305",0.70344360064121,0.694553158937464,0.772432378697236,0.799912684622903,0.788484255217926,0.797070744711566,0.818031771831058,0.8412
"24406","2025-50-507",0.381831952291738,0.492985642336326,0.684594187568046,0.776995191689878,0.754347568436481,0.73094352772103,0.728107736230641,0.7268
"24407","2025-50-504",0.82191706765744,0.7622874234204,0.699572477611326,0.713226133150148,0.759987384507309,0.807031507212807,0.822181489074513,0.8294
"24408","2025-50-506",0.80477286289297,0.812566851601162,0.821318145392842,0.820489383882553,0.808642094073473,0.802040988425664,0.783088042257388,0.7629
"24409","2025-50-505",0.885673589500783,0.880835748365507,0.866369045571404,0.866137297933529,0.871512866550078,0.883809038406276,0.861442205364594,0.8341
"24410","2025-50-511",0.695670479722915,0.810516681017238,0.814021139810073,0.829495002342307,0.811131003395691,0.823089556120317,0.821579460454831,0.8191
"24411","2025-50-510",0.905897582540922,0.880235940376548,0.897518654160796,0.911871211731387,0.891695095859588,0.899611349992994,0.902291524382585,0.9025
"24412","2025-50-501",0.790928884445241,0.793130271751139,0.790982221713668,0.765993405935024,0.751644947310878,0.744165396476113,0.733609589587625,0.7222
"24413","2025-50-509",0.826744416051539,0.828953522428431,0.837058805238877,0.856509836033419,0.850634256390967,0.846583702161836,0.847394277280324,0.8458
"24414","2025-50-502",0.802827370230191,0.788503792679618,0.780119954627712,0.780622797137667,0.786459352565085,0.782489249297306,0.782629286784458,0.7772
"24415","2025-50-503",0.859876352500448,0.854220663575633,0.874589069328005,0.867859570751642,0.860340232693281,0.858637332761433,0.839739610491767,0.8229
"24416","2025-50-508",0.180044707781613,0.314416870827188,0.193912000011835,0.258997949931981,0.488626754807116,0.81734030924983,0.844030307100874,0.8662
"24417","2025-50-402",0.78890885039853,0.736322009639225,0.843158790760505,0.878083418104731,0.878426663279249,0.902480141764502,0.916035395792963,0.9276
"24418","2025-50-407",0.511569331786636,0.495784798569102,0.460118246743052,0.429637325025458,0.398647426314898,0.399558210193959,0.418482035808482,0.4432
"24419","2025-50-408",0.554043315887792,0.524703148655143,0.52840702625017,0.52540935782535,0.536527302928055,0.569398768662579,0.551367260770498,0.5366
"24420","2025-50-401",0.178635146315401,0.283635632864688,0.687627800096195,0.750326299593001,0.793409248297261,0.903233226415115,0.899270279093382,0.8893
"24421","2025-50-406",0.589893267589283,0.539360311429808,0.5970329782057,0.640917743020426,0.70648303020878,0.73801904465766,0.707482882539331,0.6878
"24422","2025-50-409",0.375522227993191,0.422333382570426,0.477007141267022,0.466313925010871,0.408561248950539,0.3722813896028,0.387619008016653,0.4025
"24423","2025-50-405",0.855085998458774,0.826763159807317,0.809661419663796,0.81304411351339,0.811523641687563,0.834662593163029,0.819822318123304,0.8055
"24424","2025-50-404",0.840437883488347,0.786375020391334,0.804504097032015,0.798811199608356,0.766073212365354,0.81074473702419,0.835264841932854,0.8564
"24425","2025-50-403",0.731925559632338,0.680891758647661,0.67071644557547,0.673445910021759,0.679523611892925,0.693990522359487,0.684661029191646,0.6796
"24426","2025-50-410",0.785241970623086,0.688244010898879,0.60635431891814,0.627440291879969,0.728356210554335,0.812187919659563,0.813708179108217,0.8081
"24427","2025-50-706",0.838682240324556,0.826161097324414,0.807412116686777,0.810423360932356,0.828271281673696,0.839173445616306,0.831843157882182,0.8245
