"","precip_total","precip_min","precip_max","precip_mean","precip_median","week_canton"
"2235",11.080953,0,11.080953,1.58299328571429,0,"2020-51-504"
"2236",10.069604,0,10.069604,1.43851485714286,0,"2020-52-504"
"2237",0,0,0,0,0,"2021-1-504"
"2238",20.452034,0,20.452034,2.92171914285714,0,"2021-2-504"
"2239",0,0,0,0,0,"2021-3-504"
"2240",0,0,0,0,0,"2021-4-504"
"2241",0,0,0,0,0,"2021-5-504"
"2242",0,0,0,0,0,"2021-6-504"
"2243",5.375407,0,5.375407,0.767915285714286,0,"2021-7-504"
"2244",4.8368516,0,4.8368516,0.6909788,0,"2021-8-504"
"2245",0,0,0,0,0,"2021-9-504"
"2246",0,0,0,0,0,"2021-10-504"
"2247",3.195938,0,3.195938,0.456562571428571,0,"2021-11-504"
"2248",0,0,0,0,0,"2021-12-504"
"2249",4.4705343,0,4.4705343,0.638647757142857,0,"2021-13-504"
"2250",61.810026,0,23.642939,8.83000371428571,0,"2021-14-504"
"2251",88.00341,0,29.048296,12.5719157142857,14.524148,"2021-15-504"
"2252",39.6709474,0,26.658579,5.6672782,0,"2021-16-504"
"2253",66.085943,0,35.398354,9.440849,0,"2021-17-504"
"2254",97.887189,0,53.097534,13.9838841428571,0,"2021-18-504"
"2255",22.232174,0,22.232174,3.17602485714286,0,"2021-19-504"
"2256",4.990341,0,3.326894,0.712905857142857,0,"2021-20-504"
"2257",17.443837,0,7.890195,2.49197671428571,1.663447,"2021-21-504"
"2258",0,0,0,0,0,"2021-22-504"
"2259",64.105016,0,19.568644,9.15785942857143,9.784322,"2021-23-504"
"2260",105.289752,0,24.967728,15.0413931428571,18.725796,"2021-24-504"
"2261",40.248954,0,8.131058,5.74985057142857,7.92789,"2021-25-504"
"2262",71.4054527,4.9617367,15.85578,10.2007789571429,9.923473,"2021-26-504"
"2263",109.902869,0,26.17195,15.7004098571429,17.447966,"2021-27-504"
"2264",36.0570426,0,21.463547,5.15100608571429,0,"2021-28-504"
"2265",54.510963,0,22.712902,7.78728042857143,0,"2021-29-504"
"2266",24.680837,0,18.462654,3.52583385714286,1.2436366,"2021-30-504"
"2267",127.209535,0,64.619286,18.1727907142857,8.724067,"2021-31-504"
"2268",206.548967,0,56.5214,29.5069952857143,28.2607,"2021-32-504"
"2269",164.640665,0,44.45432,23.520095,18.933006,"2021-33-504"
"2270",138.023092,0,66.68147,19.7175845714286,13.443651,"2021-34-504"
"2271",55.421821,0,26.887302,7.917403,0,"2021-35-504"
"2272",82.787223,3.7890842,20.553648,11.8267461428571,11.367253,"2021-36-504"
"2273",156.226126,0,61.660942,22.318018,14.101817,"2021-37-504"
"2274",58.2341638,0,17.837013,8.31916625714286,5.0995064,"2021-38-504"
"2275",68.994644,0,21.119562,9.85637771428571,10.559781,"2021-39-504"
"2276",93.967412,0,41.703815,13.423916,10.559781,"2021-40-504"
"2277",109.9114786,0,39.577423,15.7016398,19.788712,"2021-41-504"
"2278",18.279866,0,7.3119464,2.61140942857143,0,"2021-42-504"
"2279",87.05141,0,34.820564,12.4359157142857,17.410282,"2021-43-504"
"2280",9.442405,0,5.7467656,1.348915,0,"2021-44-504"
"2281",0,0,0,0,0,"2021-45-504"
"2282",7.975233,0,3.9876165,1.139319,0,"2021-46-504"
"2283",9.130608,0,9.130608,1.30437257142857,0,"2021-47-504"
"2284",0,0,0,0,0,"2021-48-504"
"2285",0,0,0,0,0,"2021-49-504"
"2286",14.7555524,0,5.612947,2.10793605714286,0,"2021-50-504"
"2287",0,0,0,0,0,"2021-51-504"
"2288",0,0,0,0,0,"2021-52-504"
"2289",4.0024185,0,4.0024185,0.571774071428571,0,"2022-1-504"
"2290",0,0,0,0,0,"2022-2-504"
"2291",0,0,0,0,0,"2022-3-504"
"2292",0,0,0,0,0,"2022-4-504"
"2293",10.0945366,0,5.742265,1.44207665714286,0,"2022-5-504"
"2294",0,0,0,0,0,"2022-6-504"
"2295",4.1147876,0,4.1147876,0.5878268,0,"2022-7-504"
"2296",0,0,0,0,0,"2022-8-504"
"2297",5.134447,0,5.134447,0.733492428571428,0,"2022-9-504"
"2298",0,0,0,0,0,"2022-10-504"
"2299",0,0,0,0,0,"2022-11-504"
"2300",4.3182516,0,4.3182516,0.616893085714286,0,"2022-12-504"
"2301",0,0,0,0,0,"2022-13-504"
"2302",8.6146975,0,5.456095,1.23067107142857,0,"2022-14-504"
"2303",0,0,0,0,0,"2022-15-504"
"2304",24.7904913,0,15.515894,3.54149875714286,1.5166503,"2022-16-504"
"2305",49.4044873,0,9.321959,7.0577839,9.019684,"2022-17-504"
"2306",59.888895,0,15.873438,8.55555642857143,9.019684,"2022-18-504"
"2307",33.182434,0,15.873438,4.74034771428571,0,"2022-19-504"
"2308",80.7541986,0,29.73824,11.5363140857143,11.895295,"2022-20-504"
"2309",92.806661,0,30.660147,13.2580944285714,13.494158,"2022-21-504"
"2310",146.2763436,4.4980526,56.90665,20.8966205142857,18.968884,"2022-22-504"
"2311",144.454378,11.73347,35.20041,20.6363397142857,13.559839,"2022-23-504"
"2312",61.0129022,0,15.229575,8.71612888571429,6.7799196,"2022-24-504"
