"","group","busquedas","week_canton"
"60892","mobility_finance",0,"2023-36-706"
"60893","water",0,"2023-36-101"
"60894","water",0,"2023-36-102"
"60895","water",0,"2023-36-103"
"60896","water",0,"2023-36-104"
"60897","water",0,"2023-36-105"
"60898","water",0,"2023-36-106"
"60899","water",0,"2023-36-107"
"60900","water",0,"2023-36-108"
"60901","water",0,"2023-36-109"
"60902","water",0,"2023-36-110"
"60903","water",0,"2023-36-111"
"60904","water",0,"2023-36-112"
"60905","water",0,"2023-36-113"
"60906","water",0,"2023-36-114"
"60907","water",0,"2023-36-115"
"60908","water",0,"2023-36-116"
"60909","water",0,"2023-36-117"
"60910","water",0,"2023-36-118"
"60911","water",0,"2023-36-119"
"60912","water",0,"2023-36-120"
"60913","water",0,"2023-36-201"
"60914","water",0,"2023-36-202"
"60915","water",0,"2023-36-203"
"60916","water",0,"2023-36-204"
"60917","water",0,"2023-36-205"
"60918","water",0,"2023-36-206"
"60919","water",0,"2023-36-207"
"60920","water",0,"2023-36-208"
"60921","water",0,"2023-36-209"
"60922","water",0,"2023-36-210"
"60923","water",0,"2023-36-211"
"60924","water",0,"2023-36-212"
"60925","water",0,"2023-36-213"
"60926","water",0,"2023-36-214"
"60927","water",0,"2023-36-215"
"60928","water",0,"2023-36-216"
"60929","water",0,"2023-36-301"
"60930","water",0,"2023-36-302"
"60931","water",0,"2023-36-303"
"60932","water",0,"2023-36-304"
"60933","water",0,"2023-36-305"
"60934","water",0,"2023-36-306"
"60935","water",0,"2023-36-307"
"60936","water",0,"2023-36-308"
"60937","water",0,"2023-36-401"
"60938","water",0,"2023-36-402"
"60939","water",0,"2023-36-403"
"60940","water",0,"2023-36-404"
"60941","water",0,"2023-36-405"
"60942","water",0,"2023-36-406"
"60943","water",0,"2023-36-407"
"60944","water",0,"2023-36-408"
"60945","water",0,"2023-36-409"
"60946","water",0,"2023-36-410"
"60947","water",0,"2023-36-501"
"60948","water",0,"2023-36-502"
"60949","water",0,"2023-36-503"
"60950","water",0,"2023-36-504"
"60951","water",0,"2023-36-505"
"60952","water",0,"2023-36-506"
"60953","water",0,"2023-36-507"
"60954","water",0,"2023-36-508"
"60955","water",0,"2023-36-509"
"60956","water",0,"2023-36-510"
"60957","water",0,"2023-36-511"
"60958","water",0,"2023-36-601"
"60959","water",0,"2023-36-602"
"60960","water",0,"2023-36-603"
"60961","water",0,"2023-36-604"
"60962","water",0,"2023-36-605"
"60963","water",0,"2023-36-606"
"60964","water",0,"2023-36-607"
"60965","water",0,"2023-36-608"
"60966","water",0,"2023-36-609"
"60967","water",0,"2023-36-610"
"60968","water",0,"2023-36-611"
"60969","water",0,"2023-36-701"
"60970","water",0,"2023-36-702"
"60971","water",0,"2023-36-703"
"60972","water",0,"2023-36-704"
"60973","water",0,"2023-36-705"
"60974","water",0,"2023-36-706"
"60975","dengue_spread",0,"2023-37-101"
"60976","dengue_spread",0,"2023-37-102"
"60977","dengue_spread",0,"2023-37-103"
"60978","dengue_spread",0,"2023-37-104"
"60979","dengue_spread",0,"2023-37-105"
"60980","dengue_spread",0,"2023-37-106"
"60981","dengue_spread",0,"2023-37-107"
"60982","dengue_spread",0,"2023-37-108"
"60983","dengue_spread",0,"2023-37-109"
"60984","dengue_spread",0,"2023-37-110"
"60985","dengue_spread",0,"2023-37-111"
"60986","dengue_spread",0,"2023-37-112"
"60987","dengue_spread",0,"2023-37-113"
"60988","dengue_spread",0,"2023-37-114"
"60989","dengue_spread",0,"2023-37-115"
"60990","dengue_spread",0,"2023-37-116"
"60991","dengue_spread",0,"2023-37-117"
"60992","dengue_spread",0,"2023-37-118"
"60993","dengue_spread",0,"2023-37-119"
"60994","dengue_spread",0,"2023-37-120"
"60995","dengue_spread",0,"2023-37-201"
"60996","dengue_spread",0,"2023-37-202"
"60997","dengue_spread",0,"2023-37-203"
"60998","dengue_spread",0,"2023-37-204"
"60999","dengue_spread",0,"2023-37-205"
"61000","dengue_spread",0,"2023-37-206"
"61001","dengue_spread",0,"2023-37-207"
"61002","dengue_spread",0,"2023-37-208"
"61003","dengue_spread",0,"2023-37-209"
"61004","dengue_spread",0,"2023-37-210"
"61005","dengue_spread",0,"2023-37-211"
"61006","dengue_spread",0,"2023-37-212"
"61007","dengue_spread",0,"2023-37-213"
"61008","dengue_spread",0,"2023-37-214"
"61009","dengue_spread",0,"2023-37-215"
"61010","dengue_spread",0,"2023-37-216"
"61011","dengue_spread",0,"2023-37-301"
"61012","dengue_spread",0,"2023-37-302"
"61013","dengue_spread",0,"2023-37-303"
"61014","dengue_spread",0,"2023-37-304"
"61015","dengue_spread",0,"2023-37-305"
"61016","dengue_spread",0,"2023-37-306"
"61017","dengue_spread",0,"2023-37-307"
"61018","dengue_spread",0,"2023-37-308"
"61019","dengue_spread",0,"2023-37-401"
"61020","dengue_spread",0,"2023-37-402"
"61021","dengue_spread",0,"2023-37-403"
"61022","dengue_spread",0,"2023-37-404"
"61023","dengue_spread",0,"2023-37-405"
"61024","dengue_spread",0,"2023-37-406"
"61025","dengue_spread",0,"2023-37-407"
"61026","dengue_spread",0,"2023-37-408"
"61027","dengue_spread",0,"2023-37-409"
"61028","dengue_spread",0,"2023-37-410"
"61029","dengue_spread",0,"2023-37-501"
"61030","dengue_spread",0,"2023-37-502"
"61031","dengue_spread",0,"2023-37-503"
"61032","dengue_spread",0,"2023-37-504"
"61033","dengue_spread",0,"2023-37-505"
"61034","dengue_spread",0,"2023-37-506"
"61035","dengue_spread",0,"2023-37-507"
"61036","dengue_spread",0,"2023-37-508"
"61037","dengue_spread",0,"2023-37-509"
"61038","dengue_spread",0,"2023-37-510"
"61039","dengue_spread",0,"2023-37-511"
"61040","dengue_spread",0,"2023-37-601"
"61041","dengue_spread",0,"2023-37-602"
"61042","dengue_spread",0,"2023-37-603"
"61043","dengue_spread",0,"2023-37-604"
"61044","dengue_spread",0,"2023-37-605"
"61045","dengue_spread",0,"2023-37-606"
"61046","dengue_spread",0,"2023-37-607"
"61047","dengue_spread",0,"2023-37-608"
"61048","dengue_spread",0,"2023-37-609"
"61049","dengue_spread",0,"2023-37-610"
"61050","dengue_spread",0,"2023-37-611"
"61051","dengue_spread",0,"2023-37-701"
"61052","dengue_spread",0,"2023-37-702"
"61053","dengue_spread",0,"2023-37-703"
"61054","dengue_spread",0,"2023-37-704"
"61055","dengue_spread",0,"2023-37-705"
"61056","dengue_spread",0,"2023-37-706"
"61057","employment",48.5,"2023-37-101"
"61058","employment",48.5,"2023-37-102"
"61059","employment",48.5,"2023-37-103"
"61060","employment",48.5,"2023-37-104"
"61061","employment",48.5,"2023-37-105"
"61062","employment",48.5,"2023-37-106"
"61063","employment",48.5,"2023-37-107"
"61064","employment",48.5,"2023-37-108"
"61065","employment",48.5,"2023-37-109"
"61066","employment",48.5,"2023-37-110"
"61067","employment",48.5,"2023-37-111"
"61068","employment",48.5,"2023-37-112"
"61069","employment",48.5,"2023-37-113"
"61070","employment",48.5,"2023-37-114"
"61071","employment",48.5,"2023-37-115"
"61072","employment",48.5,"2023-37-116"
"61073","employment",48.5,"2023-37-117"
"61074","employment",48.5,"2023-37-118"
"61075","employment",48.5,"2023-37-119"
"61076","employment",48.5,"2023-37-120"
"61077","employment",57,"2023-37-201"
"61078","employment",57,"2023-37-202"
"61079","employment",57,"2023-37-203"
"61080","employment",57,"2023-37-204"
"61081","employment",57,"2023-37-205"
"61082","employment",57,"2023-37-206"
"61083","employment",57,"2023-37-207"
"61084","employment",57,"2023-37-208"
"61085","employment",57,"2023-37-209"
"61086","employment",57,"2023-37-210"
"61087","employment",57,"2023-37-211"
"61088","employment",57,"2023-37-212"
"61089","employment",57,"2023-37-213"
"61090","employment",57,"2023-37-214"
"61091","employment",57,"2023-37-215"
"61092","employment",57,"2023-37-216"
"61093","employment",0,"2023-37-301"
"61094","employment",0,"2023-37-302"
"61095","employment",0,"2023-37-303"
"61096","employment",0,"2023-37-304"
"61097","employment",0,"2023-37-305"
"61098","employment",0,"2023-37-306"
"61099","employment",0,"2023-37-307"
"61100","employment",0,"2023-37-308"
"61101","employment",60.4,"2023-37-401"
"61102","employment",60.4,"2023-37-402"
"61103","employment",60.4,"2023-37-403"
"61104","employment",60.4,"2023-37-404"
"61105","employment",60.4,"2023-37-405"
"61106","employment",60.4,"2023-37-406"
"61107","employment",60.4,"2023-37-407"
"61108","employment",60.4,"2023-37-408"
"61109","employment",60.4,"2023-37-409"
"61110","employment",60.4,"2023-37-410"
"61111","employment",0,"2023-37-501"
"61112","employment",0,"2023-37-502"
"61113","employment",0,"2023-37-503"
"61114","employment",0,"2023-37-504"
"61115","employment",0,"2023-37-505"
"61116","employment",0,"2023-37-506"
"61117","employment",0,"2023-37-507"
"61118","employment",0,"2023-37-508"
"61119","employment",0,"2023-37-509"
"61120","employment",0,"2023-37-510"
"61121","employment",0,"2023-37-511"
"61122","employment",0,"2023-37-601"
"61123","employment",0,"2023-37-602"
"61124","employment",0,"2023-37-603"
"61125","employment",0,"2023-37-604"
"61126","employment",0,"2023-37-605"
"61127","employment",0,"2023-37-606"
"61128","employment",0,"2023-37-607"
"61129","employment",0,"2023-37-608"
"61130","employment",0,"2023-37-609"
"61131","employment",0,"2023-37-610"
"61132","employment",0,"2023-37-611"
"61133","employment",0,"2023-37-701"
"61134","employment",0,"2023-37-702"
"61135","employment",0,"2023-37-703"
"61136","employment",0,"2023-37-704"
"61137","employment",0,"2023-37-705"
"61138","employment",0,"2023-37-706"
"61139","mobility_finance",10.7,"2023-37-101"
"61140","mobility_finance",10.7,"2023-37-102"
"61141","mobility_finance",10.7,"2023-37-103"
"61142","mobility_finance",10.7,"2023-37-104"
"61143","mobility_finance",10.7,"2023-37-105"
"61144","mobility_finance",10.7,"2023-37-106"
"61145","mobility_finance",10.7,"2023-37-107"
"61146","mobility_finance",10.7,"2023-37-108"
"61147","mobility_finance",10.7,"2023-37-109"
"61148","mobility_finance",10.7,"2023-37-110"
"61149","mobility_finance",10.7,"2023-37-111"
"61150","mobility_finance",10.7,"2023-37-112"
"61151","mobility_finance",10.7,"2023-37-113"
"61152","mobility_finance",10.7,"2023-37-114"
"61153","mobility_finance",10.7,"2023-37-115"
"61154","mobility_finance",10.7,"2023-37-116"
"61155","mobility_finance",10.7,"2023-37-117"
"61156","mobility_finance",10.7,"2023-37-118"
"61157","mobility_finance",10.7,"2023-37-119"
"61158","mobility_finance",10.7,"2023-37-120"
"61159","mobility_finance",0,"2023-37-201"
"61160","mobility_finance",0,"2023-37-202"
"61161","mobility_finance",0,"2023-37-203"
"61162","mobility_finance",0,"2023-37-204"
"61163","mobility_finance",0,"2023-37-205"
"61164","mobility_finance",0,"2023-37-206"
"61165","mobility_finance",0,"2023-37-207"
"61166","mobility_finance",0,"2023-37-208"
"61167","mobility_finance",0,"2023-37-209"
"61168","mobility_finance",0,"2023-37-210"
"61169","mobility_finance",0,"2023-37-211"
"61170","mobility_finance",0,"2023-37-212"
"61171","mobility_finance",0,"2023-37-213"
"61172","mobility_finance",0,"2023-37-214"
"61173","mobility_finance",0,"2023-37-215"
"61174","mobility_finance",0,"2023-37-216"
"61175","mobility_finance",0,"2023-37-301"
"61176","mobility_finance",0,"2023-37-302"
"61177","mobility_finance",0,"2023-37-303"
"61178","mobility_finance",0,"2023-37-304"
"61179","mobility_finance",0,"2023-37-305"
"61180","mobility_finance",0,"2023-37-306"
"61181","mobility_finance",0,"2023-37-307"
"61182","mobility_finance",0,"2023-37-308"
"61183","mobility_finance",0,"2023-37-401"
"61184","mobility_finance",0,"2023-37-402"
"61185","mobility_finance",0,"2023-37-403"
"61186","mobility_finance",0,"2023-37-404"
"61187","mobility_finance",0,"2023-37-405"
"61188","mobility_finance",0,"2023-37-406"
"61189","mobility_finance",0,"2023-37-407"
"61190","mobility_finance",0,"2023-37-408"
"61191","mobility_finance",0,"2023-37-409"
"61192","mobility_finance",0,"2023-37-410"
"61193","mobility_finance",0,"2023-37-501"
"61194","mobility_finance",0,"2023-37-502"
"61195","mobility_finance",0,"2023-37-503"
"61196","mobility_finance",0,"2023-37-504"
"61197","mobility_finance",0,"2023-37-505"
"61198","mobility_finance",0,"2023-37-506"
"61199","mobility_finance",0,"2023-37-507"
"61200","mobility_finance",0,"2023-37-508"
"61201","mobility_finance",0,"2023-37-509"
"61202","mobility_finance",0,"2023-37-510"
"61203","mobility_finance",0,"2023-37-511"
"61204","mobility_finance",0,"2023-37-601"
"61205","mobility_finance",0,"2023-37-602"
"61206","mobility_finance",0,"2023-37-603"
"61207","mobility_finance",0,"2023-37-604"
"61208","mobility_finance",0,"2023-37-605"
"61209","mobility_finance",0,"2023-37-606"
"61210","mobility_finance",0,"2023-37-607"
"61211","mobility_finance",0,"2023-37-608"
"61212","mobility_finance",0,"2023-37-609"
"61213","mobility_finance",0,"2023-37-610"
"61214","mobility_finance",0,"2023-37-611"
"61215","mobility_finance",0,"2023-37-701"
"61216","mobility_finance",0,"2023-37-702"
"61217","mobility_finance",0,"2023-37-703"
"61218","mobility_finance",0,"2023-37-704"
"61219","mobility_finance",0,"2023-37-705"
"61220","mobility_finance",0,"2023-37-706"
"61221","water",0,"2023-37-101"
"61222","water",0,"2023-37-102"
"61223","water",0,"2023-37-103"
"61224","water",0,"2023-37-104"
"61225","water",0,"2023-37-105"
"61226","water",0,"2023-37-106"
"61227","water",0,"2023-37-107"
"61228","water",0,"2023-37-108"
"61229","water",0,"2023-37-109"
"61230","water",0,"2023-37-110"
"61231","water",0,"2023-37-111"
"61232","water",0,"2023-37-112"
"61233","water",0,"2023-37-113"
"61234","water",0,"2023-37-114"
"61235","water",0,"2023-37-115"
"61236","water",0,"2023-37-116"
"61237","water",0,"2023-37-117"
"61238","water",0,"2023-37-118"
"61239","water",0,"2023-37-119"
"61240","water",0,"2023-37-120"
"61241","water",0,"2023-37-201"
"61242","water",0,"2023-37-202"
"61243","water",0,"2023-37-203"
"61244","water",0,"2023-37-204"
"61245","water",0,"2023-37-205"
"61246","water",0,"2023-37-206"
"61247","water",0,"2023-37-207"
"61248","water",0,"2023-37-208"
"61249","water",0,"2023-37-209"
"61250","water",0,"2023-37-210"
"61251","water",0,"2023-37-211"
"61252","water",0,"2023-37-212"
"61253","water",0,"2023-37-213"
"61254","water",0,"2023-37-214"
"61255","water",0,"2023-37-215"
"61256","water",0,"2023-37-216"
"61257","water",0,"2023-37-301"
"61258","water",0,"2023-37-302"
"61259","water",0,"2023-37-303"
"61260","water",0,"2023-37-304"
"61261","water",0,"2023-37-305"
"61262","water",0,"2023-37-306"
"61263","water",0,"2023-37-307"
"61264","water",0,"2023-37-308"
"61265","water",0,"2023-37-401"
"61266","water",0,"2023-37-402"
"61267","water",0,"2023-37-403"
"61268","water",0,"2023-37-404"
"61269","water",0,"2023-37-405"
"61270","water",0,"2023-37-406"
"61271","water",0,"2023-37-407"
"61272","water",0,"2023-37-408"
"61273","water",0,"2023-37-409"
"61274","water",0,"2023-37-410"
"61275","water",0,"2023-37-501"
"61276","water",0,"2023-37-502"
"61277","water",0,"2023-37-503"
"61278","water",0,"2023-37-504"
"61279","water",0,"2023-37-505"
"61280","water",0,"2023-37-506"
"61281","water",0,"2023-37-507"
"61282","water",0,"2023-37-508"
"61283","water",0,"2023-37-509"
"61284","water",0,"2023-37-510"
"61285","water",0,"2023-37-511"
"61286","water",0,"2023-37-601"
"61287","water",0,"2023-37-602"
"61288","water",0,"2023-37-603"
"61289","water",0,"2023-37-604"
"61290","water",0,"2023-37-605"
"61291","water",0,"2023-37-606"
"61292","water",0,"2023-37-607"
"61293","water",0,"2023-37-608"
"61294","water",0,"2023-37-609"
"61295","water",0,"2023-37-610"
"61296","water",0,"2023-37-611"
"61297","water",0,"2023-37-701"
"61298","water",0,"2023-37-702"
"61299","water",0,"2023-37-703"
"61300","water",0,"2023-37-704"
"61301","water",0,"2023-37-705"
"61302","water",0,"2023-37-706"
"61303","dengue_spread",0,"2023-38-101"
"61304","dengue_spread",0,"2023-38-102"
"61305","dengue_spread",0,"2023-38-103"
"61306","dengue_spread",0,"2023-38-104"
"61307","dengue_spread",0,"2023-38-105"
"61308","dengue_spread",0,"2023-38-106"
"61309","dengue_spread",0,"2023-38-107"
"61310","dengue_spread",0,"2023-38-108"
"61311","dengue_spread",0,"2023-38-109"
"61312","dengue_spread",0,"2023-38-110"
"61313","dengue_spread",0,"2023-38-111"
"61314","dengue_spread",0,"2023-38-112"
"61315","dengue_spread",0,"2023-38-113"
"61316","dengue_spread",0,"2023-38-114"
"61317","dengue_spread",0,"2023-38-115"
"61318","dengue_spread",0,"2023-38-116"
"61319","dengue_spread",0,"2023-38-117"
"61320","dengue_spread",0,"2023-38-118"
"61321","dengue_spread",0,"2023-38-119"
"61322","dengue_spread",0,"2023-38-120"
"61323","dengue_spread",0,"2023-38-201"
"61324","dengue_spread",0,"2023-38-202"
"61325","dengue_spread",0,"2023-38-203"
"61326","dengue_spread",0,"2023-38-204"
"61327","dengue_spread",0,"2023-38-205"
"61328","dengue_spread",0,"2023-38-206"
"61329","dengue_spread",0,"2023-38-207"
"61330","dengue_spread",0,"2023-38-208"
"61331","dengue_spread",0,"2023-38-209"
"61332","dengue_spread",0,"2023-38-210"
"61333","dengue_spread",0,"2023-38-211"
"61334","dengue_spread",0,"2023-38-212"
"61335","dengue_spread",0,"2023-38-213"
"61336","dengue_spread",0,"2023-38-214"
"61337","dengue_spread",0,"2023-38-215"
"61338","dengue_spread",0,"2023-38-216"
"61339","dengue_spread",0,"2023-38-301"
"61340","dengue_spread",0,"2023-38-302"
"61341","dengue_spread",0,"2023-38-303"
"61342","dengue_spread",0,"2023-38-304"
"61343","dengue_spread",0,"2023-38-305"
"61344","dengue_spread",0,"2023-38-306"
"61345","dengue_spread",0,"2023-38-307"
"61346","dengue_spread",0,"2023-38-308"
"61347","dengue_spread",0,"2023-38-401"
"61348","dengue_spread",0,"2023-38-402"
"61349","dengue_spread",0,"2023-38-403"
"61350","dengue_spread",0,"2023-38-404"
"61351","dengue_spread",0,"2023-38-405"
"61352","dengue_spread",0,"2023-38-406"
"61353","dengue_spread",0,"2023-38-407"
"61354","dengue_spread",0,"2023-38-408"
"61355","dengue_spread",0,"2023-38-409"
"61356","dengue_spread",0,"2023-38-410"
"61357","dengue_spread",0,"2023-38-501"
"61358","dengue_spread",0,"2023-38-502"
"61359","dengue_spread",0,"2023-38-503"
"61360","dengue_spread",0,"2023-38-504"
"61361","dengue_spread",0,"2023-38-505"
"61362","dengue_spread",0,"2023-38-506"
"61363","dengue_spread",0,"2023-38-507"
"61364","dengue_spread",0,"2023-38-508"
"61365","dengue_spread",0,"2023-38-509"
"61366","dengue_spread",0,"2023-38-510"
"61367","dengue_spread",0,"2023-38-511"
"61368","dengue_spread",0,"2023-38-601"
"61369","dengue_spread",0,"2023-38-602"
"61370","dengue_spread",0,"2023-38-603"
"61371","dengue_spread",0,"2023-38-604"
"61372","dengue_spread",0,"2023-38-605"
"61373","dengue_spread",0,"2023-38-606"
"61374","dengue_spread",0,"2023-38-607"
"61375","dengue_spread",0,"2023-38-608"
"61376","dengue_spread",0,"2023-38-609"
"61377","dengue_spread",0,"2023-38-610"
"61378","dengue_spread",0,"2023-38-611"
"61379","dengue_spread",0,"2023-38-701"
"61380","dengue_spread",0,"2023-38-702"
"61381","dengue_spread",0,"2023-38-703"
"61382","dengue_spread",0,"2023-38-704"
"61383","dengue_spread",0,"2023-38-705"
"61384","dengue_spread",0,"2023-38-706"
"61385","employment",41.8,"2023-38-101"
"61386","employment",41.8,"2023-38-102"
"61387","employment",41.8,"2023-38-103"
"61388","employment",41.8,"2023-38-104"
"61389","employment",41.8,"2023-38-105"
"61390","employment",41.8,"2023-38-106"
"61391","employment",41.8,"2023-38-107"
"61392","employment",41.8,"2023-38-108"
"61393","employment",41.8,"2023-38-109"
"61394","employment",41.8,"2023-38-110"
"61395","employment",41.8,"2023-38-111"
"61396","employment",41.8,"2023-38-112"
"61397","employment",41.8,"2023-38-113"
"61398","employment",41.8,"2023-38-114"
"61399","employment",41.8,"2023-38-115"
"61400","employment",41.8,"2023-38-116"
"61401","employment",41.8,"2023-38-117"
"61402","employment",41.8,"2023-38-118"
"61403","employment",41.8,"2023-38-119"
"61404","employment",41.8,"2023-38-120"
"61405","employment",62,"2023-38-201"
"61406","employment",62,"2023-38-202"
"61407","employment",62,"2023-38-203"
"61408","employment",62,"2023-38-204"
"61409","employment",62,"2023-38-205"
"61410","employment",62,"2023-38-206"
"61411","employment",62,"2023-38-207"
"61412","employment",62,"2023-38-208"
"61413","employment",62,"2023-38-209"
"61414","employment",62,"2023-38-210"
"61415","employment",62,"2023-38-211"
"61416","employment",62,"2023-38-212"
"61417","employment",62,"2023-38-213"
"61418","employment",62,"2023-38-214"
"61419","employment",62,"2023-38-215"
"61420","employment",62,"2023-38-216"
"61421","employment",73.1,"2023-38-301"
"61422","employment",73.1,"2023-38-302"
"61423","employment",73.1,"2023-38-303"
"61424","employment",73.1,"2023-38-304"
"61425","employment",73.1,"2023-38-305"
"61426","employment",73.1,"2023-38-306"
"61427","employment",73.1,"2023-38-307"
"61428","employment",73.1,"2023-38-308"
"61429","employment",42.9,"2023-38-401"
"61430","employment",42.9,"2023-38-402"
"61431","employment",42.9,"2023-38-403"
"61432","employment",42.9,"2023-38-404"
"61433","employment",42.9,"2023-38-405"
"61434","employment",42.9,"2023-38-406"
"61435","employment",42.9,"2023-38-407"
"61436","employment",42.9,"2023-38-408"
"61437","employment",42.9,"2023-38-409"
"61438","employment",42.9,"2023-38-410"
"61439","employment",0,"2023-38-501"
"61440","employment",0,"2023-38-502"
"61441","employment",0,"2023-38-503"
"61442","employment",0,"2023-38-504"
"61443","employment",0,"2023-38-505"
"61444","employment",0,"2023-38-506"
"61445","employment",0,"2023-38-507"
"61446","employment",0,"2023-38-508"
"61447","employment",0,"2023-38-509"
"61448","employment",0,"2023-38-510"
"61449","employment",0,"2023-38-511"
"61450","employment",0,"2023-38-601"
"61451","employment",0,"2023-38-602"
"61452","employment",0,"2023-38-603"
"61453","employment",0,"2023-38-604"
"61454","employment",0,"2023-38-605"
"61455","employment",0,"2023-38-606"
"61456","employment",0,"2023-38-607"
"61457","employment",0,"2023-38-608"
"61458","employment",0,"2023-38-609"
"61459","employment",0,"2023-38-610"
"61460","employment",0,"2023-38-611"
"61461","employment",0,"2023-38-701"
"61462","employment",0,"2023-38-702"
"61463","employment",0,"2023-38-703"
"61464","employment",0,"2023-38-704"
"61465","employment",0,"2023-38-705"
"61466","employment",0,"2023-38-706"
"61467","mobility_finance",10.5,"2023-38-101"
"61468","mobility_finance",10.5,"2023-38-102"
"61469","mobility_finance",10.5,"2023-38-103"
"61470","mobility_finance",10.5,"2023-38-104"
"61471","mobility_finance",10.5,"2023-38-105"
"61472","mobility_finance",10.5,"2023-38-106"
"61473","mobility_finance",10.5,"2023-38-107"
"61474","mobility_finance",10.5,"2023-38-108"
"61475","mobility_finance",10.5,"2023-38-109"
"61476","mobility_finance",10.5,"2023-38-110"
"61477","mobility_finance",10.5,"2023-38-111"
"61478","mobility_finance",10.5,"2023-38-112"
"61479","mobility_finance",10.5,"2023-38-113"
"61480","mobility_finance",10.5,"2023-38-114"
"61481","mobility_finance",10.5,"2023-38-115"
"61482","mobility_finance",10.5,"2023-38-116"
"61483","mobility_finance",10.5,"2023-38-117"
"61484","mobility_finance",10.5,"2023-38-118"
"61485","mobility_finance",10.5,"2023-38-119"
"61486","mobility_finance",10.5,"2023-38-120"
"61487","mobility_finance",0,"2023-38-201"
"61488","mobility_finance",0,"2023-38-202"
"61489","mobility_finance",0,"2023-38-203"
"61490","mobility_finance",0,"2023-38-204"
"61491","mobility_finance",0,"2023-38-205"
"61492","mobility_finance",0,"2023-38-206"
"61493","mobility_finance",0,"2023-38-207"
"61494","mobility_finance",0,"2023-38-208"
"61495","mobility_finance",0,"2023-38-209"
"61496","mobility_finance",0,"2023-38-210"
"61497","mobility_finance",0,"2023-38-211"
"61498","mobility_finance",0,"2023-38-212"
"61499","mobility_finance",0,"2023-38-213"
"61500","mobility_finance",0,"2023-38-214"
"61501","mobility_finance",0,"2023-38-215"
"61502","mobility_finance",0,"2023-38-216"
"61503","mobility_finance",0,"2023-38-301"
"61504","mobility_finance",0,"2023-38-302"
"61505","mobility_finance",0,"2023-38-303"
"61506","mobility_finance",0,"2023-38-304"
"61507","mobility_finance",0,"2023-38-305"
"61508","mobility_finance",0,"2023-38-306"
"61509","mobility_finance",0,"2023-38-307"
"61510","mobility_finance",0,"2023-38-308"
"61511","mobility_finance",0,"2023-38-401"
"61512","mobility_finance",0,"2023-38-402"
"61513","mobility_finance",0,"2023-38-403"
"61514","mobility_finance",0,"2023-38-404"
"61515","mobility_finance",0,"2023-38-405"
"61516","mobility_finance",0,"2023-38-406"
"61517","mobility_finance",0,"2023-38-407"
"61518","mobility_finance",0,"2023-38-408"
"61519","mobility_finance",0,"2023-38-409"
"61520","mobility_finance",0,"2023-38-410"
"61521","mobility_finance",0,"2023-38-501"
"61522","mobility_finance",0,"2023-38-502"
"61523","mobility_finance",0,"2023-38-503"
"61524","mobility_finance",0,"2023-38-504"
"61525","mobility_finance",0,"2023-38-505"
"61526","mobility_finance",0,"2023-38-506"
"61527","mobility_finance",0,"2023-38-507"
"61528","mobility_finance",0,"2023-38-508"
"61529","mobility_finance",0,"2023-38-509"
"61530","mobility_finance",0,"2023-38-510"
"61531","mobility_finance",0,"2023-38-511"
"61532","mobility_finance",0,"2023-38-601"
"61533","mobility_finance",0,"2023-38-602"
"61534","mobility_finance",0,"2023-38-603"
"61535","mobility_finance",0,"2023-38-604"
"61536","mobility_finance",0,"2023-38-605"
"61537","mobility_finance",0,"2023-38-606"
"61538","mobility_finance",0,"2023-38-607"
"61539","mobility_finance",0,"2023-38-608"
"61540","mobility_finance",0,"2023-38-609"
"61541","mobility_finance",0,"2023-38-610"
"61542","mobility_finance",0,"2023-38-611"
"61543","mobility_finance",0,"2023-38-701"
"61544","mobility_finance",0,"2023-38-702"
"61545","mobility_finance",0,"2023-38-703"
"61546","mobility_finance",0,"2023-38-704"
"61547","mobility_finance",0,"2023-38-705"
"61548","mobility_finance",0,"2023-38-706"
"61549","water",0,"2023-38-101"
"61550","water",0,"2023-38-102"
"61551","water",0,"2023-38-103"
"61552","water",0,"2023-38-104"
"61553","water",0,"2023-38-105"
"61554","water",0,"2023-38-106"
"61555","water",0,"2023-38-107"
"61556","water",0,"2023-38-108"
"61557","water",0,"2023-38-109"
"61558","water",0,"2023-38-110"
"61559","water",0,"2023-38-111"
"61560","water",0,"2023-38-112"
"61561","water",0,"2023-38-113"
"61562","water",0,"2023-38-114"
"61563","water",0,"2023-38-115"
"61564","water",0,"2023-38-116"
"61565","water",0,"2023-38-117"
"61566","water",0,"2023-38-118"
"61567","water",0,"2023-38-119"
"61568","water",0,"2023-38-120"
"61569","water",0,"2023-38-201"
"61570","water",0,"2023-38-202"
"61571","water",0,"2023-38-203"
"61572","water",0,"2023-38-204"
"61573","water",0,"2023-38-205"
"61574","water",0,"2023-38-206"
"61575","water",0,"2023-38-207"
"61576","water",0,"2023-38-208"
"61577","water",0,"2023-38-209"
"61578","water",0,"2023-38-210"
"61579","water",0,"2023-38-211"
"61580","water",0,"2023-38-212"
"61581","water",0,"2023-38-213"
"61582","water",0,"2023-38-214"
"61583","water",0,"2023-38-215"
"61584","water",0,"2023-38-216"
"61585","water",0,"2023-38-301"
"61586","water",0,"2023-38-302"
"61587","water",0,"2023-38-303"
"61588","water",0,"2023-38-304"
"61589","water",0,"2023-38-305"
"61590","water",0,"2023-38-306"
"61591","water",0,"2023-38-307"
"61592","water",0,"2023-38-308"
"61593","water",0,"2023-38-401"
"61594","water",0,"2023-38-402"
