"","week","pob"
"26859","2025-28-705",45494.6322383562
"26860","2025-28-706",58842.0894849315
"26861","2025-29-  0",5193218.80043836
"26862","2025-29-101",353254.20009589
"26863","2025-29-102",71215.5677534247
"26864","2025-29-103",245173.819986301
"26865","2025-29-104",39227.530739726
"26866","2025-29-105",18014.5166849315
"26867","2025-29-106",62863.0831780822
"26868","2025-29-107",28807.3006712329
"26869","2025-29-108",140201.45830137
"26870","2025-29-109",62162.1560958904
"26871","2025-29-110",97514.2969041096
"26872","2025-29-111",72036.6335616438
"26873","2025-29-112",21999.3785890411
"26874","2025-29-113",85405.5220684932
"26875","2025-29-114",61646.6506986301
"26876","2025-29-115",61142.4911780822
"26877","2025-29-116",7399.24442465754
"26878","2025-29-117",7803.88284931507
"26879","2025-29-118",79456.1657808219
"26880","2025-29-119",133543.46409589
"26881","2025-29-120",13506.9271643836
"26882","2025-29-201",328036.637438356
"26883","2025-29-202",92528.9819041096
"26884","2025-29-203",80943.7972328767
"26885","2025-29-204",7545.99232876712
"26886","2025-29-205",30557.919
"26887","2025-29-206",50365.5382191781
"26888","2025-29-207",42742.188630137
"26889","2025-29-208",35625.8948630137
"26890","2025-29-209",25228.5387534247
"26891","2025-29-210",211829.214589041
"26892","2025-29-211",14845.6975068493
"26893","2025-29-212",22851.5899315068
"26894","2025-29-213",56999.5131369863
"26895","2025-29-214",37407.5124109589
"26896","2025-29-215",19996.5752191781
"26897","2025-29-216",18042.6633835616
"26898","2025-29-301",163287.428794521
"26899","2025-29-302",61548.0722876712
"26900","2025-29-303",114356.800328767
"26901","2025-29-304",15764.8711917808
"26902","2025-29-305",68660.235739726
"26903","2025-29-306",15198.6133424658
"26904","2025-29-307",48841.8117123288
"26905","2025-29-308",45290.7832739726
"26906","2025-29-401",146643.223164384
"26907","2025-29-402",48863.7449863014
"26908","2025-29-403",50041.0830273973
"26909","2025-29-404",45137.6844246575
"26910","2025-29-405",56780.1901780822
"26911","2025-29-406",23492.3329178082
"26912","2025-29-407",26512.2555753425
"26913","2025-29-408",22163.0564931507
"26914","2025-29-409",30453.4973287671
"26915","2025-29-410",96579.7681506849
"26916","2025-29-501",81739.8673013699
"26917","2025-29-502",58967.0366438356
"26918","2025-29-503",73303.4060958904
"26919","2025-29-504",25631.9505753425
"26920","2025-29-505",49902.071369863
"26921","2025-29-506",32739.9568356164
"26922","2025-29-507",20097.2475479452
"26923","2025-29-508",24862.5380273973
"26924","2025-29-509",11459.8625342466
"26925","2025-29-510",28077.8165890411
"26926","2025-29-511",7167.79956164384
"26927","2025-29-601",144474.157273973
"26928","2025-29-602",35518.3290684931
"26929","2025-29-603",55108.9298630137
"26930","2025-29-604",14966.355890411
"26931","2025-29-605",29463.4847260274
"26932","2025-29-606",35036.8520273973
"26933","2025-29-607",31987.0128219178
"26934","2025-29-608",35570.8013424658
"26935","2025-29-609",22550.0312465753
"26936","2025-29-610",53375.3782739726
"26937","2025-29-611",28897.1232054795
"26938","2025-29-612",4844.56697260274
"26939","2025-29-613",14022.6162465753
"26940","2025-29-701",92049.0392191781
"26941","2025-29-702",156238.228780822
"26942","2025-29-703",57118.2476849315
"26943","2025-29-704",46159.1193561644
"26944","2025-29-705",45498.1835205479
"26945","2025-29-706",58852.7884383562
"26946","2025-30-  0",5193707.30259178
"26947","2025-30-101",353269.858079452
"26948","2025-30-102",71220.8267671233
"26949","2025-30-103",245190.504131507
"26950","2025-30-104",39230.1468986301
"26951","2025-30-105",18014.8788246575
"26952","2025-30-106",62865.881490411
"26953","2025-30-107",28808.4695561644
"26954","2025-30-108",140209.545506849
"26955","2025-30-109",62170.0888794521
"26956","2025-30-110",97528.433720548
"26957","2025-30-111",72042.4868082192
"26958","2025-30-112",22000.0749452055
"26959","2025-30-113",85410.1249424658
"26960","2025-30-114",61647.3694931507
"26961","2025-30-115",61141.139890411
"26962","2025-30-116",7400.10732328767
"26963","2025-30-117",7803.95944657534
"26964","2025-30-118",79459.6279041096
"26965","2025-30-119",133535.691679452
"26966","2025-30-120",13507.9394219178
"26967","2025-30-201",328080.636791781
"26968","2025-30-202",92539.3597205479
"26969","2025-30-203",80952.8143643836
"26970","2025-30-204",7546.67284383562
"26971","2025-30-205",30560.8198
"26972","2025-30-206",50370.2142958904
"26973","2025-30-207",42747.1343506849
"26974","2025-30-208",35631.2029150685
"26975","2025-30-209",25232.6805671233
"26976","2025-30-210",211862.344745205
"26977","2025-30-211",14846.9153342466
"26978","2025-30-212",22853.5810575342
"26979","2025-30-213",57006.4662849315
"26980","2025-30-214",37417.9306547945
"26981","2025-30-215",19998.7774958904
"26982","2025-30-216",18047.4963178082
"26983","2025-30-301",163293.204772603
"26984","2025-30-302",61550.2210383562
"26985","2025-30-303",114365.039443836
"26986","2025-30-304",15763.9703589041
"26987","2025-30-305",68654.2642986301
"26988","2025-30-306",15198.8567123288
"26989","2025-30-307",48843.0901616438
"26990","2025-30-308",45292.491369863
"26991","2025-30-401",146658.480421918
"26992","2025-30-402",48870.8909315069
"26993","2025-30-403",50044.7545369863
"26994","2025-30-404",45144.2761232877
"26995","2025-30-405",56787.366290411
"26996","2025-30-406",23494.3635890411
"26997","2025-30-407",26514.1310767123
"26998","2025-30-408",22165.6312657534
"26999","2025-30-409",30453.9874438356
"27000","2025-30-410",96613.0213534247
"27001","2025-30-501",81756.3993068493
"27002","2025-30-502",58972.5882191781
"27003","2025-30-503",73318.7336794521
"27004","2025-30-504",25636.2550767123
"27005","2025-30-505",49914.1790493151
"27006","2025-30-506",32742.9597780822
"27007","2025-30-507",20097.753139726
"27008","2025-30-508",24863.2723369863
"27009","2025-30-509",11459.5900712329
"27010","2025-30-510",28083.5431452055
"27011","2025-30-511",7168.11860821918
"27012","2025-30-601",144496.518169863
"27013","2025-30-602",35524.5657424658
"27014","2025-30-603",55116.2987150685
"27015","2025-30-604",14967.6172520548
"27016","2025-30-605",29462.718830137
"27017","2025-30-606",35042.6697369863
"27018","2025-30-607",31986.240309589
"27019","2025-30-608",35566.9091123288
"27020","2025-30-609",22555.4668328767
"27021","2025-30-610",53379.099569863
"27022","2025-30-611",28907.9260273973
"27023","2025-30-612",4844.8504630137
"27024","2025-30-613",14027.2636328767
"27025","2025-30-701",92043.6310958904
"27026","2025-30-702",156258.38590411
"27027","2025-30-703",57119.0550246575
"27028","2025-30-704",46169.2239808219
"27029","2025-30-705",45501.7348027397
"27030","2025-30-706",58863.4873917808
"27031","2025-31-  0",5194195.80474521
"27032","2025-31-101",353285.516063014
"27033","2025-31-102",71226.0857808219
"27034","2025-31-103",245207.188276712
"27035","2025-31-104",39232.7630575342
"27036","2025-31-105",18015.2409643836
"27037","2025-31-106",62868.6798027397
"27038","2025-31-107",28809.6384410959
"27039","2025-31-108",140217.632712329
"27040","2025-31-109",62178.0216630137
"27041","2025-31-110",97542.5705369863
"27042","2025-31-111",72048.3400547945
"27043","2025-31-112",22000.7713013699
"27044","2025-31-113",85414.7278164384
"27045","2025-31-114",61648.0882876712
"27046","2025-31-115",61139.7886027397
"27047","2025-31-116",7400.97022191781
"27048","2025-31-117",7804.03604383562
"27049","2025-31-118",79463.0900273973
"27050","2025-31-119",133527.919263014
"27051","2025-31-120",13508.9516794521
"27052","2025-31-201",328124.636145205
"27053","2025-31-202",92549.7375369863
"27054","2025-31-203",80961.8314958904
"27055","2025-31-204",7547.35335890411
"27056","2025-31-205",30563.7206
"27057","2025-31-206",50374.8903726027
"27058","2025-31-207",42752.0800712329
"27059","2025-31-208",35636.5109671233
"27060","2025-31-209",25236.8223808219
"27061","2025-31-210",211895.47490137
"27062","2025-31-211",14848.1331616438
"27063","2025-31-212",22855.5721835616
"27064","2025-31-213",57013.4194328767
"27065","2025-31-214",37428.3488986301
"27066","2025-31-215",20000.9797726027
"27067","2025-31-216",18052.3292520548
"27068","2025-31-301",163298.980750685
"27069","2025-31-302",61552.3697890411
"27070","2025-31-303",114373.278558904
"27071","2025-31-304",15763.0695260274
"27072","2025-31-305",68648.2928575343
"27073","2025-31-306",15199.1000821918
"27074","2025-31-307",48844.3686109589
"27075","2025-31-308",45294.1994657534
"27076","2025-31-401",146673.737679452
"27077","2025-31-402",48878.0368767123
"27078","2025-31-403",50048.4260465753
"27079","2025-31-404",45150.8678219178
"27080","2025-31-405",56794.5424027397
"27081","2025-31-406",23496.394260274
"27082","2025-31-407",26516.0065780822
"27083","2025-31-408",22168.2060383562
"27084","2025-31-409",30454.4775589041
"27085","2025-31-410",96646.2745561644
"27086","2025-31-501",81772.9313123288
"27087","2025-31-502",58978.1397945206
"27088","2025-31-503",73334.0612630137
"27089","2025-31-504",25640.5595780822
"27090","2025-31-505",49926.2867287671
"27091","2025-31-506",32745.9627205479
"27092","2025-31-507",20098.2587315068
"27093","2025-31-508",24864.0066465753
"27094","2025-31-509",11459.3176082192
"27095","2025-31-510",28089.2697013699
"27096","2025-31-511",7168.43765479452
"27097","2025-31-601",144518.879065753
"27098","2025-31-602",35530.8024164384
"27099","2025-31-603",55123.6675671233
"27100","2025-31-604",14968.8786136986
"27101","2025-31-605",29461.9529342466
"27102","2025-31-606",35048.4874465753
"27103","2025-31-607",31985.4677972603
"27104","2025-31-608",35563.0168821918
"27105","2025-31-609",22560.9024191781
"27106","2025-31-610",53382.8208657534
"27107","2025-31-611",28918.7288493151
"27108","2025-31-612",4845.13395342466
"27109","2025-31-613",14031.9110191781
"27110","2025-31-701",92038.2229726027
"27111","2025-31-702",156278.543027397
"27112","2025-31-703",57119.8623643836
"27113","2025-31-704",46179.3286054795
"27114","2025-31-705",45505.2860849315
"27115","2025-31-706",58874.1863452055
"27116","2025-32-  0",5194684.30689863
"27117","2025-32-101",353301.174046575
"27118","2025-32-102",71231.3447945206
"27119","2025-32-103",245223.872421918
"27120","2025-32-104",39235.3792164384
"27121","2025-32-105",18015.6031041096
"27122","2025-32-106",62871.4781150685
"27123","2025-32-107",28810.8073260274
"27124","2025-32-108",140225.719917808
"27125","2025-32-109",62185.9544465753
"27126","2025-32-110",97556.7073534247
"27127","2025-32-111",72054.1933013699
"27128","2025-32-112",22001.4676575342
"27129","2025-32-113",85419.330690411
"27130","2025-32-114",61648.8070821918
"27131","2025-32-115",61138.4373150685
"27132","2025-32-116",7401.83312054795
"27133","2025-32-117",7804.11264109589
"27134","2025-32-118",79466.5521506849
"27135","2025-32-119",133520.146846575
"27136","2025-32-120",13509.9639369863
"27137","2025-32-201",328168.63549863
"27138","2025-32-202",92560.1153534247
"27139","2025-32-203",80970.8486273973
"27140","2025-32-204",7548.0338739726
"27141","2025-32-205",30566.6214
"27142","2025-32-206",50379.5664493151
"27143","2025-32-207",42757.0257917808
"27144","2025-32-208",35641.8190191781
"27145","2025-32-209",25240.9641945205
"27146","2025-32-210",211928.605057534
"27147","2025-32-211",14849.3509890411
"27148","2025-32-212",22857.563309589
"27149","2025-32-213",57020.3725808219
"27150","2025-32-214",37438.7671424658
"27151","2025-32-215",20003.1820493151
"27152","2025-32-216",18057.1621863014
"27153","2025-32-301",163304.756728767
"27154","2025-32-302",61554.518539726
"27155","2025-32-303",114381.517673973
"27156","2025-32-304",15762.1686931507
"27157","2025-32-305",68642.3214164384
"27158","2025-32-306",15199.3434520548
"27159","2025-32-307",48845.647060274
"27160","2025-32-308",45295.9075616438
"27161","2025-32-401",146688.994936986
"27162","2025-32-402",48885.1828219178
"27163","2025-32-403",50052.0975561644
"27164","2025-32-404",45157.4595205479
"27165","2025-32-405",56801.7185150685
"27166","2025-32-406",23498.4249315068
"27167","2025-32-407",26517.8820794521
"27168","2025-32-408",22170.7808109589
"27169","2025-32-409",30454.9676739726
"27170","2025-32-410",96679.5277589041
"27171","2025-32-501",81789.4633178082
"27172","2025-32-502",58983.691369863
"27173","2025-32-503",73349.3888465753
"27174","2025-32-504",25644.8640794521
"27175","2025-32-505",49938.3944082192
"27176","2025-32-506",32748.9656630137
"27177","2025-32-507",20098.7643232877
"27178","2025-32-508",24864.7409561644
"27179","2025-32-509",11459.0451452055
"27180","2025-32-510",28094.9962575342
"27181","2025-32-511",7168.75670136986
"27182","2025-32-601",144541.239961644
"27183","2025-32-602",35537.039090411
"27184","2025-32-603",55131.0364191781
"27185","2025-32-604",14970.1399753425
"27186","2025-32-605",29461.1870383562
"27187","2025-32-606",35054.3051561644
"27188","2025-32-607",31984.6952849315
"27189","2025-32-608",35559.1246520548
"27190","2025-32-609",22566.3380054795
"27191","2025-32-610",53386.5421616438
"27192","2025-32-611",28929.5316712329
"27193","2025-32-612",4845.41744383562
"27194","2025-32-613",14036.5584054795
"27195","2025-32-701",92032.8148493151
"27196","2025-32-702",156298.700150685
"27197","2025-32-703",57120.6697041096
"27198","2025-32-704",46189.433230137
"27199","2025-32-705",45508.8373671233
"27200","2025-32-706",58884.8852986301
"27201","2025-33-  0",5195172.80905205
"27202","2025-33-101",353316.832030137
"27203","2025-33-102",71236.6038082192
"27204","2025-33-103",245240.556567123
"27205","2025-33-104",39237.9953753425
"27206","2025-33-105",18015.9652438356
"27207","2025-33-106",62874.2764273973
"27208","2025-33-107",28811.9762109589
"27209","2025-33-108",140233.807123288
"27210","2025-33-109",62193.887230137
"27211","2025-33-110",97570.844169863
"27212","2025-33-111",72060.0465479452
"27213","2025-33-112",22002.1640136986
"27214","2025-33-113",85423.9335643836
"27215","2025-33-114",61649.5258767123
"27216","2025-33-115",61137.0860273973
"27217","2025-33-116",7402.69601917808
"27218","2025-33-117",7804.18923835616
"27219","2025-33-118",79470.0142739726
"27220","2025-33-119",133512.374430137
"27221","2025-33-120",13510.9761945205
"27222","2025-33-201",328212.634852055
"27223","2025-33-202",92570.493169863
"27224","2025-33-203",80979.8657589041
"27225","2025-33-204",7548.7143890411
"27226","2025-33-205",30569.5222
"27227","2025-33-206",50384.2425260274
"27228","2025-33-207",42761.9715123288
"27229","2025-33-208",35647.1270712329
"27230","2025-33-209",25245.1060082192
"27231","2025-33-210",211961.735213699
"27232","2025-33-211",14850.5688164384
"27233","2025-33-212",22859.5544356164
"27234","2025-33-213",57027.3257287671
"27235","2025-33-214",37449.1853863014
"27236","2025-33-215",20005.3843260274
"27237","2025-33-216",18061.9951205479
"27238","2025-33-301",163310.532706849
"27239","2025-33-302",61556.667290411
"27240","2025-33-303",114389.756789041
"27241","2025-33-304",15761.267860274
"27242","2025-33-305",68636.3499753425
"27243","2025-33-306",15199.5868219178
"27244","2025-33-307",48846.925509589
"27245","2025-33-308",45297.6156575342
"27246","2025-33-401",146704.252194521
"27247","2025-33-402",48892.3287671233
"27248","2025-33-403",50055.7690657534
"27249","2025-33-404",45164.0512191781
"27250","2025-33-405",56808.8946273973
"27251","2025-33-406",23500.4556027397
"27252","2025-33-407",26519.7575808219
"27253","2025-33-408",22173.3555835616
"27254","2025-33-409",30455.4577890411
"27255","2025-33-410",96712.7809616438
"27256","2025-33-501",81805.9953232877
"27257","2025-33-502",58989.2429452055
"27258","2025-33-503",73364.716430137
"27259","2025-33-504",25649.1685808219
"27260","2025-33-505",49950.5020876712
"27261","2025-33-506",32751.9686054795
"27262","2025-33-507",20099.2699150685
"27263","2025-33-508",24865.4752657534
"27264","2025-33-509",11458.7726821918
"27265","2025-33-510",28100.7228136986
"27266","2025-33-511",7169.07574794521
"27267","2025-33-601",144563.600857534
"27268","2025-33-602",35543.2757643836
"27269","2025-33-603",55138.4052712329
"27270","2025-33-604",14971.4013369863
"27271","2025-33-605",29460.4211424658
"27272","2025-33-606",35060.1228657534
"27273","2025-33-607",31983.9227726027
"27274","2025-33-608",35555.2324219178
"27275","2025-33-609",22571.7735917808
"27276","2025-33-610",53390.2634575342
"27277","2025-33-611",28940.3344931507
"27278","2025-33-612",4845.70093424658
"27279","2025-33-613",14041.2057917808
"27280","2025-33-701",92027.4067260274
"27281","2025-33-702",156318.857273973
"27282","2025-33-703",57121.4770438356
"27283","2025-33-704",46199.5378547945
"27284","2025-33-705",45512.3886493151
"27285","2025-33-706",58895.5842520548
"27286","2025-34-  0",5195661.31120548
"27287","2025-34-101",353332.490013699
"27288","2025-34-102",71241.8628219178
"27289","2025-34-103",245257.240712329
"27290","2025-34-104",39240.6115342466
"27291","2025-34-105",18016.3273835616
"27292","2025-34-106",62877.074739726
"27293","2025-34-107",28813.1450958904
"27294","2025-34-108",140241.894328767
"27295","2025-34-109",62201.8200136986
"27296","2025-34-110",97584.9809863014
"27297","2025-34-111",72065.8997945205
"27298","2025-34-112",22002.860369863
"27299","2025-34-113",85428.5364383562
"27300","2025-34-114",61650.2446712329
"27301","2025-34-115",61135.734739726
"27302","2025-34-116",7403.55891780822
"27303","2025-34-117",7804.26583561644
"27304","2025-34-118",79473.4763972603
"27305","2025-34-119",133504.602013699
"27306","2025-34-120",13511.9884520548
"27307","2025-34-201",328256.634205479
"27308","2025-34-202",92580.8709863014
"27309","2025-34-203",80988.882890411
"27310","2025-34-204",7549.39490410959
"27311","2025-34-205",30572.423
"27312","2025-34-206",50388.9186027397
"27313","2025-34-207",42766.9172328767
"27314","2025-34-208",35652.4351232877
"27315","2025-34-209",25249.2478219178
"27316","2025-34-210",211994.865369863
"27317","2025-34-211",14851.7866438356
"27318","2025-34-212",22861.5455616438
"27319","2025-34-213",57034.2788767123
"27320","2025-34-214",37459.603630137
"27321","2025-34-215",20007.5866027397
"27322","2025-34-216",18066.8280547945
"27323","2025-34-301",163316.308684932
"27324","2025-34-302",61558.8160410959
"27325","2025-34-303",114397.99590411
"27326","2025-34-304",15760.3670273973
"27327","2025-34-305",68630.3785342466
"27328","2025-34-306",15199.8301917808
"27329","2025-34-307",48848.2039589041
"27330","2025-34-308",45299.3237534247
"27331","2025-34-401",146719.509452055
"27332","2025-34-402",48899.4747123288
"27333","2025-34-403",50059.4405753425
"27334","2025-34-404",45170.6429178082
"27335","2025-34-405",56816.070739726
"27336","2025-34-406",23502.4862739726
"27337","2025-34-407",26521.6330821918
"27338","2025-34-408",22175.9303561644
"27339","2025-34-409",30455.9479041096
"27340","2025-34-410",96746.0341643836
"27341","2025-34-501",81822.5273287671
"27342","2025-34-502",58994.7945205479
"27343","2025-34-503",73380.0440136986
"27344","2025-34-504",25653.4730821918
"27345","2025-34-505",49962.6097671233
"27346","2025-34-506",32754.9715479452
"27347","2025-34-507",20099.7755068493
"27348","2025-34-508",24866.2095753425
"27349","2025-34-509",11458.5002191781
"27350","2025-34-510",28106.449369863
"27351","2025-34-511",7169.39479452055
"27352","2025-34-601",144585.961753425
"27353","2025-34-602",35549.5124383562
"27354","2025-34-603",55145.7741232877
"27355","2025-34-604",14972.6626986301
"27356","2025-34-605",29459.6552465753
"27357","2025-34-606",35065.9405753425
"27358","2025-34-607",31983.150260274
"27359","2025-34-608",35551.3401917808
"27360","2025-34-609",22577.2091780822
"27361","2025-34-610",53393.9847534247
"27362","2025-34-611",28951.1373150685
"27363","2025-34-612",4845.98442465753
"27364","2025-34-613",14045.8531780822
"27365","2025-34-701",92021.9986027397
"27366","2025-34-702",156339.01439726
"27367","2025-34-703",57122.2843835616
"27368","2025-34-704",46209.6424794521
"27369","2025-34-705",45515.9399315068
"27370","2025-34-706",58906.2832054795
"27371","2025-35-  0",5196149.8133589
"27372","2025-35-101",353348.14799726
"27373","2025-35-102",71247.1218356164
"27374","2025-35-103",245273.924857534
"27375","2025-35-104",39243.2276931507
"27376","2025-35-105",18016.6895232877
"27377","2025-35-106",62879.8730520548
"27378","2025-35-107",28814.3139808219
"27379","2025-35-108",140249.981534247
"27380","2025-35-109",62209.7527972603
"27381","2025-35-110",97599.1178027397
"27382","2025-35-111",72071.7530410959
"27383","2025-35-112",22003.5567260274
"27384","2025-35-113",85433.1393123288
"27385","2025-35-114",61650.9634657534
"27386","2025-35-115",61134.3834520548
"27387","2025-35-116",7404.42181643836
"27388","2025-35-117",7804.34243287671
"27389","2025-35-118",79476.9385205479
"27390","2025-35-119",133496.82959726
"27391","2025-35-120",13513.000709589
"27392","2025-35-201",328300.633558904
"27393","2025-35-202",92591.2488027397
"27394","2025-35-203",80997.9000219178
"27395","2025-35-204",7550.07541917808
"27396","2025-35-205",30575.3238
"27397","2025-35-206",50393.5946794521
"27398","2025-35-207",42771.8629534247
"27399","2025-35-208",35657.7431753425
"27400","2025-35-209",25253.3896356164
"27401","2025-35-210",212027.995526027
"27402","2025-35-211",14853.0044712329
"27403","2025-35-212",22863.5366876712
"27404","2025-35-213",57041.2320246575
"27405","2025-35-214",37470.0218739726
"27406","2025-35-215",20009.7888794521
"27407","2025-35-216",18071.6609890411
"27408","2025-35-301",163322.084663014
"27409","2025-35-302",61560.9647917808
"27410","2025-35-303",114406.235019178
"27411","2025-35-304",15759.4661945205
"27412","2025-35-305",68624.4070931507
"27413","2025-35-306",15200.0735616438
"27414","2025-35-307",48849.4824082192
"27415","2025-35-308",45301.0318493151
"27416","2025-35-401",146734.766709589
"27417","2025-35-402",48906.6206575343
"27418","2025-35-403",50063.1120849315
"27419","2025-35-404",45177.2346164384
"27420","2025-35-405",56823.2468520548
"27421","2025-35-406",23504.5169452055
"27422","2025-35-407",26523.5085835616
"27423","2025-35-408",22178.5051287671
"27424","2025-35-409",30456.4380191781
"27425","2025-35-410",96779.2873671233
"27426","2025-35-501",81839.0593342466
"27427","2025-35-502",59000.3460958904
"27428","2025-35-503",73395.3715972603
"27429","2025-35-504",25657.7775835616
"27430","2025-35-505",49974.7174465753
"27431","2025-35-506",32757.974490411
"27432","2025-35-507",20100.2810986301
"27433","2025-35-508",24866.9438849315
"27434","2025-35-509",11458.2277561644
"27435","2025-35-510",28112.1759260274
"27436","2025-35-511",7169.71384109589
"27437","2025-35-601",144608.322649315
"27438","2025-35-602",35555.7491123288
"27439","2025-35-603",55153.1429753425
"27440","2025-35-604",14973.924060274
"27441","2025-35-605",29458.8893506849
"27442","2025-35-606",35071.7582849315
"27443","2025-35-607",31982.3777479452
"27444","2025-35-608",35547.4479616438
"27445","2025-35-609",22582.6447643836
"27446","2025-35-610",53397.7060493151
"27447","2025-35-611",28961.9401369863
"27448","2025-35-612",4846.26791506849
"27449","2025-35-613",14050.5005643836
"27450","2025-35-701",92016.590479452
"27451","2025-35-702",156359.171520548
"27452","2025-35-703",57123.0917232877
"27453","2025-35-704",46219.7471041096
"27454","2025-35-705",45519.4912136986
"27455","2025-35-706",58916.9821589041
"27456","2025-36-  0",5196638.31551233
"27457","2025-36-101",353363.805980822
"27458","2025-36-102",71252.3808493151
"27459","2025-36-103",245290.60900274
"27460","2025-36-104",39245.8438520548
"27461","2025-36-105",18017.0516630137
"27462","2025-36-106",62882.6713643836
"27463","2025-36-107",28815.4828657534
"27464","2025-36-108",140258.068739726
"27465","2025-36-109",62217.6855808219
"27466","2025-36-110",97613.2546191781
"27467","2025-36-111",72077.6062876712
"27468","2025-36-112",22004.2530821918
"27469","2025-36-113",85437.7421863014
"27470","2025-36-114",61651.682260274
"27471","2025-36-115",61133.0321643836
"27472","2025-36-116",7405.28471506849
"27473","2025-36-117",7804.41903013699
"27474","2025-36-118",79480.4006438356
"27475","2025-36-119",133489.057180822
"27476","2025-36-120",13514.0129671233
"27477","2025-36-201",328344.632912329
"27478","2025-36-202",92601.6266191781
"27479","2025-36-203",81006.9171534247
"27480","2025-36-204",7550.75593424658
"27481","2025-36-205",30578.2246
"27482","2025-36-206",50398.2707561644
"27483","2025-36-207",42776.8086739726
"27484","2025-36-208",35663.0512273973
"27485","2025-36-209",25257.5314493151
"27486","2025-36-210",212061.125682192
"27487","2025-36-211",14854.2222986301
"27488","2025-36-212",22865.5278136986
"27489","2025-36-213",57048.1851726027
"27490","2025-36-214",37480.4401178082
"27491","2025-36-215",20011.9911561644
"27492","2025-36-216",18076.4939232877
"27493","2025-36-301",163327.860641096
"27494","2025-36-302",61563.1135424657
"27495","2025-36-303",114414.474134247
"27496","2025-36-304",15758.5653616438
"27497","2025-36-305",68618.4356520548
"27498","2025-36-306",15200.3169315068
"27499","2025-36-307",48850.7608575342
"27500","2025-36-308",45302.7399452055
"27501","2025-36-401",146750.023967123
"27502","2025-36-402",48913.7666027397
"27503","2025-36-403",50066.7835945206
"27504","2025-36-404",45183.8263150685
"27505","2025-36-405",56830.4229643836
"27506","2025-36-406",23506.5476164384
"27507","2025-36-407",26525.3840849315
"27508","2025-36-408",22181.0799013699
"27509","2025-36-409",30456.9281342466
"27510","2025-36-410",96812.540569863
"27511","2025-36-501",81855.591339726
"27512","2025-36-502",59005.8976712329
"27513","2025-36-503",73410.6991808219
"27514","2025-36-504",25662.0820849315
"27515","2025-36-505",49986.8251260274
"27516","2025-36-506",32760.9774328767
"27517","2025-36-507",20100.786690411
"27518","2025-36-508",24867.6781945205
"27519","2025-36-509",11457.9552931507
"27520","2025-36-510",28117.9024821918
"27521","2025-36-511",7170.03288767123
"27522","2025-36-601",144630.683545205
"27523","2025-36-602",35561.9857863014
"27524","2025-36-603",55160.5118273973
"27525","2025-36-604",14975.1854219178
"27526","2025-36-605",29458.1234547945
"27527","2025-36-606",35077.5759945206
"27528","2025-36-607",31981.6052356164
"27529","2025-36-608",35543.5557315069
"27530","2025-36-609",22588.0803506849
"27531","2025-36-610",53401.4273452055
"27532","2025-36-611",28972.7429589041
"27533","2025-36-612",4846.55140547945
"27534","2025-36-613",14055.1479506849
"27535","2025-36-701",92011.1823561644
"27536","2025-36-702",156379.328643836
"27537","2025-36-703",57123.8990630137
"27538","2025-36-704",46229.8517287671
"27539","2025-36-705",45523.0424958904
"27540","2025-36-706",58927.6811123288
"27541","2025-37-  0",5197126.81766575
"27542","2025-37-101",353379.463964384
"27543","2025-37-102",71257.6398630137
"27544","2025-37-103",245307.293147945
"27545","2025-37-104",39248.4600109589
"27546","2025-37-105",18017.4138027397
"27547","2025-37-106",62885.4696767123
"27548","2025-37-107",28816.6517506849
"27549","2025-37-108",140266.155945205
"27550","2025-37-109",62225.6183643836
"27551","2025-37-110",97627.3914356164
"27552","2025-37-111",72083.4595342466
"27553","2025-37-112",22004.9494383562
"27554","2025-37-113",85442.345060274
"27555","2025-37-114",61652.4010547945
"27556","2025-37-115",61131.6808767123
"27557","2025-37-116",7406.14761369863
"27558","2025-37-117",7804.49562739726
"27559","2025-37-118",79483.8627671233
"27560","2025-37-119",133481.284764384
"27561","2025-37-120",13515.0252246575
"27562","2025-37-201",328388.632265753
"27563","2025-37-202",92612.0044356164
"27564","2025-37-203",81015.9342849315
"27565","2025-37-204",7551.43644931507
"27566","2025-37-205",30581.1254
"27567","2025-37-206",50402.9468328767
"27568","2025-37-207",42781.7543945205
"27569","2025-37-208",35668.3592794521
"27570","2025-37-209",25261.6732630137
"27571","2025-37-210",212094.255838356
"27572","2025-37-211",14855.4401260274
"27573","2025-37-212",22867.518939726
"27574","2025-37-213",57055.1383205479
"27575","2025-37-214",37490.8583616438
"27576","2025-37-215",20014.1934328767
"27577","2025-37-216",18081.3268575342
"27578","2025-37-301",163333.636619178
"27579","2025-37-302",61565.2622931507
"27580","2025-37-303",114422.713249315
"27581","2025-37-304",15757.6645287671
"27582","2025-37-305",68612.4642109589
"27583","2025-37-306",15200.5603013699
"27584","2025-37-307",48852.0393068493
"27585","2025-37-308",45304.4480410959
"27586","2025-37-401",146765.281224658
"27587","2025-37-402",48920.9125479452
"27588","2025-37-403",50070.4551041096
"27589","2025-37-404",45190.4180136986
"27590","2025-37-405",56837.5990767123
"27591","2025-37-406",23508.5782876712
"27592","2025-37-407",26527.2595863014
"27593","2025-37-408",22183.6546739726
"27594","2025-37-409",30457.4182493151
"27595","2025-37-410",96845.7937726027
"27596","2025-37-501",81872.1233452055
"27597","2025-37-502",59011.4492465753
"27598","2025-37-503",73426.0267643836
"27599","2025-37-504",25666.3865863014
"27600","2025-37-505",49998.9328054795
"27601","2025-37-506",32763.9803753425
"27602","2025-37-507",20101.2922821918
