urb,week_canton
1,2024-18-109
1,2024-18-110
1,2024-18-111
2,2024-18-112
1,2024-18-113
1,2024-18-114
1,2024-18-115
0,2024-18-116
0,2024-18-117
1,2024-18-118
2,2024-18-119
2,2024-18-120
1,2024-18-201
2,2024-18-202
1,2024-18-203
2,2024-18-204
1,2024-18-205
1,2024-18-206
1,2024-18-207
1,2024-18-208
2,2024-18-209
2,2024-18-210
2,2024-18-211
2,2024-18-212
2,2024-18-213
0,2024-18-214
0,2024-18-215
0,2024-18-216
1,2024-18-301
2,2024-18-302
1,2024-18-303
2,2024-18-304
2,2024-18-305
2,2024-18-306
1,2024-18-307
1,2024-18-308
1,2024-18-401
1,2024-18-402
1,2024-18-403
1,2024-18-404
1,2024-18-405
1,2024-18-406
1,2024-18-407
1,2024-18-408
1,2024-18-409
0,2024-18-410
2,2024-18-501
0,2024-18-502
0,2024-18-503
0,2024-18-504
2,2024-18-505
0,2024-18-506
0,2024-18-507
0,2024-18-508
0,2024-18-509
0,2024-18-510
2,2024-18-511
2,2024-18-601
2,2024-18-602
0,2024-18-603
2,2024-18-604
2,2024-18-605
2,2024-18-606
0,2024-18-607
2,2024-18-608
2,2024-18-609
2,2024-18-610
0,2024-18-611
0,2024-18-701
0,2024-18-702
0,2024-18-703
0,2024-18-704
0,2024-18-705
2,2024-18-706
1,2024-19-101
1,2024-19-102
1,2024-19-103
2,2024-19-104
2,2024-19-105
1,2024-19-106
2,2024-19-107
1,2024-19-108
1,2024-19-109
1,2024-19-110
1,2024-19-111
2,2024-19-112
1,2024-19-113
1,2024-19-114
1,2024-19-115
0,2024-19-116
0,2024-19-117
1,2024-19-118
2,2024-19-119
2,2024-19-120
1,2024-19-201
2,2024-19-202
1,2024-19-203
2,2024-19-204
1,2024-19-205
1,2024-19-206
1,2024-19-207
1,2024-19-208
2,2024-19-209
2,2024-19-210
2,2024-19-211
2,2024-19-212
2,2024-19-213
0,2024-19-214
0,2024-19-215
0,2024-19-216
1,2024-19-301
2,2024-19-302
1,2024-19-303
2,2024-19-304
2,2024-19-305
2,2024-19-306
1,2024-19-307
1,2024-19-308
1,2024-19-401
1,2024-19-402
1,2024-19-403
1,2024-19-404
1,2024-19-405
1,2024-19-406
1,2024-19-407
1,2024-19-408
1,2024-19-409
0,2024-19-410
2,2024-19-501
0,2024-19-502
0,2024-19-503
0,2024-19-504
2,2024-19-505
0,2024-19-506
0,2024-19-507
0,2024-19-508
0,2024-19-509
0,2024-19-510
2,2024-19-511
2,2024-19-601
2,2024-19-602
0,2024-19-603
2,2024-19-604
2,2024-19-605
2,2024-19-606
0,2024-19-607
2,2024-19-608
2,2024-19-609
2,2024-19-610
0,2024-19-611
0,2024-19-701
0,2024-19-702
0,2024-19-703
0,2024-19-704
0,2024-19-705
2,2024-19-706
1,2024-20-101
1,2024-20-102
1,2024-20-103
2,2024-20-104
2,2024-20-105
1,2024-20-106
2,2024-20-107
1,2024-20-108
1,2024-20-109
1,2024-20-110
1,2024-20-111
2,2024-20-112
1,2024-20-113
1,2024-20-114
1,2024-20-115
0,2024-20-116
0,2024-20-117
1,2024-20-118
2,2024-20-119
2,2024-20-120
1,2024-20-201
2,2024-20-202
1,2024-20-203
2,2024-20-204
1,2024-20-205
1,2024-20-206
1,2024-20-207
1,2024-20-208
2,2024-20-209
2,2024-20-210
2,2024-20-211
2,2024-20-212
2,2024-20-213
0,2024-20-214
0,2024-20-215
0,2024-20-216
1,2024-20-301
2,2024-20-302
1,2024-20-303
2,2024-20-304
2,2024-20-305
2,2024-20-306
1,2024-20-307
1,2024-20-308
1,2024-20-401
1,2024-20-402
1,2024-20-403
1,2024-20-404
1,2024-20-405
1,2024-20-406
1,2024-20-407
1,2024-20-408
1,2024-20-409
0,2024-20-410
2,2024-20-501
0,2024-20-502
0,2024-20-503
0,2024-20-504
2,2024-20-505
0,2024-20-506
0,2024-20-507
0,2024-20-508
0,2024-20-509
0,2024-20-510
2,2024-20-511
2,2024-20-601
2,2024-20-602
0,2024-20-603
2,2024-20-604
2,2024-20-605
2,2024-20-606
0,2024-20-607
2,2024-20-608
2,2024-20-609
2,2024-20-610
0,2024-20-611
0,2024-20-701
0,2024-20-702
0,2024-20-703
0,2024-20-704
0,2024-20-705
2,2024-20-706
1,2024-21-101
1,2024-21-102
1,2024-21-103
2,2024-21-104
2,2024-21-105
1,2024-21-106
2,2024-21-107
1,2024-21-108
1,2024-21-109
1,2024-21-110
1,2024-21-111
2,2024-21-112
1,2024-21-113
1,2024-21-114
1,2024-21-115
0,2024-21-116
0,2024-21-117
1,2024-21-118
2,2024-21-119
2,2024-21-120
1,2024-21-201
2,2024-21-202
1,2024-21-203
2,2024-21-204
1,2024-21-205
1,2024-21-206
1,2024-21-207
1,2024-21-208
2,2024-21-209
2,2024-21-210
2,2024-21-211
2,2024-21-212
2,2024-21-213
0,2024-21-214
0,2024-21-215
0,2024-21-216
1,2024-21-301
2,2024-21-302
1,2024-21-303
2,2024-21-304
2,2024-21-305
2,2024-21-306
1,2024-21-307
1,2024-21-308
1,2024-21-401
1,2024-21-402
1,2024-21-403
1,2024-21-404
1,2024-21-405
1,2024-21-406
1,2024-21-407
1,2024-21-408
1,2024-21-409
0,2024-21-410
2,2024-21-501
0,2024-21-502
0,2024-21-503
0,2024-21-504
2,2024-21-505
0,2024-21-506
0,2024-21-507
0,2024-21-508
0,2024-21-509
0,2024-21-510
2,2024-21-511
2,2024-21-601
2,2024-21-602
0,2024-21-603
2,2024-21-604
2,2024-21-605
2,2024-21-606
0,2024-21-607
2,2024-21-608
2,2024-21-609
2,2024-21-610
0,2024-21-611
0,2024-21-701
0,2024-21-702
0,2024-21-703
0,2024-21-704
0,2024-21-705
2,2024-21-706
1,2024-22-101
1,2024-22-102
1,2024-22-103
2,2024-22-104
2,2024-22-105
1,2024-22-106
2,2024-22-107
1,2024-22-108
1,2024-22-109
1,2024-22-110
1,2024-22-111
2,2024-22-112
1,2024-22-113
1,2024-22-114
1,2024-22-115
0,2024-22-116
0,2024-22-117
1,2024-22-118
2,2024-22-119
2,2024-22-120
1,2024-22-201
2,2024-22-202
1,2024-22-203
2,2024-22-204
1,2024-22-205
1,2024-22-206
1,2024-22-207
1,2024-22-208
2,2024-22-209
2,2024-22-210
2,2024-22-211
2,2024-22-212
2,2024-22-213
0,2024-22-214
0,2024-22-215
0,2024-22-216
1,2024-22-301
2,2024-22-302
1,2024-22-303
2,2024-22-304
2,2024-22-305
2,2024-22-306
1,2024-22-307
1,2024-22-308
1,2024-22-401
1,2024-22-402
1,2024-22-403
1,2024-22-404
1,2024-22-405
1,2024-22-406
1,2024-22-407
1,2024-22-408
1,2024-22-409
0,2024-22-410
2,2024-22-501
0,2024-22-502
0,2024-22-503
0,2024-22-504
2,2024-22-505
0,2024-22-506
0,2024-22-507
0,2024-22-508
0,2024-22-509
0,2024-22-510
2,2024-22-511
2,2024-22-601
2,2024-22-602
0,2024-22-603
2,2024-22-604
2,2024-22-605
2,2024-22-606
0,2024-22-607
2,2024-22-608
2,2024-22-609
2,2024-22-610
0,2024-22-611
0,2024-22-701
0,2024-22-702
0,2024-22-703
0,2024-22-704
0,2024-22-705
2,2024-22-706
1,2024-23-101
1,2024-23-102
1,2024-23-103
2,2024-23-104
2,2024-23-105
1,2024-23-106
2,2024-23-107
1,2024-23-108
1,2024-23-109
1,2024-23-110
1,2024-23-111
2,2024-23-112
1,2024-23-113
1,2024-23-114
1,2024-23-115
0,2024-23-116
0,2024-23-117
1,2024-23-118
2,2024-23-119
2,2024-23-120
1,2024-23-201
2,2024-23-202
1,2024-23-203
2,2024-23-204
1,2024-23-205
1,2024-23-206
1,2024-23-207
1,2024-23-208
2,2024-23-209
2,2024-23-210
2,2024-23-211
2,2024-23-212
2,2024-23-213
0,2024-23-214
0,2024-23-215
0,2024-23-216
1,2024-23-301
2,2024-23-302
1,2024-23-303
2,2024-23-304
2,2024-23-305
2,2024-23-306
1,2024-23-307
1,2024-23-308
1,2024-23-401
1,2024-23-402
1,2024-23-403
1,2024-23-404
1,2024-23-405
1,2024-23-406
1,2024-23-407
1,2024-23-408
1,2024-23-409
0,2024-23-410
2,2024-23-501
0,2024-23-502
0,2024-23-503
0,2024-23-504
2,2024-23-505
0,2024-23-506
0,2024-23-507
0,2024-23-508
0,2024-23-509
0,2024-23-510
2,2024-23-511
2,2024-23-601
2,2024-23-602
0,2024-23-603
2,2024-23-604
2,2024-23-605
2,2024-23-606
0,2024-23-607
2,2024-23-608
2,2024-23-609
2,2024-23-610
0,2024-23-611
0,2024-23-701
0,2024-23-702
0,2024-23-703
0,2024-23-704
0,2024-23-705
2,2024-23-706
1,2024-24-101
1,2024-24-102
1,2024-24-103
2,2024-24-104
2,2024-24-105
1,2024-24-106
2,2024-24-107
1,2024-24-108
1,2024-24-109
1,2024-24-110
1,2024-24-111
2,2024-24-112
1,2024-24-113
1,2024-24-114
1,2024-24-115
0,2024-24-116
0,2024-24-117
1,2024-24-118
2,2024-24-119
2,2024-24-120
1,2024-24-201
2,2024-24-202
1,2024-24-203
2,2024-24-204
1,2024-24-205
1,2024-24-206
1,2024-24-207
1,2024-24-208
2,2024-24-209
2,2024-24-210
2,2024-24-211
2,2024-24-212
2,2024-24-213
0,2024-24-214
0,2024-24-215
0,2024-24-216
1,2024-24-301
2,2024-24-302
1,2024-24-303
2,2024-24-304
2,2024-24-305
2,2024-24-306
1,2024-24-307
1,2024-24-308
1,2024-24-401
1,2024-24-402
1,2024-24-403
1,2024-24-404
1,2024-24-405
1,2024-24-406
1,2024-24-407
1,2024-24-408
1,2024-24-409
0,2024-24-410
2,2024-24-501
0,2024-24-502
0,2024-24-503
0,2024-24-504
2,2024-24-505
0,2024-24-506
0,2024-24-507
0,2024-24-508
0,2024-24-509
0,2024-24-510
2,2024-24-511
2,2024-24-601
2,2024-24-602
0,2024-24-603
2,2024-24-604
2,2024-24-605
2,2024-24-606
0,2024-24-607
2,2024-24-608
2,2024-24-609
2,2024-24-610
0,2024-24-611
0,2024-24-701
0,2024-24-702
0,2024-24-703
0,2024-24-704
0,2024-24-705
2,2024-24-706
1,2024-25-101
1,2024-25-102
1,2024-25-103
2,2024-25-104
2,2024-25-105
1,2024-25-106
2,2024-25-107
1,2024-25-108
1,2024-25-109
1,2024-25-110
1,2024-25-111
2,2024-25-112
1,2024-25-113
1,2024-25-114
1,2024-25-115
0,2024-25-116
0,2024-25-117
1,2024-25-118
2,2024-25-119
2,2024-25-120
1,2024-25-201
2,2024-25-202
1,2024-25-203
2,2024-25-204
1,2024-25-205
1,2024-25-206
1,2024-25-207
1,2024-25-208
2,2024-25-209
2,2024-25-210
2,2024-25-211
2,2024-25-212
2,2024-25-213
0,2024-25-214
0,2024-25-215
0,2024-25-216
1,2024-25-301
2,2024-25-302
1,2024-25-303
2,2024-25-304
2,2024-25-305
2,2024-25-306
1,2024-25-307
1,2024-25-308
1,2024-25-401
1,2024-25-402
1,2024-25-403
1,2024-25-404
1,2024-25-405
1,2024-25-406
1,2024-25-407
1,2024-25-408
1,2024-25-409
0,2024-25-410
2,2024-25-501
0,2024-25-502
0,2024-25-503
0,2024-25-504
2,2024-25-505
0,2024-25-506
0,2024-25-507
0,2024-25-508
0,2024-25-509
0,2024-25-510
2,2024-25-511
2,2024-25-601
2,2024-25-602
0,2024-25-603
2,2024-25-604
2,2024-25-605
2,2024-25-606
0,2024-25-607
2,2024-25-608
2,2024-25-609
2,2024-25-610
0,2024-25-611
0,2024-25-701
0,2024-25-702
0,2024-25-703
0,2024-25-704
0,2024-25-705
2,2024-25-706
1,2024-26-101
1,2024-26-102
1,2024-26-103
2,2024-26-104
2,2024-26-105
1,2024-26-106
2,2024-26-107
1,2024-26-108
1,2024-26-109
1,2024-26-110
1,2024-26-111
2,2024-26-112
1,2024-26-113
1,2024-26-114
1,2024-26-115
0,2024-26-116
0,2024-26-117
1,2024-26-118
2,2024-26-119
2,2024-26-120
1,2024-26-201
2,2024-26-202
1,2024-26-203
2,2024-26-204
1,2024-26-205
1,2024-26-206
1,2024-26-207
1,2024-26-208
2,2024-26-209
2,2024-26-210
2,2024-26-211
2,2024-26-212
2,2024-26-213
0,2024-26-214
0,2024-26-215
0,2024-26-216
1,2024-26-301
2,2024-26-302
1,2024-26-303
2,2024-26-304
2,2024-26-305
2,2024-26-306
1,2024-26-307
1,2024-26-308
1,2024-26-401
1,2024-26-402
1,2024-26-403
1,2024-26-404
1,2024-26-405
1,2024-26-406
1,2024-26-407
1,2024-26-408
1,2024-26-409
0,2024-26-410
2,2024-26-501
0,2024-26-502
0,2024-26-503
0,2024-26-504
2,2024-26-505
0,2024-26-506
0,2024-26-507
0,2024-26-508
0,2024-26-509
0,2024-26-510
2,2024-26-511
2,2024-26-601
2,2024-26-602
0,2024-26-603
2,2024-26-604
2,2024-26-605
2,2024-26-606
0,2024-26-607
2,2024-26-608
2,2024-26-609
2,2024-26-610
0,2024-26-611
0,2024-26-701
0,2024-26-702
0,2024-26-703
0,2024-26-704
0,2024-26-705
2,2024-26-706
1,2024-27-101
1,2024-27-102
1,2024-27-103
2,2024-27-104
2,2024-27-105
1,2024-27-106
2,2024-27-107
1,2024-27-108
1,2024-27-109
1,2024-27-110
1,2024-27-111
2,2024-27-112
1,2024-27-113
1,2024-27-114
1,2024-27-115
0,2024-27-116
0,2024-27-117
1,2024-27-118
2,2024-27-119
2,2024-27-120
1,2024-27-201
2,2024-27-202
1,2024-27-203
2,2024-27-204
1,2024-27-205
1,2024-27-206
1,2024-27-207
1,2024-27-208
2,2024-27-209
2,2024-27-210
2,2024-27-211
2,2024-27-212
2,2024-27-213
0,2024-27-214
0,2024-27-215
0,2024-27-216
1,2024-27-301
2,2024-27-302
1,2024-27-303
2,2024-27-304
2,2024-27-305
2,2024-27-306
1,2024-27-307
1,2024-27-308
1,2024-27-401
1,2024-27-402
1,2024-27-403
1,2024-27-404
1,2024-27-405
1,2024-27-406
1,2024-27-407
1,2024-27-408
1,2024-27-409
0,2024-27-410
2,2024-27-501
0,2024-27-502
0,2024-27-503
0,2024-27-504
2,2024-27-505
0,2024-27-506
0,2024-27-507
0,2024-27-508
0,2024-27-509
0,2024-27-510
2,2024-27-511
2,2024-27-601
2,2024-27-602
0,2024-27-603
2,2024-27-604
2,2024-27-605
2,2024-27-606
0,2024-27-607
2,2024-27-608
2,2024-27-609
2,2024-27-610
0,2024-27-611
0,2024-27-701
0,2024-27-702
0,2024-27-703
0,2024-27-704
0,2024-27-705
2,2024-27-706
1,2024-28-101
1,2024-28-102
1,2024-28-103
2,2024-28-104
2,2024-28-105
1,2024-28-106
2,2024-28-107
1,2024-28-108
1,2024-28-109
1,2024-28-110
1,2024-28-111
2,2024-28-112
1,2024-28-113
1,2024-28-114
1,2024-28-115
0,2024-28-116
0,2024-28-117
1,2024-28-118
2,2024-28-119
2,2024-28-120
1,2024-28-201
2,2024-28-202
1,2024-28-203
2,2024-28-204
1,2024-28-205
1,2024-28-206
1,2024-28-207
1,2024-28-208
2,2024-28-209
2,2024-28-210
2,2024-28-211
2,2024-28-212
2,2024-28-213
0,2024-28-214
0,2024-28-215
0,2024-28-216
1,2024-28-301
2,2024-28-302
1,2024-28-303
2,2024-28-304
2,2024-28-305
2,2024-28-306
1,2024-28-307
1,2024-28-308
1,2024-28-401
1,2024-28-402
1,2024-28-403
1,2024-28-404
1,2024-28-405
1,2024-28-406
1,2024-28-407
1,2024-28-408
1,2024-28-409
0,2024-28-410
2,2024-28-501
0,2024-28-502
0,2024-28-503
0,2024-28-504
2,2024-28-505
0,2024-28-506
0,2024-28-507
0,2024-28-508
0,2024-28-509
0,2024-28-510
2,2024-28-511
2,2024-28-601
2,2024-28-602
0,2024-28-603
2,2024-28-604
2,2024-28-605
2,2024-28-606
0,2024-28-607
2,2024-28-608
2,2024-28-609
2,2024-28-610
0,2024-28-611
0,2024-28-701
0,2024-28-702
0,2024-28-703
0,2024-28-704
0,2024-28-705
2,2024-28-706
1,2024-29-101
1,2024-29-102
1,2024-29-103
2,2024-29-104
2,2024-29-105
1,2024-29-106
2,2024-29-107
1,2024-29-108
1,2024-29-109
1,2024-29-110
1,2024-29-111
2,2024-29-112
1,2024-29-113
1,2024-29-114
1,2024-29-115
0,2024-29-116
0,2024-29-117
1,2024-29-118
2,2024-29-119
2,2024-29-120
1,2024-29-201
2,2024-29-202
1,2024-29-203
2,2024-29-204
1,2024-29-205
1,2024-29-206
1,2024-29-207
1,2024-29-208
2,2024-29-209
2,2024-29-210
2,2024-29-211
2,2024-29-212
2,2024-29-213
0,2024-29-214
0,2024-29-215
0,2024-29-216
1,2024-29-301
2,2024-29-302
1,2024-29-303
2,2024-29-304
2,2024-29-305
2,2024-29-306
1,2024-29-307
1,2024-29-308
1,2024-29-401
1,2024-29-402
1,2024-29-403
1,2024-29-404
1,2024-29-405
1,2024-29-406
1,2024-29-407
1,2024-29-408
1,2024-29-409
0,2024-29-410
2,2024-29-501
0,2024-29-502
0,2024-29-503
0,2024-29-504
2,2024-29-505
0,2024-29-506
0,2024-29-507
0,2024-29-508
0,2024-29-509
0,2024-29-510
2,2024-29-511
2,2024-29-601
2,2024-29-602
0,2024-29-603
2,2024-29-604
2,2024-29-605
2,2024-29-606
0,2024-29-607
2,2024-29-608
2,2024-29-609
2,2024-29-610
0,2024-29-611
0,2024-29-701
0,2024-29-702
0,2024-29-703
0,2024-29-704
0,2024-29-705
2,2024-29-706
1,2024-30-101
1,2024-30-102
1,2024-30-103
2,2024-30-104
2,2024-30-105
1,2024-30-106
2,2024-30-107
1,2024-30-108
1,2024-30-109
1,2024-30-110
1,2024-30-111
2,2024-30-112
1,2024-30-113
1,2024-30-114
1,2024-30-115
0,2024-30-116
0,2024-30-117
1,2024-30-118
2,2024-30-119
2,2024-30-120
1,2024-30-201
2,2024-30-202
1,2024-30-203
2,2024-30-204
1,2024-30-205
1,2024-30-206
1,2024-30-207
1,2024-30-208
2,2024-30-209
2,2024-30-210
2,2024-30-211
2,2024-30-212
2,2024-30-213
0,2024-30-214
0,2024-30-215
0,2024-30-216
1,2024-30-301
2,2024-30-302
1,2024-30-303
2,2024-30-304
2,2024-30-305
2,2024-30-306
1,2024-30-307
1,2024-30-308
1,2024-30-401
1,2024-30-402
1,2024-30-403
1,2024-30-404
1,2024-30-405
1,2024-30-406
1,2024-30-407
1,2024-30-408
1,2024-30-409
0,2024-30-410
2,2024-30-501
0,2024-30-502
0,2024-30-503
0,2024-30-504
2,2024-30-505
0,2024-30-506
0,2024-30-507
0,2024-30-508
0,2024-30-509
0,2024-30-510
2,2024-30-511
2,2024-30-601
2,2024-30-602
0,2024-30-603
2,2024-30-604
2,2024-30-605
2,2024-30-606
0,2024-30-607
2,2024-30-608
2,2024-30-609
2,2024-30-610
0,2024-30-611
0,2024-30-701
0,2024-30-702
0,2024-30-703
0,2024-30-704
0,2024-30-705
2,2024-30-706
1,2024-31-101
1,2024-31-102
1,2024-31-103
2,2024-31-104
2,2024-31-105
1,2024-31-106
2,2024-31-107
1,2024-31-108
1,2024-31-109
1,2024-31-110
1,2024-31-111
2,2024-31-112
1,2024-31-113
1,2024-31-114
1,2024-31-115
0,2024-31-116
0,2024-31-117
1,2024-31-118
2,2024-31-119
2,2024-31-120
1,2024-31-201
2,2024-31-202
1,2024-31-203
2,2024-31-204
1,2024-31-205
1,2024-31-206
1,2024-31-207
1,2024-31-208
2,2024-31-209
2,2024-31-210
2,2024-31-211
2,2024-31-212
2,2024-31-213
0,2024-31-214
0,2024-31-215
0,2024-31-216
1,2024-31-301
2,2024-31-302
1,2024-31-303
2,2024-31-304
2,2024-31-305
2,2024-31-306
1,2024-31-307
1,2024-31-308
1,2024-31-401
1,2024-31-402
1,2024-31-403
1,2024-31-404
1,2024-31-405
1,2024-31-406
1,2024-31-407
1,2024-31-408
1,2024-31-409
0,2024-31-410
2,2024-31-501
0,2024-31-502
0,2024-31-503
0,2024-31-504
2,2024-31-505
0,2024-31-506
0,2024-31-507
0,2024-31-508
0,2024-31-509
0,2024-31-510
2,2024-31-511
2,2024-31-601
2,2024-31-602
0,2024-31-603
2,2024-31-604
2,2024-31-605
2,2024-31-606
0,2024-31-607
2,2024-31-608
2,2024-31-609
2,2024-31-610
0,2024-31-611
0,2024-31-701
0,2024-31-702
0,2024-31-703
0,2024-31-704
0,2024-31-705
2,2024-31-706
1,2024-32-101
1,2024-32-102
1,2024-32-103
2,2024-32-104
2,2024-32-105
1,2024-32-106
2,2024-32-107
1,2024-32-108
1,2024-32-109
1,2024-32-110
1,2024-32-111
2,2024-32-112
1,2024-32-113
1,2024-32-114
1,2024-32-115
0,2024-32-116
0,2024-32-117
1,2024-32-118
2,2024-32-119
2,2024-32-120
1,2024-32-201
2,2024-32-202
1,2024-32-203
2,2024-32-204
1,2024-32-205
1,2024-32-206
1,2024-32-207
1,2024-32-208
2,2024-32-209
2,2024-32-210
2,2024-32-211
2,2024-32-212
2,2024-32-213
0,2024-32-214
0,2024-32-215
0,2024-32-216
1,2024-32-301
2,2024-32-302
1,2024-32-303
2,2024-32-304
2,2024-32-305
2,2024-32-306
1,2024-32-307
1,2024-32-308
1,2024-32-401
1,2024-32-402
1,2024-32-403
1,2024-32-404
1,2024-32-405
1,2024-32-406
1,2024-32-407
1,2024-32-408
1,2024-32-409
0,2024-32-410
2,2024-32-501
0,2024-32-502
0,2024-32-503
0,2024-32-504
2,2024-32-505
0,2024-32-506
0,2024-32-507
0,2024-32-508
0,2024-32-509
0,2024-32-510
2,2024-32-511
2,2024-32-601
2,2024-32-602
0,2024-32-603
2,2024-32-604
2,2024-32-605
2,2024-32-606
0,2024-32-607
2,2024-32-608
2,2024-32-609
2,2024-32-610
0,2024-32-611
0,2024-32-701
0,2024-32-702
0,2024-32-703
0,2024-32-704
0,2024-32-705
2,2024-32-706
1,2024-33-101
1,2024-33-102
1,2024-33-103
2,2024-33-104
2,2024-33-105
1,2024-33-106
2,2024-33-107
1,2024-33-108
1,2024-33-109
1,2024-33-110
1,2024-33-111
2,2024-33-112
1,2024-33-113
1,2024-33-114
1,2024-33-115
0,2024-33-116
0,2024-33-117
1,2024-33-118
2,2024-33-119
2,2024-33-120
1,2024-33-201
2,2024-33-202
1,2024-33-203
2,2024-33-204
1,2024-33-205
1,2024-33-206
1,2024-33-207
1,2024-33-208
2,2024-33-209
2,2024-33-210
2,2024-33-211
2,2024-33-212
2,2024-33-213
0,2024-33-214
0,2024-33-215
0,2024-33-216
1,2024-33-301
2,2024-33-302
1,2024-33-303
2,2024-33-304
2,2024-33-305
2,2024-33-306
1,2024-33-307
1,2024-33-308
1,2024-33-401
1,2024-33-402
1,2024-33-403
1,2024-33-404
1,2024-33-405
1,2024-33-406
1,2024-33-407
1,2024-33-408
1,2024-33-409
0,2024-33-410
2,2024-33-501
0,2024-33-502
0,2024-33-503
0,2024-33-504
2,2024-33-505
0,2024-33-506
0,2024-33-507
0,2024-33-508
0,2024-33-509
0,2024-33-510
2,2024-33-511
2,2024-33-601
2,2024-33-602
0,2024-33-603
2,2024-33-604
2,2024-33-605
2,2024-33-606
0,2024-33-607
2,2024-33-608
2,2024-33-609
2,2024-33-610
0,2024-33-611
0,2024-33-701
0,2024-33-702
0,2024-33-703
0,2024-33-704
0,2024-33-705
2,2024-33-706
1,2024-34-101
1,2024-34-102
1,2024-34-103
2,2024-34-104
2,2024-34-105
1,2024-34-106
2,2024-34-107
1,2024-34-108
1,2024-34-109
1,2024-34-110
1,2024-34-111
2,2024-34-112
1,2024-34-113
1,2024-34-114
1,2024-34-115
0,2024-34-116
0,2024-34-117
1,2024-34-118
2,2024-34-119
2,2024-34-120
1,2024-34-201
2,2024-34-202
1,2024-34-203
2,2024-34-204
1,2024-34-205
1,2024-34-206
1,2024-34-207
1,2024-34-208
2,2024-34-209
2,2024-34-210
2,2024-34-211
2,2024-34-212
2,2024-34-213
0,2024-34-214
0,2024-34-215
0,2024-34-216
1,2024-34-301
2,2024-34-302
1,2024-34-303
2,2024-34-304
2,2024-34-305
2,2024-34-306
1,2024-34-307
1,2024-34-308
1,2024-34-401
1,2024-34-402
1,2024-34-403
1,2024-34-404
1,2024-34-405
1,2024-34-406
1,2024-34-407
1,2024-34-408
1,2024-34-409
0,2024-34-410
2,2024-34-501
0,2024-34-502
0,2024-34-503
0,2024-34-504
2,2024-34-505
0,2024-34-506
0,2024-34-507
0,2024-34-508
0,2024-34-509
0,2024-34-510
2,2024-34-511
2,2024-34-601
2,2024-34-602
0,2024-34-603
2,2024-34-604
2,2024-34-605
2,2024-34-606
0,2024-34-607
2,2024-34-608
2,2024-34-609
2,2024-34-610
0,2024-34-611
0,2024-34-701
0,2024-34-702
0,2024-34-703
0,2024-34-704
0,2024-34-705
2,2024-34-706
1,2024-35-101
1,2024-35-102
1,2024-35-103
2,2024-35-104
2,2024-35-105
1,2024-35-106
2,2024-35-107
1,2024-35-108
1,2024-35-109
1,2024-35-110
1,2024-35-111
2,2024-35-112
1,2024-35-113
1,2024-35-114
1,2024-35-115
0,2024-35-116
0,2024-35-117
1,2024-35-118
2,2024-35-119
2,2024-35-120
1,2024-35-201
2,2024-35-202
1,2024-35-203
2,2024-35-204
1,2024-35-205
1,2024-35-206
1,2024-35-207
1,2024-35-208
2,2024-35-209
2,2024-35-210
2,2024-35-211
2,2024-35-212
2,2024-35-213
0,2024-35-214
0,2024-35-215
0,2024-35-216
1,2024-35-301
2,2024-35-302
1,2024-35-303
2,2024-35-304
2,2024-35-305
2,2024-35-306
1,2024-35-307
1,2024-35-308
1,2024-35-401
1,2024-35-402
1,2024-35-403
1,2024-35-404
1,2024-35-405
1,2024-35-406
1,2024-35-407
1,2024-35-408
1,2024-35-409
0,2024-35-410
2,2024-35-501
0,2024-35-502
0,2024-35-503
0,2024-35-504
2,2024-35-505
0,2024-35-506
0,2024-35-507
0,2024-35-508
0,2024-35-509
0,2024-35-510
2,2024-35-511
2,2024-35-601
2,2024-35-602
0,2024-35-603
2,2024-35-604
2,2024-35-605
2,2024-35-606
0,2024-35-607
2,2024-35-608
2,2024-35-609
2,2024-35-610
0,2024-35-611
0,2024-35-701
0,2024-35-702
0,2024-35-703
0,2024-35-704
0,2024-35-705
2,2024-35-706
1,2024-36-101
1,2024-36-102
1,2024-36-103
2,2024-36-104
2,2024-36-105
1,2024-36-106
2,2024-36-107
1,2024-36-108
1,2024-36-109
1,2024-36-110
1,2024-36-111
2,2024-36-112
1,2024-36-113
1,2024-36-114
1,2024-36-115
0,2024-36-116
0,2024-36-117
1,2024-36-118
2,2024-36-119
2,2024-36-120
1,2024-36-201
2,2024-36-202
1,2024-36-203
2,2024-36-204
1,2024-36-205
1,2024-36-206
1,2024-36-207
1,2024-36-208
2,2024-36-209
2,2024-36-210
2,2024-36-211
2,2024-36-212
2,2024-36-213
0,2024-36-214
0,2024-36-215
0,2024-36-216
1,2024-36-301
2,2024-36-302
1,2024-36-303
2,2024-36-304
2,2024-36-305
2,2024-36-306
1,2024-36-307
1,2024-36-308
1,2024-36-401
1,2024-36-402
1,2024-36-403
1,2024-36-404
1,2024-36-405
1,2024-36-406
1,2024-36-407
1,2024-36-408
1,2024-36-409
0,2024-36-410
2,2024-36-501
0,2024-36-502
0,2024-36-503
0,2024-36-504
2,2024-36-505
0,2024-36-506
0,2024-36-507
0,2024-36-508
0,2024-36-509
0,2024-36-510
2,2024-36-511
2,2024-36-601
2,2024-36-602
0,2024-36-603
2,2024-36-604
2,2024-36-605
2,2024-36-606
0,2024-36-607
2,2024-36-608
2,2024-36-609
2,2024-36-610
0,2024-36-611
0,2024-36-701
0,2024-36-702
0,2024-36-703
0,2024-36-704
0,2024-36-705
2,2024-36-706
1,2024-37-101
1,2024-37-102
1,2024-37-103
2,2024-37-104
