"","tmax_min","tmax_max","tmax_mean","tmax_median","week_canton"
"273",35.99007,37.486202,36.5416201428571,36.19062,"2025-13-507"
"274",35.330055,37.46621,36.4526238571429,36.396572,"2025-14-507"
"275",34.685654,36.740425,35.629284,35.73684,"2025-15-507"
"276",34.987972,36.50179,35.8648834285714,35.953415,"2025-16-507"
"277",35.742565,36.45652,35.9698547142857,35.780632,"2025-17-507"
"278",33.17857,35.866478,34.8170868571429,35.06707,"2025-18-507"
"279",34.506863,35.599876,35.0871411428571,35.10847,"2025-19-507"
"280",33.765835,35.549473,34.4856505714286,34.512848,"2025-20-507"
"281",33.92123,35.071136,34.4410295714286,34.415115,"2025-21-507"
"282",33.338924,34.94228,34.556113,34.743404,"2025-22-507"
"283",31.933357,33.47597,32.8530238571429,32.841934,"2025-23-507"
"284",31.444666,33.604855,32.4883562857143,32.26902,"2025-24-507"
"285",31.084242,34.290314,32.9922441428571,32.95059,"2025-25-507"
"286",31.492777,33.935806,32.7610684285714,32.978844,"2025-26-507"
"287",32.44445,33.739223,33.127064,33.265305,"2025-27-507"
"288",32.801754,34.558613,33.6359802857143,33.5561,"2025-28-507"
"289",33.08165,34.96529,34.2309668571429,34.496902,"2025-29-507"
"290",32.03005,35.71034,33.7618004285714,33.811043,"2025-30-507"
"291",33.193993,34.63275,33.9810984285714,33.871475,"2025-31-507"
"292",31.981598,35.07431,33.9451244285714,34.085686,"2025-32-507"
"293",33.8628,34.900085,34.3644862857143,34.37822,"2025-33-507"
"294",31.57315,34.58603,33.6666868571429,33.860107,"2025-34-507"
"295",33.441677,34.70259,33.8552962857143,33.844975,"2025-35-507"
"296",31.57893,33.843605,32.8005794285714,32.980804,"2025-36-507"
"297",32.17138,34.769672,33.6609441428571,33.706104,"2025-37-507"
"298",31.700798,33.638977,32.9317925714286,32.981594,"2025-38-507"
"299",30.95121,34.76592,32.9511218571429,33.045246,"2025-39-507"
"300",29.295738,33.16942,31.802956,32.373333,"2025-40-507"
"301",26.31624,27.293066,26.8383826,26.761051,"2020-1-112"
"302",26.3598,27.363525,26.9443092857143,26.99678,"2020-2-112"
"303",27.126118,27.729485,27.4265145714286,27.509012,"2020-3-112"
"304",25.978458,26.921328,26.513501,26.565441,"2020-4-112"
"305",26.728924,28.295668,27.3106572857143,27.061544,"2020-5-112"
"306",27.104689,28.704977,28.0544348571429,28.187855,"2020-6-112"
